SimTime,Day,TimeOfDay,NumVehicleGenerated,NumVehiclesActive,NumVehiclesWaiting,NumVehicleCompleted,AverageSpeed,VehicleDensity
5035,1,5035,8425,583,0,10553,3.9914,0.0058
5036,1,5036,8426,583,0,10554,4.0086,0.0058
5037,1,5037,8427,581,0,10557,4.0189,0.0058
5038,1,5038,8428,582,0,10559,4.0464,0.0058
5039,1,5039,8429,578,0,10565,4.1038,0.0057
5040,1,5040,8430,579,0,10567,4.0846,0.0058
5041,1,5041,8431,576,0,10571,4.0399,0.0057
5042,1,5042,8432,577,0,10572,4.0451,0.0057
5043,1,5043,8433,577,0,10574,4.0225,0.0057
5044,1,5044,8434,577,0,10576,3.9775,0.0057
5045,1,5045,8435,574,0,10580,3.9826,0.0057
5046,1,5046,8436,575,0,10582,3.9530,0.0057
5047,1,5047,8437,574,0,10585,3.9721,0.0057
5048,1,5048,8438,574,0,10586,3.9059,0.0057
5049,1,5049,8439,572,0,10589,3.9476,0.0057
5050,1,5050,8440,571,0,10591,3.9159,0.0057
5051,1,5051,8441,571,0,10593,3.9405,0.0057
5052,1,5052,8442,570,0,10595,3.9211,0.0057
5053,1,5053,8443,571,0,10596,3.9264,0.0057
5054,1,5054,8444,572,0,10596,3.9091,0.0057
5055,1,5055,8445,572,0,10597,3.8969,0.0057
5056,1,5056,8446,570,0,10600,3.9175,0.0057
5057,1,5057,8448,570,0,10602,3.9000,0.0057
5058,1,5058,8449,571,0,10604,3.9422,0.0057
5059,1,5059,8450,571,0,10605,3.9335,0.0057
5060,1,5060,8451,572,0,10605,3.9598,0.0057
5061,1,5061,8452,572,0,10606,3.9336,0.0057
5062,1,5062,8453,570,0,10609,3.9035,0.0057
5063,1,5063,8454,568,0,10612,3.9243,0.0057
5064,1,5064,8455,570,0,10613,3.8895,0.0057
5065,1,5065,8456,572,0,10613,3.9441,0.0057
5066,1,5066,8457,573,0,10613,3.9459,0.0057
5067,1,5067,8458,573,0,10614,3.9529,0.0057
5068,1,5068,8459,572,0,10616,3.9598,0.0057
5069,1,5069,8461,574,0,10616,3.9634,0.0057
5070,1,5070,8462,570,0,10621,3.9333,0.0057
5071,1,5071,8463,572,0,10623,3.8916,0.0057
5072,1,5072,8465,574,0,10624,3.9199,0.0057
5073,1,5073,8466,574,0,10625,3.9024,0.0057
5074,1,5074,8467,574,0,10626,3.9355,0.0057
5075,1,5075,8468,574,0,10627,3.8902,0.0057
5076,1,5076,8469,572,0,10630,3.8899,0.0057
5077,1,5077,8470,574,0,10631,3.9355,0.0057
5078,1,5078,8471,574,0,10632,3.8780,0.0057
5079,1,5079,8472,575,0,10633,3.8835,0.0057
5080,1,5080,8473,576,0,10633,3.8976,0.0057
5081,1,5081,8474,577,0,10633,3.8960,0.0057
5082,1,5082,8475,578,0,10633,3.9152,0.0057
5083,1,5083,8477,576,0,10637,3.9184,0.0057
5084,1,5084,8478,577,0,10638,3.9376,0.0057
5085,1,5085,8479,578,0,10639,3.9135,0.0057
5086,1,5086,8480,578,0,10640,3.9394,0.0057
5087,1,5087,8481,577,0,10642,3.9393,0.0057
5088,1,5088,8482,576,0,10644,3.9826,0.0057
5089,1,5089,8483,576,0,10645,3.9149,0.0057
5090,1,5090,8484,575,0,10647,3.9374,0.0057
5091,1,5091,8485,577,0,10647,3.9185,0.0057
5092,1,5092,8487,576,0,10650,3.9462,0.0057
5093,1,5093,8488,576,0,10651,3.9601,0.0057
5094,1,5094,8489,574,0,10654,3.9373,0.0057
5095,1,5095,8490,573,0,10656,3.8883,0.0057
5096,1,5096,8491,573,0,10657,3.8569,0.0057
5097,1,5097,8492,574,0,10657,3.8519,0.0057
5098,1,5098,8493,573,0,10659,3.8202,0.0057
5099,1,5099,8494,573,0,10661,3.8028,0.0057
5100,1,5100,8495,573,0,10662,3.8028,0.0057
5101,1,5101,8496,573,0,10663,3.8220,0.0057
5102,1,5102,8497,574,0,10663,3.8624,0.0057
5103,1,5103,8498,575,0,10663,3.8330,0.0057
5104,1,5104,8499,574,0,10665,3.8449,0.0057
5105,1,5105,8500,573,0,10667,3.8133,0.0057
5106,1,5106,8501,571,0,10670,3.7986,0.0057
5107,1,5107,8502,569,0,10675,3.8120,0.0057
5108,1,5108,8503,571,0,10678,3.7881,0.0057
5109,1,5109,8504,571,0,10680,3.7898,0.0057
5110,1,5110,8505,568,0,10684,3.8099,0.0057
5111,1,5111,8506,569,0,10684,3.8330,0.0057
5112,1,5112,8507,570,0,10684,3.8474,0.0057
5113,1,5113,8509,571,0,10685,3.8319,0.0057
5114,1,5114,8510,570,0,10687,3.8386,0.0057
5115,1,5115,8511,569,0,10690,3.8278,0.0057
5116,1,5116,8512,569,0,10692,3.8524,0.0057
5117,1,5117,8513,570,0,10692,3.8456,0.0057
5118,1,5118,8514,568,0,10695,3.8574,0.0057
5119,1,5119,8515,569,0,10697,3.8436,0.0057
5120,1,5120,8516,570,0,10697,3.8667,0.0057
5121,1,5121,8517,571,0,10697,3.8616,0.0057
5122,1,5122,8518,569,0,10700,3.8278,0.0057
5123,1,5123,8520,570,0,10702,3.8088,0.0057
5124,1,5124,8521,571,0,10703,3.8651,0.0057
5125,1,5125,8522,572,0,10704,3.8724,0.0057
5126,1,5126,8523,572,0,10705,3.9108,0.0057
5127,1,5127,8524,573,0,10705,3.8674,0.0057
5128,1,5128,8525,572,0,10707,3.8759,0.0057
5129,1,5129,8526,573,0,10708,3.8848,0.0057
5130,1,5130,8527,573,0,10710,3.8639,0.0057
5131,1,5131,8528,573,0,10711,3.8953,0.0057
5132,1,5132,8529,573,0,10713,3.8953,0.0057
5133,1,5133,8530,574,0,10713,3.8537,0.0057
5134,1,5134,8531,574,0,10714,3.8624,0.0057
5135,1,5135,8533,575,0,10716,3.8852,0.0057
5136,1,5136,8534,576,0,10717,3.8698,0.0057
5137,1,5137,8535,577,0,10718,3.8492,0.0057
5138,1,5138,8536,577,0,10719,3.8596,0.0057
5139,1,5139,8537,576,0,10721,3.8333,0.0057
5140,1,5140,8538,579,0,10721,3.8964,0.0058
5141,1,5141,8539,578,0,10723,3.8806,0.0057
5142,1,5142,8540,581,0,10723,3.8916,0.0058
5143,1,5143,8542,581,0,10725,3.9139,0.0058
5144,1,5144,8543,579,0,10729,3.9102,0.0058
5145,1,5145,8544,579,0,10731,3.9206,0.0058
5146,1,5146,8546,581,0,10731,3.9122,0.0058
5147,1,5147,8547,581,0,10732,3.9157,0.0058
5148,1,5148,8548,580,0,10734,3.9224,0.0058
5149,1,5149,8549,582,0,10735,3.9278,0.0058
5150,1,5150,8551,582,0,10737,3.9003,0.0058
5151,1,5151,8552,581,0,10739,3.8967,0.0058
5152,1,5152,8553,581,0,10741,3.8778,0.0058
5153,1,5153,8554,581,0,10742,3.8847,0.0058
5154,1,5154,8555,580,0,10745,3.8759,0.0058
5155,1,5155,8556,577,0,10749,3.8821,0.0057
5156,1,5156,8557,578,0,10750,3.8945,0.0057
5157,1,5157,8557,577,0,10751,3.9047,0.0057
5158,1,5158,8558,575,0,10754,3.8696,0.0057
5159,1,5159,8560,574,0,10758,3.8659,0.0057
5160,1,5160,8561,571,0,10764,3.8529,0.0057
5161,1,5161,8562,574,0,10765,3.8815,0.0057
5162,1,5162,8563,575,0,10765,3.8557,0.0057
5163,1,5163,8564,573,0,10768,3.8848,0.0057
5164,1,5164,8565,574,0,10769,3.9007,0.0057
5165,1,5165,8566,573,0,10771,3.8778,0.0057
5166,1,5166,8567,573,0,10772,3.8709,0.0057
5167,1,5167,8568,573,0,10774,3.8831,0.0057
5168,1,5168,8569,569,0,10780,3.8436,0.0057
5169,1,5169,8570,571,0,10781,3.8634,0.0057
5170,1,5170,8571,572,0,10781,3.8881,0.0057
5171,1,5171,8572,572,0,10782,3.8846,0.0057
5172,1,5172,8573,572,0,10783,3.8759,0.0057
5173,1,5173,8574,571,0,10785,3.8687,0.0057
5174,1,5174,8575,574,0,10785,3.8920,0.0057
5175,1,5175,8576,573,0,10787,3.9058,0.0057
5176,1,5176,8578,573,0,10789,3.9005,0.0057
5177,1,5177,8580,574,0,10790,3.8990,0.0057
5178,1,5178,8582,576,0,10790,3.8785,0.0057
5179,1,5179,8583,574,0,10793,3.8676,0.0057
5180,1,5180,8584,574,0,10794,3.8955,0.0057
5181,1,5181,8585,574,0,10796,3.8972,0.0057
5182,1,5182,8587,573,0,10800,3.8342,0.0057
5183,1,5183,8588,575,0,10802,3.8957,0.0057
5184,1,5184,8589,574,0,10805,3.8780,0.0057
5185,1,5185,8590,576,0,10807,3.8698,0.0057
5186,1,5186,8590,575,0,10809,3.8939,0.0057
5187,1,5187,8591,576,0,10809,3.8906,0.0057
5188,1,5188,8592,576,0,10810,3.9184,0.0057
5189,1,5189,8593,576,0,10811,3.8785,0.0057
5190,1,5190,8594,578,0,10811,3.8858,0.0057
5191,1,5191,8595,579,0,10811,3.8964,0.0058
5192,1,5192,8596,579,0,10812,3.8377,0.0058
5193,1,5193,8597,577,0,10815,3.8492,0.0057
5194,1,5194,8598,575,0,10818,3.8539,0.0057
5195,1,5195,8600,574,0,10821,3.8554,0.0057
5196,1,5196,8601,575,0,10821,3.8557,0.0057
5197,1,5197,8603,576,0,10822,3.8715,0.0057
5198,1,5198,8604,575,0,10824,3.8504,0.0057
5199,1,5199,8605,577,0,10825,3.8388,0.0057
5200,1,5200,8607,577,0,10827,3.8267,0.0057
5201,1,5201,8608,577,0,10828,3.8302,0.0057
5202,1,5202,8609,576,0,10830,3.8715,0.0057
5203,1,5203,8610,577,0,10831,3.8787,0.0057
5204,1,5204,8611,579,0,10831,3.8895,0.0058
5205,1,5205,8612,579,0,10832,3.8670,0.0058
5206,1,5206,8613,580,0,10833,3.8259,0.0058
5207,1,5207,8614,579,0,10835,3.8273,0.0058
5208,1,5208,8615,580,0,10835,3.8534,0.0058
5209,1,5209,8616,580,0,10836,3.8397,0.0058
5210,1,5210,8617,580,0,10838,3.8328,0.0058
5211,1,5211,8619,581,0,10839,3.8382,0.0058
5212,1,5212,8621,581,0,10841,3.8520,0.0058
5213,1,5213,8621,580,0,10843,3.8586,0.0058
5214,1,5214,8622,580,0,10844,3.8397,0.0058
5215,1,5215,8623,581,0,10845,3.8158,0.0058
5216,1,5216,8624,580,0,10847,3.8000,0.0058
5217,1,5217,8625,576,0,10852,3.8247,0.0057
5218,1,5218,8626,577,0,10854,3.8059,0.0057
5219,1,5219,8627,577,0,10855,3.8215,0.0057
5220,1,5220,8628,577,0,10857,3.8284,0.0057
5221,1,5221,8628,577,0,10857,3.8076,0.0057
5222,1,5222,8629,576,0,10859,3.8142,0.0057
5223,1,5223,8630,576,0,10860,3.7847,0.0057
5224,1,5224,8632,576,0,10862,3.8507,0.0057
5225,1,5225,8634,578,0,10864,3.8547,0.0057
5226,1,5226,8635,579,0,10865,3.8843,0.0058
5227,1,5227,8636,579,0,10866,3.8549,0.0058
5228,1,5228,8637,580,0,10866,3.8966,0.0058
5229,1,5229,8638,580,0,10867,3.8845,0.0058
5230,1,5230,8639,581,0,10868,3.9002,0.0058
5231,1,5231,8640,581,0,10870,3.8692,0.0058
5232,1,5232,8641,580,0,10874,3.8983,0.0058
5233,1,5233,8642,580,0,10876,3.8862,0.0058
5234,1,5234,8643,579,0,10879,3.8981,0.0058
5235,1,5235,8643,580,0,10880,3.8948,0.0058
5236,1,5236,8644,578,0,10883,3.9100,0.0057
5237,1,5237,8645,576,0,10886,3.8767,0.0057
5238,1,5238,8646,577,0,10887,3.9220,0.0057
5239,1,5239,8647,579,0,10887,3.9275,0.0058
5240,1,5240,8648,580,0,10887,3.9793,0.0058
5241,1,5241,8649,579,0,10889,3.9810,0.0058
5242,1,5242,8651,582,0,10889,3.9467,0.0058
5243,1,5243,8652,582,0,10890,3.9519,0.0058
5244,1,5244,8653,582,0,10891,3.9914,0.0058
5245,1,5245,8654,581,0,10894,3.9862,0.0058
5246,1,5246,8655,582,0,10896,3.9605,0.0058
5247,1,5247,8656,582,0,10897,3.9433,0.0058
5248,1,5248,8657,581,0,10899,3.9707,0.0058
5249,1,5249,8658,581,0,10900,3.9552,0.0058
5250,1,5250,8659,576,0,10907,3.9271,0.0057
5251,1,5251,8660,573,0,10912,3.8517,0.0057
5252,1,5252,8661,574,0,10913,3.8833,0.0057
5253,1,5253,8662,573,0,10916,3.8831,0.0057
5254,1,5254,8663,574,0,10917,3.8815,0.0057
5255,1,5255,8664,574,0,10918,3.8711,0.0057
5256,1,5256,8664,572,0,10920,3.8811,0.0057
5257,1,5257,8665,573,0,10921,3.8743,0.0057
5258,1,5258,8666,572,0,10923,3.8899,0.0057
5259,1,5259,8667,573,0,10924,3.9127,0.0057
5260,1,5260,8668,573,0,10926,3.8883,0.0057
5261,1,5261,8669,572,0,10928,3.8811,0.0057
5262,1,5262,8670,572,0,10929,3.9423,0.0057
5263,1,5263,8672,573,0,10930,3.9424,0.0057
5264,1,5264,8673,573,0,10931,3.9058,0.0057
5265,1,5265,8674,570,0,10936,3.8544,0.0057
5266,1,5266,8675,570,0,10939,3.8772,0.0057
5267,1,5267,8676,570,0,10940,3.8825,0.0057
5268,1,5268,8677,572,0,10940,3.8811,0.0057
5269,1,5269,8678,568,0,10945,3.9032,0.0057
5270,1,5270,8679,568,0,10948,3.9296,0.0057
5271,1,5271,8680,570,0,10949,3.9281,0.0057
5272,1,5272,8682,572,0,10950,3.9458,0.0057
5273,1,5273,8683,572,0,10951,3.9668,0.0057
5274,1,5274,8684,571,0,10953,3.9912,0.0057
5275,1,5275,8685,571,0,10954,4.0018,0.0057
5276,1,5276,8687,571,0,10956,4.0035,0.0057
5277,1,5277,8688,572,0,10957,4.0087,0.0057
5278,1,5278,8689,570,0,10960,4.0053,0.0057
5279,1,5279,8690,570,0,10961,3.9614,0.0057
5280,1,5280,8691,569,0,10963,3.9350,0.0057
5281,1,5281,8692,570,0,10964,3.9351,0.0057
5282,1,5282,8693,571,0,10965,3.9124,0.0057
5283,1,5283,8694,571,0,10966,3.8949,0.0057
5284,1,5284,8695,570,0,10969,3.9158,0.0057
5285,1,5285,8696,570,0,10971,3.8947,0.0057
5286,1,5286,8698,570,0,10974,3.8895,0.0057
5287,1,5287,8699,572,0,10975,3.8689,0.0057
5288,1,5288,8700,571,0,10978,3.8879,0.0057
5289,1,5289,8701,571,0,10980,3.8634,0.0057
5290,1,5290,8702,571,0,10981,3.8739,0.0057
5291,1,5291,8704,573,0,10981,3.8761,0.0057
5292,1,5292,8705,573,0,10982,3.8988,0.0057
5293,1,5293,8707,574,0,10983,3.9024,0.0057
5294,1,5294,8708,570,0,10989,3.8807,0.0057
5295,1,5295,8709,575,0,10989,3.8835,0.0057
5296,1,5296,8710,575,0,10990,3.8939,0.0057
5297,1,5297,8711,574,0,10992,3.8763,0.0057
5298,1,5298,8712,573,0,10994,3.8482,0.0057
5299,1,5299,8714,574,0,10995,3.8380,0.0057
5300,1,5300,8715,573,0,10997,3.8586,0.0057
5301,1,5301,8716,574,0,10997,3.8432,0.0057
5302,1,5302,8717,574,0,10998,3.8502,0.0057
5303,1,5303,8719,574,0,11001,3.8571,0.0057
5304,1,5304,8720,575,0,11002,3.8557,0.0057
5305,1,5305,8721,576,0,11002,3.8507,0.0057
5306,1,5306,8722,573,0,11006,3.8551,0.0057
5307,1,5307,8723,574,0,11008,3.8641,0.0057
5308,1,5308,8724,576,0,11008,3.8594,0.0057
5309,1,5309,8725,576,0,11009,3.8872,0.0057
5310,1,5310,8726,575,0,11011,3.8800,0.0057
5311,1,5311,8727,575,0,11014,3.8330,0.0057
5312,1,5312,8728,577,0,11015,3.8492,0.0057
5313,1,5313,8730,576,0,11018,3.7812,0.0057
5314,1,5314,8731,580,0,11018,3.8328,0.0058
5315,1,5315,8732,579,0,11020,3.8601,0.0058
5316,1,5316,8733,579,0,11022,3.8411,0.0058
5317,1,5317,8734,580,0,11024,3.8241,0.0058
5318,1,5318,8735,582,0,11025,3.8247,0.0058
5319,1,5319,8736,582,0,11026,3.8505,0.0058
5320,1,5320,8737,580,0,11029,3.7638,0.0058
5321,1,5321,8739,583,0,11030,3.7873,0.0058
5322,1,5322,8740,584,0,11031,3.7979,0.0058
5323,1,5323,8741,584,0,11032,3.8048,0.0058
5324,1,5324,8742,584,0,11033,3.8442,0.0058
5325,1,5325,8743,583,0,11035,3.8010,0.0058
5326,1,5326,8744,584,0,11036,3.8356,0.0058
5327,1,5327,8745,582,0,11039,3.7887,0.0058
5328,1,5328,8746,583,0,11040,3.7873,0.0058
5329,1,5329,8747,581,0,11043,3.7986,0.0058
5330,1,5330,8749,583,0,11044,3.7736,0.0058
5331,1,5331,8750,583,0,11045,3.7822,0.0058
5332,1,5332,8751,582,0,11047,3.7835,0.0058
5333,1,5333,8753,584,0,11049,3.7928,0.0058
5334,1,5334,8754,581,0,11053,3.8313,0.0058
5335,1,5335,8755,582,0,11055,3.8127,0.0058
5336,1,5336,8756,583,0,11055,3.7942,0.0058
5337,1,5337,8757,584,0,11055,3.7928,0.0058
5338,1,5338,8758,582,0,11058,3.8213,0.0058
5339,1,5339,8760,582,0,11060,3.7938,0.0058
5340,1,5340,8761,582,0,11061,3.7766,0.0058
5341,1,5341,8762,581,0,11063,3.7694,0.0058
5342,1,5342,8763,583,0,11064,3.8285,0.0058
5343,1,5343,8764,585,0,11064,3.8034,0.0058
5344,1,5344,8765,586,0,11064,3.8567,0.0058
5345,1,5345,8766,587,0,11064,3.8467,0.0058
5346,1,5346,8768,588,0,11065,3.8639,0.0058
5347,1,5347,8769,589,0,11066,3.8829,0.0059
5348,1,5348,8770,591,0,11066,3.8883,0.0059
5349,1,5349,8771,591,0,11067,3.8951,0.0059
5350,1,5350,8772,589,0,11070,3.8404,0.0059
5351,1,5351,8773,589,0,11071,3.8693,0.0059
5352,1,5352,8774,589,0,11072,3.8727,0.0059
5353,1,5353,8775,589,0,11074,3.8574,0.0059
5354,1,5354,8776,586,0,11078,3.8413,0.0058
5355,1,5355,8777,585,0,11081,3.8376,0.0058
5356,1,5356,8778,586,0,11081,3.8618,0.0058
5357,1,5357,8779,587,0,11081,3.8637,0.0058
5358,1,5358,8780,587,0,11082,3.8518,0.0058
5359,1,5359,8780,587,0,11083,3.8637,0.0058
5360,1,5360,8781,586,0,11085,3.8106,0.0058
5361,1,5361,8782,585,0,11088,3.8051,0.0058
5362,1,5362,8783,586,0,11089,3.8208,0.0058
5363,1,5363,8784,587,0,11089,3.8024,0.0058
5364,1,5364,8785,585,0,11092,3.7949,0.0058
5365,1,5365,8786,583,0,11095,3.7804,0.0058
5366,1,5366,8787,583,0,11096,3.7873,0.0058
5367,1,5367,8788,585,0,11096,3.8342,0.0058
5368,1,5368,8789,585,0,11097,3.8479,0.0058
5369,1,5369,8790,586,0,11098,3.8225,0.0058
5370,1,5370,8791,585,0,11100,3.8803,0.0058
5371,1,5371,8792,584,0,11102,3.8682,0.0058
5372,1,5372,8793,582,0,11105,3.8591,0.0058
5373,1,5373,8794,582,0,11107,3.8643,0.0058
5374,1,5374,8795,581,0,11109,3.8778,0.0058
5375,1,5375,8796,582,0,11109,3.8574,0.0058
5376,1,5376,8797,580,0,11112,3.8655,0.0058
5377,1,5377,8798,579,0,11114,3.9240,0.0058
5378,1,5378,8799,580,0,11115,3.9190,0.0058
5379,1,5379,8800,582,0,11115,3.9364,0.0058
5380,1,5380,8801,583,0,11115,3.9554,0.0058
5381,1,5381,8802,583,0,11116,3.9949,0.0058
5382,1,5382,8802,579,0,11120,3.9827,0.0058
5383,1,5383,8803,577,0,11125,3.9723,0.0057
5384,1,5384,8804,578,0,11127,4.0260,0.0057
5385,1,5385,8805,574,0,11132,4.0139,0.0057
5386,1,5386,8807,575,0,11133,4.0174,0.0057
5387,1,5387,8808,576,0,11133,4.0312,0.0057
5388,1,5388,8809,574,0,11136,4.0470,0.0057
5389,1,5389,8810,577,0,11136,4.0451,0.0057
5390,1,5390,8811,576,0,11138,4.0503,0.0057
5391,1,5391,8812,576,0,11139,4.0503,0.0057
5392,1,5392,8814,575,0,11142,4.0504,0.0057
5393,1,5393,8815,577,0,11143,4.0312,0.0057
5394,1,5394,8816,574,0,11148,3.9338,0.0057
5395,1,5395,8817,576,0,11148,3.9167,0.0057
5396,1,5396,8818,571,0,11154,3.9019,0.0057
5397,1,5397,8819,574,0,11155,3.9286,0.0057
5398,1,5398,8820,575,0,11155,3.9078,0.0057
5399,1,5399,8821,574,0,11157,3.8728,0.0057
5400,1,5400,8822,574,0,11158,3.8937,0.0057
5401,1,5401,8823,574,0,11160,3.9007,0.0057
5402,1,5402,8824,575,0,11161,3.8591,0.0057
5403,1,5403,8825,575,0,11162,3.8870,0.0057
5404,1,5404,8826,576,0,11163,3.8594,0.0057
5405,1,5405,8828,576,0,11165,3.8785,0.0057
5406,1,5406,8829,577,0,11166,3.9029,0.0057
5407,1,5407,8831,579,0,11167,3.8877,0.0058
5408,1,5408,8832,581,0,11167,3.8950,0.0058
5409,1,5409,8833,581,0,11168,3.9243,0.0058
5410,1,5410,8834,581,0,11169,3.9346,0.0058
5411,1,5411,8835,581,0,11170,3.9466,0.0058
5412,1,5412,8837,584,0,11170,3.9178,0.0058
5413,1,5413,8838,584,0,11171,3.9760,0.0058
5414,1,5414,8838,584,0,11171,3.9795,0.0058
5415,1,5415,8839,584,0,11172,4.0068,0.0058
5416,1,5416,8840,585,0,11172,3.9419,0.0058
5417,1,5417,8841,585,0,11173,4.0017,0.0058
5418,1,5418,8842,587,0,11173,3.9540,0.0058
5419,1,5419,8843,587,0,11174,3.9182,0.0058
5420,1,5420,8844,588,0,11174,3.9694,0.0058
5421,1,5421,8845,588,0,11175,3.9881,0.0058
5422,1,5422,8846,589,0,11175,3.9779,0.0059
5423,1,5423,8847,588,0,11177,3.9796,0.0058
5424,1,5424,8848,588,0,11179,4.0000,0.0058
5425,1,5425,8848,588,0,11181,3.9779,0.0058
5426,1,5426,8849,590,0,11182,3.9661,0.0059
5427,1,5427,8850,591,0,11182,3.9949,0.0059
5428,1,5428,8851,591,0,11183,3.9628,0.0059
5429,1,5429,8852,591,0,11184,3.9408,0.0059
5430,1,5430,8853,589,0,11187,3.9864,0.0059
5431,1,5431,8854,590,0,11187,4.0085,0.0059
5432,1,5432,8855,588,0,11190,3.9473,0.0058
5433,1,5433,8856,588,0,11193,3.9524,0.0058
5434,1,5434,8857,590,0,11193,3.9458,0.0059
5435,1,5435,8858,589,0,11195,3.9423,0.0059
5436,1,5436,8859,586,0,11199,3.9727,0.0058
5437,1,5437,8861,589,0,11199,3.9779,0.0059
5438,1,5438,8862,588,0,11201,3.9354,0.0058
5439,1,5439,8863,587,0,11203,3.9080,0.0058
5440,1,5440,8864,589,0,11204,3.8964,0.0059
5441,1,5441,8865,590,0,11204,3.9390,0.0059
5442,1,5442,8866,589,0,11206,3.9355,0.0059
5443,1,5443,8867,591,0,11206,3.9002,0.0059
5444,1,5444,8868,591,0,11207,3.9052,0.0059
5445,1,5445,8869,590,0,11209,3.8678,0.0059
5446,1,5446,8870,590,0,11211,3.8424,0.0059
5447,1,5447,8871,591,0,11212,3.8443,0.0059
5448,1,5448,8872,591,0,11213,3.8393,0.0059
5449,1,5449,8873,590,0,11215,3.8288,0.0059
5450,1,5450,8874,590,0,11216,3.8203,0.0059
5451,1,5451,8875,592,0,11216,3.8108,0.0059
5452,1,5452,8876,590,0,11219,3.8508,0.0059
5453,1,5453,8877,591,0,11219,3.8816,0.0059
5454,1,5454,8878,590,0,11221,3.8881,0.0059
5455,1,5455,8879,590,0,11222,3.8949,0.0059
5456,1,5456,8880,591,0,11222,3.9323,0.0059
5457,1,5457,8881,591,0,11223,3.9340,0.0059
5458,1,5458,8882,588,0,11228,3.9405,0.0058
5459,1,5459,8884,589,0,11230,3.8981,0.0059
5460,1,5460,8885,590,0,11230,3.9000,0.0059
5461,1,5461,8886,591,0,11230,3.8883,0.0059
5462,1,5462,8887,591,0,11231,3.9357,0.0059
5463,1,5463,8888,591,0,11232,3.9255,0.0059
5464,1,5464,8890,593,0,11232,3.9258,0.0059
5465,1,5465,8891,591,0,11235,3.9222,0.0059
5466,1,5466,8892,592,0,11235,3.9459,0.0059
5467,1,5467,8893,591,0,11237,3.9509,0.0059
5468,1,5468,8894,592,0,11239,3.9527,0.0059
5469,1,5469,8895,591,0,11243,3.9865,0.0059
5470,1,5470,8896,594,0,11244,3.9495,0.0059
5471,1,5471,8896,593,0,11245,3.9376,0.0059
5472,1,5472,8897,591,0,11249,3.9645,0.0059
5473,1,5473,8898,593,0,11249,3.9629,0.0059
5474,1,5474,8899,593,0,11250,3.9342,0.0059
5475,1,5475,8900,590,0,11254,3.9610,0.0059
5476,1,5476,8900,590,0,11254,3.9712,0.0059
5477,1,5477,8901,590,0,11255,3.9220,0.0059
5478,1,5478,8902,587,0,11259,3.8807,0.0058
5479,1,5479,8903,584,0,11263,3.8904,0.0058
5480,1,5480,8904,586,0,11264,3.9164,0.0058
5481,1,5481,8905,587,0,11264,3.9284,0.0058
5482,1,5482,8906,586,0,11266,3.9010,0.0058
5483,1,5483,8907,586,0,11268,3.8771,0.0058
5484,1,5484,8909,588,0,11269,3.8844,0.0058
5485,1,5485,8910,586,0,11273,3.8737,0.0058
5486,1,5486,8912,588,0,11274,3.8810,0.0058
5487,1,5487,8913,588,0,11275,3.8980,0.0058
5488,1,5488,8914,589,0,11275,3.9049,0.0059
5489,1,5489,8916,589,0,11277,3.9151,0.0059
5490,1,5490,8917,590,0,11278,3.9000,0.0059
5491,1,5491,8918,586,0,11283,3.8532,0.0058
5492,1,5492,8919,587,0,11284,3.8501,0.0058
5493,1,5493,8920,588,0,11285,3.9014,0.0058
5494,1,5494,8921,589,0,11286,3.8353,0.0059
5495,1,5495,8922,587,0,11290,3.8484,0.0058
5496,1,5496,8923,588,0,11292,3.8384,0.0058
5497,1,5497,8923,588,0,11293,3.8333,0.0058
5498,1,5498,8924,588,0,11294,3.8656,0.0058
5499,1,5499,8925,587,0,11296,3.8518,0.0058
5500,1,5500,8926,589,0,11296,3.8251,0.0059
5501,1,5501,8927,587,0,11299,3.8756,0.0058
5502,1,5502,8928,587,0,11300,3.8382,0.0058
5503,1,5503,8929,583,0,11305,3.8576,0.0058
5504,1,5504,8930,585,0,11308,3.8598,0.0058
5505,1,5505,8931,586,0,11310,3.8584,0.0058
5506,1,5506,8932,587,0,11311,3.8620,0.0058
5507,1,5507,8933,589,0,11311,3.8455,0.0059
5508,1,5508,8934,585,0,11316,3.8598,0.0058
5509,1,5509,8935,583,0,11320,3.8302,0.0058
5510,1,5510,8936,587,0,11320,3.8433,0.0058
5511,1,5511,8937,586,0,11322,3.8276,0.0058
5512,1,5512,8938,584,0,11325,3.8253,0.0058
5513,1,5513,8939,586,0,11326,3.8396,0.0058
5514,1,5514,8941,588,0,11326,3.8605,0.0058
5515,1,5515,8941,587,0,11327,3.9029,0.0058
5516,1,5516,8942,589,0,11327,3.9219,0.0059
5517,1,5517,8943,589,0,11328,3.9270,0.0059
5518,1,5518,8945,590,0,11330,3.9339,0.0059
5519,1,5519,8946,589,0,11333,3.9049,0.0059
5520,1,5520,8947,587,0,11336,3.9557,0.0058
5521,1,5521,8948,586,0,11339,3.9300,0.0058
5522,1,5522,8950,587,0,11340,3.9591,0.0058
5523,1,5523,8951,587,0,11341,3.9284,0.0058
5524,1,5524,8952,589,0,11341,3.9049,0.0059
5525,1,5525,8953,588,0,11343,3.9184,0.0058
5526,1,5526,8954,586,0,11347,3.8840,0.0058
5527,1,5527,8955,587,0,11348,3.8876,0.0058
5528,1,5528,8956,589,0,11348,3.8370,0.0059
5529,1,5529,8957,588,0,11350,3.8333,0.0058
5530,1,5530,8958,589,0,11350,3.8183,0.0059
5531,1,5531,8959,589,0,11351,3.8438,0.0059
