T,Smoothed_Pro
17106,4.158454499602017e-05
17107,4.1584068012508576e-05
17108,4.1583591028996975e-05
17109,4.1583114045485374e-05
17110,4.158263706197378e-05
17111,4.158216007846218e-05
17112,4.1581683094950586e-05
17113,4.1581206111438986e-05
17114,4.158072912792738e-05
17115,4.1580252144415785e-05
17116,4.1579775160904184e-05
17117,4.1579298177392583e-05
17118,4.157882119388099e-05
17119,4.157834421036939e-05
17120,4.1577867226857795e-05
17121,4.1577390243346195e-05
17122,4.15769132598346e-05
17123,4.1576436276323e-05
17124,4.157595929281139e-05
17125,4.1575482309299806e-05
17126,4.1575005325788205e-05
17127,4.157452834227661e-05
17128,4.157405135876501e-05
17129,4.157357437525341e-05
17130,4.157309739174182e-05
17131,4.157262040823021e-05
17132,4.1572143424718616e-05
17133,4.1571666441207015e-05
17134,4.157118945769541e-05
17135,4.157071247418382e-05
17136,4.157023549067222e-05
17137,4.1569758507160626e-05
17138,4.1569281523649026e-05
17139,4.156880454013743e-05
17140,4.156832755662583e-05
17141,4.1567850573114224e-05
17142,4.156737358960264e-05
17143,4.1566896606091036e-05
17144,4.156641962257944e-05
17145,4.156594263906784e-05
17146,4.156546565555624e-05
17147,4.156498867204465e-05
17148,4.156451168853304e-05
17149,4.1564034705021447e-05
17150,4.1563557721509846e-05
17151,4.156308073799824e-05
17152,4.156260375448665e-05
17153,4.156212677097505e-05
17154,4.156164978746346e-05
17155,4.156117280395186e-05
17156,4.1560695820440256e-05
17157,4.156021883692866e-05
17158,4.1559741853417055e-05
17159,4.155926486990547e-05
17160,4.155878788639387e-05
17161,4.155831090288226e-05
17162,4.155783391937067e-05
17163,4.155735693585907e-05
17164,4.155687995234748e-05
17165,4.155640296883587e-05
17166,4.155592598532427e-05
17167,4.155544900181268e-05
17168,4.1554972018301076e-05
17169,4.155449503478948e-05
17170,4.155401805127788e-05
17171,4.1553541067766275e-05
17172,4.155306408425469e-05
17173,4.155258710074309e-05
17174,4.155211011723149e-05
17175,4.1551633133719886e-05
17176,4.15511561502083e-05
17177,4.15506791666967e-05
17178,4.155020218318509e-05
17179,4.1549725199673504e-05
17180,4.15492482161619e-05
17181,4.154877123265031e-05
17182,4.15482942491387e-05
17183,4.154781726562711e-05
17184,4.154734028211551e-05
17185,4.1546863298603914e-05
17186,4.1546386315092313e-05
17187,4.154590933158071e-05
17188,4.1545432348069106e-05
17189,4.154495536455752e-05
17190,4.154447838104592e-05
17191,4.1544001397534324e-05
17192,4.154352441402273e-05
17193,4.154304743051112e-05
17194,4.154257044699953e-05
17195,4.154209346348792e-05
17196,4.1541616479976335e-05
17197,4.1541139496464734e-05
17198,4.1540662512953134e-05
17199,4.154018552944153e-05
17200,4.153970854592994e-05
17201,4.1538665212801565e-05
17202,4.153762187967319e-05
17203,4.153657854654482e-05
17204,4.153553521341645e-05
17205,4.153449188028807e-05
17206,4.15334485471597e-05
17207,4.1532405214031324e-05
17208,4.153136188090295e-05
17209,4.1530318547774574e-05
17210,4.15292752146462e-05
17211,4.152823188151783e-05
17212,4.152718854838946e-05
17213,4.152614521526108e-05
17214,4.152510188213271e-05
17215,4.1524058549004326e-05
17216,4.152301521587596e-05
17217,4.152197188274758e-05
17218,4.1520928549619216e-05
17219,4.151988521649084e-05
17220,4.151884188336247e-05
17221,4.15177985502341e-05
17222,4.151675521710572e-05
17223,4.151571188397735e-05
17224,4.151466855084897e-05
17225,4.151362521772061e-05
17226,4.1512581884592225e-05
17227,4.151153855146386e-05
17228,4.1510495218335476e-05
17229,4.15094518852071e-05
17230,4.1508408552078734e-05
17231,4.150736521895035e-05
17232,4.150632188582199e-05
17233,4.150527855269361e-05
17234,4.150423521956524e-05
17235,4.150319188643686e-05
17236,4.1502148553308486e-05
17237,4.150110522018011e-05
17238,4.1500061887051736e-05
17239,4.149901855392336e-05
17240,4.149797522079499e-05
17241,4.149693188766662e-05
17242,4.149588855453825e-05
17243,4.149484522140988e-05
17244,4.14938018882815e-05
17245,4.149275855515313e-05
17246,4.149171522202475e-05
17247,4.1490671888896385e-05
17248,4.148962855576801e-05
17249,4.1488585222639636e-05
17250,4.148754188951126e-05
17251,4.1486498556382886e-05
17252,4.1485455223254505e-05
17253,4.148441189012614e-05
17254,4.148336855699777e-05
17255,4.1482325223869394e-05
17256,4.148128189074102e-05
17257,4.1480238557612645e-05
17258,4.147919522448427e-05
17259,4.1478151891355896e-05
17260,4.147710855822752e-05
17261,4.147606522509914e-05
17262,4.147502189197078e-05
17263,4.1473978558842404e-05
17264,4.1472935225714036e-05
17265,4.1471891892585655e-05
17266,4.147084855945728e-05
17267,4.146980522632891e-05
17268,4.146876189320053e-05
17269,4.146771856007217e-05
17270,4.146667522694379e-05
17271,4.146563189381542e-05
17272,4.146458856068704e-05
17273,4.1463545227558664e-05
17274,4.146250189443029e-05
17275,4.1461458561301915e-05
17276,4.146041522817354e-05
17277,4.145937189504517e-05
17278,4.1458328561916804e-05
17279,4.145728522878842e-05
17280,4.1456241895660055e-05
17281,4.1455198562531674e-05
17282,4.14541552294033e-05
17283,4.1453111896274924e-05
17284,4.145206856314656e-05
17285,4.145102523001819e-05
17286,4.1449981896889814e-05
17287,4.144893856376144e-05
17288,4.1447895230633065e-05
17289,4.144685189750468e-05
17290,4.1445808564376315e-05
17291,4.144476523124795e-05
17292,4.144372189811957e-05
17293,4.14426785649912e-05
17294,4.1441635231862824e-05
17295,4.144059189873445e-05
17296,4.1439548565606074e-05
17297,4.14385052324777e-05
17298,4.143746189934932e-05
17299,4.143641856622096e-05
17300,4.1435375233092576e-05
17301,4.143433189996421e-05
17302,4.143328856683583e-05
17303,4.143224523370746e-05
17304,4.1431201900579084e-05
17305,4.143015856745071e-05
17306,4.142911523432235e-05
17307,4.1428071901193967e-05
17308,4.14270285680656e-05
17309,4.142598523493722e-05
17310,4.142494190180885e-05
17311,4.142389856868047e-05
17312,4.142285523555209e-05
17313,4.1421811902423725e-05
17314,4.142076856929535e-05
17315,4.141972523616698e-05
17316,4.14186819030386e-05
17317,4.1417638569910234e-05
17318,4.141659523678185e-05
17319,4.141555190365348e-05
17320,4.14145085705251e-05
17321,4.1413465237396735e-05
17322,4.141242190426836e-05
17323,4.1411378571139986e-05
17324,4.141033523801161e-05
17325,4.1409291904883236e-05
17326,4.140824857175487e-05
17327,4.14072052386265e-05
17328,4.1406161905498126e-05
17329,4.140511857236975e-05
17330,4.140407523924138e-05
17331,4.1403031906113e-05
17332,4.140198857298463e-05
17333,4.140094523985625e-05
17334,4.1399901906727885e-05
17335,4.1398858573599497e-05
17336,4.1397815240471135e-05
17337,4.1396771907342754e-05
17338,4.1395728574214386e-05
17339,4.139468524108601e-05
17340,4.139364190795764e-05
17341,4.139259857482926e-05
17342,4.1391555241700894e-05
17343,4.139051190857252e-05
17344,4.138946857544414e-05
17345,4.138842524231577e-05
17346,4.138738190918739e-05
17347,4.138633857605902e-05
17348,4.1385295242930646e-05
17349,4.138425190980227e-05
17350,4.138320857667391e-05
17351,4.138216524354553e-05
17352,4.138112191041716e-05
17353,4.138007857728878e-05
17354,4.137903524416041e-05
17355,4.137799191103203e-05
17356,4.1376948577903656e-05
17357,4.137590524477529e-05
17358,4.1374861911646913e-05
17359,4.137381857851854e-05
17360,4.1372775245390164e-05
17361,4.137173191226179e-05
17362,4.1370688579133415e-05
17363,4.1369645246005054e-05
17364,4.1368601912876665e-05
17365,4.13675585797483e-05
17366,4.136651524661992e-05
17367,4.136547191349155e-05
17368,4.1364428580363174e-05
17369,4.1363385247234806e-05
17370,4.136234191410644e-05
17371,4.136129858097806e-05
17372,4.136025524784968e-05
17373,4.1359211914721314e-05
17374,4.135816858159294e-05
17375,4.1357125248464565e-05
17376,4.135608191533619e-05
17377,4.1355038582207815e-05
17378,4.135399524907945e-05
17379,4.135295191595107e-05
17380,4.13519085828227e-05
17381,4.135086524969432e-05
17382,4.134982191656595e-05
17383,4.134877858343757e-05
17384,4.13477352503092e-05
17385,4.134669191718082e-05
17386,4.134564858405246e-05
17387,4.134460525092408e-05
17388,4.13435619177957e-05
17389,4.134251858466733e-05
17390,4.134147525153896e-05
17391,4.13404319184106e-05
17392,4.133938858528221e-05
17393,4.133834525215384e-05
17394,4.1337301919025467e-05
17395,4.133625858589709e-05
17396,4.133521525276872e-05
17397,4.133417191964034e-05
17398,4.1333128586511975e-05
17399,4.133208525338359e-05
17400,4.133104192025523e-05
17401,4.132999858712685e-05
17402,4.1328955253998476e-05
17403,4.13279119208701e-05
17404,4.132686858774173e-05
17405,4.132582525461335e-05
17406,4.132478192148498e-05
17407,4.13237385883566e-05
17408,4.132269525522823e-05
17409,4.132165192209986e-05
17410,4.1320608588971486e-05
17411,4.131956525584312e-05
17412,4.131852192271474e-05
17413,4.131747858958637e-05
17414,4.1316435256458e-05
17415,4.1315391923329626e-05
17416,4.131434859020125e-05
17417,4.1313305257072877e-05
17418,4.1312261923944495e-05
17419,4.131121859081613e-05
17420,4.1310175257687746e-05
17421,4.130913192455938e-05
17422,4.130808859143101e-05
17423,4.1307045258302635e-05
17424,4.130600192517426e-05
17425,4.130495859204588e-05
17426,4.130391525891751e-05
17427,4.130287192578913e-05
17428,4.130182859266076e-05
17429,4.130078525953238e-05
17430,4.129974192640402e-05
17431,4.129869859327564e-05
17432,4.129765526014727e-05
17433,4.1296611927018896e-05
17434,4.129556859389052e-05
17435,4.129452526076216e-05
17436,4.129348192763377e-05
17437,4.129243859450541e-05
17438,4.129139526137703e-05
17439,4.1290351928248655e-05
17440,4.128930859512028e-05
17441,4.1288265261991905e-05
17442,4.128722192886353e-05
17443,4.1286178595735156e-05
17444,4.128513526260678e-05
17445,4.128409192947841e-05
17446,4.128304859635004e-05
17447,4.1282005263221664e-05
17448,4.128096193009329e-05
17449,4.1279918596964915e-05
17450,4.127887526383654e-05
17451,4.1277831930708165e-05
17452,4.12767885975798e-05
17453,4.127574526445143e-05
17454,4.1274701931323055e-05
17455,4.1273658598194674e-05
17456,4.1272615265066306e-05
17457,4.1271571931937924e-05
17458,4.127052859880956e-05
17459,4.126948526568119e-05
17460,4.1268441932552814e-05
17461,4.126739859942444e-05
17462,4.126635526629606e-05
17463,4.126531193316769e-05
17464,4.126426860003931e-05
17465,4.126322526691094e-05
17466,4.126218193378256e-05
17467,4.12611386006542e-05
17468,4.126009526752582e-05
17469,4.125905193439745e-05
17470,4.1258008601269074e-05
17471,4.125696526814069e-05
17472,4.1255921935012325e-05
17473,4.125487860188394e-05
17474,4.125383526875559e-05
17475,4.125279193562721e-05
17476,4.125174860249883e-05
17477,4.125070526937046e-05
17478,4.1249661936242084e-05
17479,4.124861860311371e-05
17480,4.1247575269985334e-05
17481,4.1246531936856966e-05
17482,4.124548860372859e-05
17483,4.1244445270600224e-05
17484,4.124340193747184e-05
17485,4.124235860434347e-05
17486,4.124131527121509e-05
17487,4.124027193808672e-05
17488,4.123922860495835e-05
17489,4.1238185271829976e-05
17490,4.12371419387016e-05
17491,4.123609860557323e-05
17492,4.123505527244485e-05
17493,4.123401193931648e-05
17494,4.12329686061881e-05
17495,4.123192527305974e-05
17496,4.123088193993137e-05
17497,4.122983860680299e-05
17498,4.122879527367462e-05
17499,4.122775194054624e-05
17500,4.122670860741787e-05
17501,4.122566527428949e-05
17502,4.1224621941161126e-05
17503,4.122357860803274e-05
17504,4.1222535274904377e-05
17505,4.1221491941775995e-05
17506,4.122044860864763e-05
17507,4.121940527551925e-05
17508,4.121836194239087e-05
17509,4.121731860926251e-05
17510,4.121627527613412e-05
17511,4.121523194300576e-05
17512,4.121418860987738e-05
17513,4.121314527674901e-05
17514,4.121210194362063e-05
17515,4.121105861049226e-05
17516,4.121001527736389e-05
17517,4.120897194423552e-05
17518,4.120792861110715e-05
17519,4.120688527797877e-05
17520,4.12058419448504e-05
17521,4.120479861172202e-05
17522,4.1203755278593646e-05
17523,4.120271194546527e-05
17524,4.12016686123369e-05
17525,4.120062527920853e-05
17526,4.1199581946080154e-05
17527,4.119853861295178e-05
17528,4.1197495279823405e-05
17529,4.119645194669503e-05
17530,4.1195408613566656e-05
17531,4.119436528043828e-05
17532,4.119332194730991e-05
17533,4.119227861418154e-05
17534,4.1191235281053164e-05
17535,4.119019194792479e-05
17536,4.1189148614796415e-05
17537,4.118810528166804e-05
17538,4.1187061948539665e-05
17539,4.1186018615411304e-05
17540,4.118497528228292e-05
17541,4.1183931949154555e-05
17542,4.118288861602618e-05
17543,4.1181845282897806e-05
17544,4.118080194976943e-05
17545,4.117975861664105e-05
17546,4.117871528351269e-05
17547,4.117767195038431e-05
17548,4.117662861725594e-05
17549,4.117558528412756e-05
17550,4.117454195099919e-05
17551,4.117349861787081e-05
17552,4.117245528474244e-05
17553,4.117141195161407e-05
17554,4.1170368618485684e-05
17555,4.116932528535732e-05
17556,4.116828195222894e-05
17557,4.1167238619100574e-05
17558,4.116619528597219e-05
17559,4.1165151952843825e-05
17560,4.116410861971545e-05
17561,4.116306528658708e-05
17562,4.116202195345871e-05
17563,4.116097862033033e-05
17564,4.115993528720196e-05
17565,4.1158891954073584e-05
17566,4.115784862094521e-05
17567,4.1156805287816834e-05
17568,4.1155761954688466e-05
17569,4.115471862156009e-05
17570,4.115367528843172e-05
17571,4.115263195530334e-05
17572,4.115158862217497e-05
17573,4.115054528904659e-05
17574,4.114950195591822e-05
17575,4.1148458622789844e-05
17576,4.1147415289661476e-05
17577,4.11463719565331e-05
17578,4.114532862340473e-05
17579,4.114428529027635e-05
17580,4.1143241957147984e-05
17581,4.114219862401961e-05
17582,4.114115529089123e-05
17583,4.114011195776287e-05
17584,4.1139068624634486e-05
17585,4.113802529150612e-05
17586,4.1136981958377736e-05
17587,4.113593862524937e-05
17588,4.113489529212099e-05
17589,4.1133851958992626e-05
17590,4.113280862586425e-05
17591,4.113176529273587e-05
17592,4.11307219596075e-05
17593,4.112967862647912e-05
17594,4.112863529335075e-05
17595,4.112759196022237e-05
17596,4.1126548627094e-05
17597,4.112550529396562e-05
17598,4.112446196083725e-05
17599,4.112341862770888e-05
17600,4.1122375294580505e-05
17601,4.111717590972065e-05
17602,4.11119765248608e-05
17603,4.110677714000095e-05
17604,4.110157775514109e-05
17605,4.1096378370281234e-05
17606,4.109117898542138e-05
17607,4.108597960056153e-05
17608,4.108078021570168e-05
17609,4.107558083084181e-05
17610,4.107038144598197e-05
17611,4.1065182061122106e-05
17612,4.105998267626226e-05
17613,4.105478329140239e-05
17614,4.104958390654255e-05
17615,4.104438452168269e-05
17616,4.103918513682285e-05
17617,4.103398575196298e-05
17618,4.1028786367103135e-05
17619,4.102358698224327e-05
17620,4.101838759738343e-05
17621,4.101318821252356e-05
17622,4.1007988827663714e-05
17623,4.100278944280385e-05
17624,4.099759005794401e-05
17625,4.099239067308414e-05
17626,4.0987191288224294e-05
17627,4.098199190336444e-05
17628,4.097679251850459e-05
17629,4.097159313364473e-05
17630,4.096639374878488e-05
17631,4.096119436392502e-05
17632,4.095599497906517e-05
17633,4.095079559420531e-05
17634,4.094559620934546e-05
17635,4.094039682448561e-05
17636,4.093519743962575e-05
17637,4.0929998054765895e-05
17638,4.092479866990604e-05
17639,4.091959928504619e-05
17640,4.091439990018634e-05
17641,4.0909200515326474e-05
17642,4.0904001130466624e-05
17643,4.089880174560677e-05
17644,4.089360236074692e-05
17645,4.088840297588707e-05
17646,4.0883203591027203e-05
17647,4.087800420616735e-05
17648,4.0872804821307497e-05
17649,4.0867605436447646e-05
17650,4.086240605158778e-05
17651,4.085720666672793e-05
17652,4.085200728186808e-05
17653,4.0846807897008226e-05
17654,4.0841608512148376e-05
17655,4.083640912728852e-05
17656,4.083120974242867e-05
17657,4.082601035756881e-05
17658,4.0820810972708955e-05
17659,4.08156115878491e-05
17660,4.081041220298925e-05
17661,4.080521281812939e-05
17662,4.0800013433269534e-05
17663,4.079481404840968e-05
17664,4.078961466354983e-05
17665,4.078441527868998e-05
17666,4.0779215893830113e-05
17667,4.077401650897026e-05
17668,4.0768817124110406e-05
17669,4.0763617739250556e-05
17670,4.075841835439069e-05
17671,4.075321896953084e-05
17672,4.074801958467099e-05
17673,4.0742820199811136e-05
17674,4.073762081495128e-05
17675,4.0732421430091435e-05
17676,4.072722204523157e-05
17677,4.072202266037173e-05
17678,4.071682327551186e-05
17679,4.0711623890652015e-05
17680,4.070642450579215e-05
17681,4.070122512093231e-05
17682,4.069602573607244e-05
17683,4.0690826351212594e-05
17684,4.068562696635274e-05
17685,4.0680427581492894e-05
17686,4.067522819663302e-05
17687,4.067002881177318e-05
17688,4.0664829426913316e-05
17689,4.065963004205347e-05
17690,4.065443065719361e-05
17691,4.064923127233376e-05
17692,4.064403188747391e-05
17693,4.063883250261405e-05
17694,4.0633633117754195e-05
17695,4.062843373289434e-05
17696,4.062323434803449e-05
17697,4.061803496317464e-05
17698,4.061283557831478e-05
17699,4.0607636193454925e-05
17700,4.060243680859507e-05
17701,4.059723742373522e-05
17702,4.059203803887537e-05
17703,4.0586838654015504e-05
17704,4.0581639269155654e-05
17705,4.05764398842958e-05
17706,4.057124049943595e-05
17707,4.056604111457608e-05
17708,4.056084172971623e-05
17709,4.055564234485638e-05
17710,4.0550442959996526e-05
17711,4.054524357513667e-05
17712,4.054004419027681e-05
17713,4.053484480541696e-05
17714,4.052964542055711e-05
17715,4.0524446035697255e-05
17716,4.05192466508374e-05
17717,4.051404726597754e-05
17718,4.050884788111769e-05
17719,4.050364849625784e-05
17720,4.049844911139798e-05
17721,4.0493249726538134e-05
17722,4.048805034167827e-05
17723,4.048285095681842e-05
17724,4.047765157195856e-05
17725,4.047245218709871e-05
17726,4.046725280223886e-05
17727,4.046205341737899e-05
17728,4.045685403251914e-05
17729,4.0451654647659286e-05
17730,4.0446455262799436e-05
17731,4.0441255877939586e-05
17732,4.043605649307972e-05
17733,4.043085710821987e-05
17734,4.0425657723360015e-05
17735,4.0420458338500165e-05
17736,4.0415258953640315e-05
17737,4.041005956878045e-05
17738,4.040486018392061e-05
17739,4.0399660799060744e-05
17740,4.0394461414200894e-05
17741,4.038926202934103e-05
17742,4.038406264448119e-05
17743,4.037886325962133e-05
17744,4.0373663874761474e-05
17745,4.036846448990162e-05
17746,4.036326510504177e-05
17747,4.035806572018191e-05
17748,4.035286633532206e-05
17749,4.0347666950462196e-05
17750,4.034246756560235e-05
17751,4.033726818074249e-05
17752,4.033206879588264e-05
17753,4.032686941102278e-05
17754,4.032167002616293e-05
17755,4.0316470641303075e-05
17756,4.031127125644322e-05
17757,4.030607187158337e-05
17758,4.030087248672352e-05
17759,4.029567310186366e-05
17760,4.0290473717003804e-05
17761,4.028527433214395e-05
17762,4.02800749472841e-05
17763,4.027487556242425e-05
17764,4.0269676177564383e-05
17765,4.026447679270453e-05
17766,4.0259277407844676e-05
17767,4.0254078022984826e-05
17768,4.024887863812497e-05
17769,4.024367925326511e-05
17770,4.023847986840526e-05
17771,4.0233280483545406e-05
17772,4.0228081098685556e-05
17773,4.02228817138257e-05
17774,4.021768232896584e-05
17775,4.021248294410599e-05
17776,4.0207283559246135e-05
17777,4.020208417438628e-05
17778,4.019688478952643e-05
17779,4.019168540466657e-05
17780,4.018648601980672e-05
17781,4.018128663494686e-05
17782,4.0176087250087014e-05
17783,4.017088786522716e-05
17784,4.016568848036731e-05
17785,4.016048909550744e-05
17786,4.015528971064759e-05
17787,4.0150090325787736e-05
17788,4.0144890940927886e-05
17789,4.013969155606802e-05
17790,4.013449217120817e-05
17791,4.0129292786348316e-05
17792,4.0124093401488465e-05
17793,4.01188940166286e-05
17794,4.011369463176875e-05
17795,4.01084952469089e-05
17796,4.0103295862049045e-05
17797,4.0098096477189195e-05
17798,4.009289709232933e-05
17799,4.008769770746948e-05
17800,4.008249832260963e-05
17801,4.0077298937749774e-05
17802,4.007209955288992e-05
17803,4.0066900168030074e-05
17804,4.006170078317021e-05
17805,4.005650139831036e-05
17806,4.0051302013450496e-05
17807,4.004610262859065e-05
17808,4.004090324373079e-05
17809,4.003570385887094e-05
17810,4.0030504474011076e-05
17811,4.002530508915123e-05
17812,4.0020105704291375e-05
17813,4.001490631943153e-05
17814,4.000970693457166e-05
17815,4.000450754971182e-05
17816,3.9999308164851955e-05
17817,3.999410877999211e-05
17818,3.998890939513225e-05
17819,3.99837100102724e-05
17820,3.997851062541255e-05
17821,3.997331124055269e-05
17822,3.9968111855692834e-05
17823,3.996291247083298e-05
17824,3.995771308597313e-05
17825,3.995251370111328e-05
17826,3.994731431625341e-05
17827,3.994211493139356e-05
17828,3.9936915546533706e-05
17829,3.9931716161673856e-05
17830,3.992651677681399e-05
17831,3.992131739195414e-05
17832,3.991611800709429e-05
17833,3.9910918622234435e-05
17834,3.990571923737458e-05
17835,3.990051985251472e-05
17836,3.989532046765487e-05
17837,3.989012108279502e-05
17838,3.988492169793516e-05
17839,3.987972231307531e-05
17840,3.987452292821545e-05
17841,3.98693235433556e-05
17842,3.986412415849574e-05
17843,3.9858924773635894e-05
17844,3.985372538877604e-05
17845,3.984852600391618e-05
17846,3.984332661905632e-05
17847,3.983812723419648e-05
17848,3.9832927849336616e-05
17849,3.982772846447677e-05
17850,3.98225290796169e-05
17851,3.981732969475706e-05
17852,3.9812130309897195e-05
17853,3.9806930925037345e-05
17854,3.9801731540177495e-05
17855,3.979653215531763e-05
17856,3.979133277045778e-05
17857,3.9786133385597924e-05
17858,3.9780934000738074e-05
17859,3.977573461587821e-05
17860,3.977053523101836e-05
17861,3.976533584615851e-05
17862,3.9760136461298654e-05
17863,3.97549370764388e-05
17864,3.974973769157895e-05
17865,3.974453830671909e-05
17866,3.9739338921859246e-05
17867,3.9734139536999376e-05
17868,3.972894015213953e-05
17869,3.972374076727967e-05
17870,3.9718541382419826e-05
17871,3.971334199755996e-05
17872,3.970814261270011e-05
17873,3.9702943227840255e-05
17874,3.969774384298041e-05
17875,3.969254445812054e-05
17876,3.96873450732607e-05
17877,3.9682145688400834e-05
17878,3.967694630354099e-05
17879,3.967174691868112e-05
17880,3.966654753382128e-05
17881,3.966134814896142e-05
17882,3.965614876410157e-05
17883,3.965094937924171e-05
17884,3.9645749994381856e-05
17885,3.9640550609522006e-05
17886,3.9635351224662156e-05
17887,3.963015183980229e-05
17888,3.962495245494244e-05
17889,3.9619753070082586e-05
17890,3.9614553685222736e-05
17891,3.960935430036288e-05
17892,3.960415491550302e-05
17893,3.959895553064317e-05
17894,3.9593756145783315e-05
17895,3.9588556760923465e-05
17896,3.958335737606361e-05
17897,3.957815799120375e-05
17898,3.95729586063439e-05
17899,3.9567759221484044e-05
17900,3.956255983662419e-05
17901,3.955736045176434e-05
17902,3.955216106690448e-05
17903,3.954696168204463e-05
17904,3.9541762297184766e-05
17905,3.9536562912324916e-05
17906,3.9531363527465066e-05
17907,3.952616414260521e-05
17908,3.952096475774536e-05
17909,3.9515765372885496e-05
17910,3.951056598802565e-05
17911,3.9505366603165795e-05
17912,3.950016721830594e-05
17913,3.949496783344608e-05
17914,3.948976844858623e-05
17915,3.9484569063726375e-05
17916,3.947936967886651e-05
17917,3.947417029400666e-05
17918,3.946897090914681e-05
17919,3.9463771524286954e-05
17920,3.94585721394271e-05
17921,3.945337275456724e-05
17922,3.944817336970739e-05
17923,3.944297398484754e-05
17924,3.9437774599987676e-05
17925,3.9432575215127826e-05
17926,3.942737583026797e-05
17927,3.942217644540812e-05
17928,3.9416977060548256e-05
17929,3.941177767568841e-05
17930,3.9406578290828555e-05
17931,3.940137890596871e-05
17932,3.939617952110884e-05
17933,3.9390980136249e-05
17934,3.9385780751389135e-05
17935,3.938058136652929e-05
17936,3.937538198166943e-05
17937,3.937018259680958e-05
17938,3.9364983211949714e-05
17939,3.935978382708987e-05
17940,3.9354584442230014e-05
17941,3.934938505737016e-05
17942,3.93441856725103e-05
17943,3.933898628765046e-05
17944,3.933378690279059e-05
17945,3.932858751793074e-05
17946,3.9323388133070886e-05
17947,3.9318188748211036e-05
17948,3.931298936335117e-05
17949,3.930778997849132e-05
17950,3.930259059363147e-05
17951,3.9297391208771615e-05
17952,3.9292191823911765e-05
17953,3.92869924390519e-05
17954,3.928179305419205e-05
17955,3.92765936693322e-05
17956,3.9271394284472344e-05
17957,3.926619489961249e-05
17958,3.926099551475263e-05
17959,3.925579612989278e-05
17960,3.925059674503293e-05
17961,3.924539736017307e-05
17962,3.924019797531322e-05
17963,3.923499859045336e-05
17964,3.922979920559351e-05
17965,3.9224599820733646e-05
17966,3.9219400435873796e-05
17967,3.9214201051013946e-05
17968,3.920900166615409e-05
17969,3.920380228129424e-05
17970,3.9198602896434375e-05
17971,3.9193403511574525e-05
17972,3.9188204126714675e-05
17973,3.918300474185482e-05
17974,3.917780535699496e-05
17975,3.917260597213512e-05
17976,3.9167406587275254e-05
17977,3.916220720241541e-05
17978,3.915700781755554e-05
17979,3.91518084326957e-05
17980,3.9146609047835834e-05
17981,3.9141409662975983e-05
17982,3.913621027811612e-05
17983,3.913101089325627e-05
17984,3.912581150839642e-05
17985,3.912061212353656e-05
17986,3.9115412738676706e-05
17987,3.911021335381685e-05
17988,3.9105013968957e-05
17989,3.909981458409715e-05
17990,3.909461519923729e-05
17991,3.9089415814377435e-05
17992,3.908421642951759e-05
17993,3.907901704465773e-05
17994,3.907381765979788e-05
17995,3.9068618274938014e-05
17996,3.906341889007817e-05
17997,3.9058219505218314e-05
17998,3.905302012035846e-05
17999,3.90478207354986e-05
18000,3.904262135063875e-05
18001,3.903762269083534e-05
18002,3.903262403103192e-05
18003,3.902762537122851e-05
18004,3.902262671142511e-05
18005,3.9017628051621705e-05
18006,3.901262939181829e-05
18007,3.900763073201487e-05
18008,3.900263207221146e-05
18009,3.899763341240806e-05
18010,3.8992634752604653e-05
18011,3.898763609280124e-05
18012,3.898263743299783e-05
18013,3.897763877319442e-05
18014,3.8972640113391016e-05
18015,3.89676414535876e-05
18016,3.896264279378419e-05
18017,3.895764413398078e-05
18018,3.8952645474177365e-05
18019,3.8947646814373964e-05
18020,3.894264815457055e-05
18021,3.893764949476714e-05
18022,3.893265083496373e-05
18023,3.8927652175160314e-05
18024,3.892265351535691e-05
18025,3.89176548555535e-05
18026,3.891265619575009e-05
18027,3.8907657535946676e-05
18028,3.890265887614327e-05
18029,3.889766021633986e-05
18030,3.889266155653645e-05
18031,3.888766289673304e-05
18032,3.8882664236929624e-05
18033,3.887766557712622e-05
18034,3.8872666917322816e-05
18035,3.88676682575194e-05
18036,3.886266959771599e-05
18037,3.885767093791258e-05
18038,3.8852672278109165e-05
18039,3.8847673618305764e-05
18040,3.884267495850235e-05
18041,3.8837676298698935e-05
18042,3.8832677638895535e-05
18043,3.882767897909211e-05
18044,3.882268031928871e-05
18045,3.88176816594853e-05
18046,3.881268299968189e-05
18047,3.880768433987848e-05
18048,3.8802685680075075e-05
18049,3.879768702027166e-05
18050,3.879268836046825e-05
18051,3.878768970066484e-05
18052,3.878269104086144e-05
18053,3.8777692381058023e-05
18054,3.877269372125461e-05
18055,3.87676950614512e-05
18056,3.876269640164779e-05
18057,3.8757697741844386e-05
18058,3.875269908204097e-05
18059,3.8747700422237564e-05
18060,3.874270176243415e-05
18061,3.8737703102630735e-05
18062,3.8732704442827334e-05
18063,3.872770578302392e-05
18064,3.872270712322051e-05
18065,3.87177084634171e-05
18066,3.871270980361369e-05
18067,3.870771114381028e-05
18068,3.8702712484006875e-05
18069,3.869771382420346e-05
18070,3.8692715164400046e-05
18071,3.868771650459664e-05
18072,3.868271784479323e-05
18073,3.867771918498982e-05
18074,3.867272052518641e-05
18075,3.8667721865383e-05
18076,3.8662723205579594e-05
18077,3.8657724545776186e-05
18078,3.865272588597277e-05
18079,3.864772722616936e-05
18080,3.864272856636595e-05
18081,3.863772990656254e-05
18082,3.8632731246759134e-05
18083,3.862773258695572e-05
