T,TTI
12054,3.7292469190022394e-06
12055,3.7292469190022394e-06
12056,3.7292469190022394e-06
12057,3.7292469190022394e-06
12058,3.7292469190022394e-06
12059,3.7292469190022394e-06
12060,3.7292469190022394e-06
12061,3.7292469190022394e-06
12062,3.7292469190022394e-06
12063,3.7292469190022394e-06
12064,3.7292469190022394e-06
12065,3.7292469190022394e-06
12066,3.7292469190022394e-06
12067,3.7292469190022394e-06
12068,3.7292469190022394e-06
12069,3.7292469190022394e-06
12070,3.7292469190022394e-06
12071,3.7292469190022394e-06
12072,3.7292469190022394e-06
12073,3.7292469190022394e-06
12074,3.7292469190022394e-06
12075,3.7292469190022394e-06
12076,3.7292469190022394e-06
12077,3.7292469190022394e-06
12078,3.7292469190022394e-06
12079,3.7292469190022394e-06
12080,3.7292469190022394e-06
12081,3.7292469190022394e-06
12082,3.7292469190022394e-06
12083,3.7292469190022394e-06
12084,3.7292469190022394e-06
12085,3.7292469190022394e-06
12086,3.7292469190022394e-06
12087,3.7292469190022394e-06
12088,3.7292469190022394e-06
12089,3.7292469190022394e-06
12090,3.7292469190022394e-06
12091,3.7292469190022394e-06
12092,3.7292469190022394e-06
12093,3.7292469190022394e-06
12094,3.7292469190022394e-06
12095,3.7292469190022394e-06
12096,3.7292469190022394e-06
12097,3.7292469190022394e-06
12098,3.7292469190022394e-06
12099,3.7292469190022394e-06
12100,3.7292469190022394e-06
12101,3.7292469190022394e-06
12102,3.7292469190022394e-06
12103,3.7292469190022394e-06
12104,3.7292469190022394e-06
12105,3.7292469190022394e-06
12106,3.7690082825891906e-06
12107,3.7690082825891906e-06
12108,3.7690082825891906e-06
12109,3.7690082825891906e-06
12110,3.7690082825891906e-06
12111,3.7690082825891906e-06
12112,3.7690082825891906e-06
12113,3.7690082825891906e-06
12114,3.7690082825891906e-06
12115,3.7690082825891906e-06
12116,3.7690082825891906e-06
12117,3.7690082825891906e-06
12118,3.7690082825891906e-06
12119,3.7690082825891906e-06
12120,3.7690082825891906e-06
12121,3.7690082825891906e-06
12122,3.7690082825891906e-06
12123,3.7690082825891906e-06
12124,3.7690082825891906e-06
12125,3.7690082825891906e-06
12126,3.7690082825891906e-06
12127,3.7690082825891906e-06
12128,3.7690082825891906e-06
12129,3.7690082825891906e-06
12130,3.7690082825891906e-06
12131,3.7690082825891906e-06
12132,3.7690082825891906e-06
12133,3.7690082825891906e-06
12134,3.7690082825891906e-06
12135,3.7690082825891906e-06
12136,3.7690082825891906e-06
12137,3.7690082825891906e-06
12138,3.7690082825891906e-06
12139,3.7690082825891906e-06
12140,3.7690082825891906e-06
12141,3.7690082825891906e-06
12142,3.7690082825891906e-06
12143,3.7690082825891906e-06
12144,3.7690082825891906e-06
12145,3.7690082825891906e-06
12146,3.7690082825891906e-06
12147,3.7690082825891906e-06
12148,3.7690082825891906e-06
12149,3.7690082825891906e-06
12150,3.7690082825891906e-06
12151,3.7690082825891906e-06
12152,3.7690082825891906e-06
12153,3.7690082825891906e-06
12154,3.7690082825891906e-06
12155,3.7690082825891906e-06
12156,3.7690082825891906e-06
12157,3.7690082825891906e-06
12158,3.7690082825891906e-06
12159,3.7690082825891906e-06
12160,3.7690082825891906e-06
12161,3.7690082825891906e-06
12162,3.7690082825891906e-06
12163,3.7690082825891906e-06
12164,3.8087696461761423e-06
12165,3.848531009763104e-06
12166,3.848531009763104e-06
12167,3.848531009763104e-06
12168,3.848531009763104e-06
12169,3.848531009763104e-06
12170,3.848531009763104e-06
12171,3.848531009763104e-06
12172,3.848531009763104e-06
12173,3.848531009763104e-06
12174,3.848531009763104e-06
12175,3.848531009763104e-06
12176,3.848531009763104e-06
12177,3.848531009763104e-06
12178,3.848531009763104e-06
12179,3.848531009763104e-06
12180,3.848531009763104e-06
12181,3.848531009763104e-06
12182,3.848531009763104e-06
12183,3.848531009763104e-06
12184,3.848531009763104e-06
12185,3.848531009763104e-06
12186,3.848531009763104e-06
12187,3.848531009763104e-06
12188,3.848531009763104e-06
12189,3.848531009763104e-06
12190,3.848531009763104e-06
12191,3.848531009763104e-06
12192,3.848531009763104e-06
12193,3.848531009763104e-06
12194,3.848531009763104e-06
12195,3.848531009763104e-06
12196,3.848531009763104e-06
12197,3.848531009763104e-06
12198,3.848531009763104e-06
12199,3.848531009763104e-06
12200,3.848531009763104e-06
12201,3.848531009763104e-06
12202,3.848531009763104e-06
12203,3.848531009763104e-06
12204,3.848531009763104e-06
12205,3.848531009763104e-06
12206,3.848531009763104e-06
12207,3.848531009763104e-06
12208,3.848531009763104e-06
12209,3.848531009763104e-06
12210,3.848531009763104e-06
12211,3.848531009763104e-06
12212,3.848531009763104e-06
12213,3.848531009763104e-06
12214,3.848531009763104e-06
12215,3.848531009763104e-06
12216,3.848531009763104e-06
12217,3.848531009763104e-06
12218,3.848531009763104e-06
12219,3.848531009763104e-06
12220,3.848531009763104e-06
12221,3.848531009763104e-06
12222,3.848531009763104e-06
12223,3.848531009763104e-06
12224,3.848531009763104e-06
12225,3.848531009763104e-06
12226,3.848531009763104e-06
12227,3.848531009763104e-06
12228,3.848531009763104e-06
12229,3.848531009763104e-06
12230,3.848531009763104e-06
12231,3.848531009763104e-06
12232,3.848531009763104e-06
12233,3.848531009763104e-06
12234,3.848531009763104e-06
12235,3.848531009763104e-06
12236,3.848531009763104e-06
12237,3.848531009763104e-06
12238,3.848531009763104e-06
12239,3.848531009763104e-06
12240,3.848531009763104e-06
12241,3.848531009763104e-06
12242,3.848531009763104e-06
12243,3.848531009763104e-06
12244,3.848531009763104e-06
12245,3.848531009763104e-06
12246,3.848531009763104e-06
12247,3.848531009763104e-06
12248,3.848531009763104e-06
12249,3.848531009763104e-06
12250,3.848531009763104e-06
12251,3.848531009763104e-06
12252,3.848531009763104e-06
12253,3.888292373350065e-06
12254,3.928053736937017e-06
12255,3.928053736937017e-06
12256,3.928053736937017e-06
12257,3.928053736937017e-06
12258,3.928053736937017e-06
12259,3.928053736937017e-06
12260,3.928053736937017e-06
12261,3.928053736937017e-06
12262,3.928053736937017e-06
12263,3.928053736937017e-06
12264,3.928053736937017e-06
12265,3.928053736937017e-06
12266,3.928053736937017e-06
12267,3.928053736937017e-06
12268,3.928053736937017e-06
12269,3.928053736937017e-06
12270,3.928053736937017e-06
12271,3.928053736937017e-06
12272,3.928053736937017e-06
12273,3.928053736937017e-06
12274,3.928053736937017e-06
12275,3.928053736937017e-06
12276,3.928053736937017e-06
12277,3.928053736937017e-06
12278,3.928053736937017e-06
12279,3.928053736937017e-06
12280,3.928053736937017e-06
12281,3.928053736937017e-06
12282,3.928053736937017e-06
12283,3.967815100523968e-06
12284,4.047337827697877e-06
12285,4.047337827697877e-06
12286,4.047337827697877e-06
12287,4.047337827697877e-06
12288,4.047337827697877e-06
12289,4.047337827697877e-06
12290,4.047337827697877e-06
12291,4.047337827697877e-06
12292,4.047337827697877e-06
12293,4.047337827697877e-06
12294,4.047337827697877e-06
12295,4.047337827697877e-06
12296,4.047337827697877e-06
12297,4.047337827697877e-06
12298,4.047337827697877e-06
12299,4.047337827697877e-06
12300,4.047337827697877e-06
12301,4.047337827697877e-06
12302,4.047337827697877e-06
12303,4.047337827697877e-06
12304,4.047337827697877e-06
12305,4.047337827697877e-06
12306,4.047337827697877e-06
12307,4.047337827697877e-06
12308,4.047337827697877e-06
12309,4.047337827697877e-06
12310,4.047337827697877e-06
12311,4.047337827697877e-06
12312,4.047337827697877e-06
12313,4.047337827697877e-06
12314,4.047337827697877e-06
12315,4.047337827697877e-06
12316,4.047337827697877e-06
12317,4.047337827697877e-06
12318,4.047337827697877e-06
12319,4.047337827697877e-06
12320,4.047337827697877e-06
12321,4.047337827697877e-06
12322,4.047337827697877e-06
12323,4.047337827697877e-06
12324,4.047337827697877e-06
12325,4.047337827697877e-06
12326,4.047337827697877e-06
12327,4.047337827697877e-06
12328,4.047337827697877e-06
12329,4.047337827697877e-06
12330,4.047337827697877e-06
12331,4.047337827697877e-06
12332,4.047337827697877e-06
12333,4.047337827697877e-06
12334,4.047337827697877e-06
12335,4.047337827697877e-06
12336,4.047337827697877e-06
12337,4.047337827697877e-06
12338,4.047337827697877e-06
12339,4.047337827697877e-06
12340,4.047337827697877e-06
12341,4.047337827697877e-06
12342,4.126860554871786e-06
12343,4.166621918458741e-06
12344,4.166621918458741e-06
12345,4.166621918458741e-06
12346,4.166621918458741e-06
12347,4.166621918458741e-06
12348,4.166621918458741e-06
12349,4.166621918458741e-06
12350,4.166621918458741e-06
12351,4.166621918458741e-06
12352,4.166621918458741e-06
12353,4.166621918458741e-06
12354,4.166621918458741e-06
12355,4.166621918458741e-06
12356,4.166621918458741e-06
12357,4.166621918458741e-06
12358,4.166621918458741e-06
12359,4.166621918458741e-06
12360,4.166621918458741e-06
12361,4.166621918458741e-06
12362,4.166621918458741e-06
12363,4.166621918458741e-06
12364,4.166621918458741e-06
12365,4.166621918458741e-06
12366,4.166621918458741e-06
12367,4.166621918458741e-06
12368,4.166621918458741e-06
12369,4.166621918458741e-06
12370,4.166621918458741e-06
12371,4.166621918458741e-06
12372,4.166621918458741e-06
12373,4.166621918458741e-06
12374,4.166621918458741e-06
12375,4.166621918458741e-06
12376,4.166621918458741e-06
12377,4.166621918458741e-06
12378,4.166621918458741e-06
12379,4.166621918458741e-06
12380,4.166621918458741e-06
12381,4.166621918458741e-06
12382,4.166621918458741e-06
12383,4.166621918458741e-06
12384,4.166621918458741e-06
12385,4.166621918458741e-06
12386,4.166621918458741e-06
12387,4.166621918458741e-06
12388,4.166621918458741e-06
12389,4.166621918458741e-06
12390,4.166621918458741e-06
12391,4.166621918458741e-06
12392,4.166621918458741e-06
12393,4.166621918458741e-06
12394,4.166621918458741e-06
12395,4.166621918458741e-06
12396,4.166621918458741e-06
12397,4.166621918458741e-06
12398,4.166621918458741e-06
12399,4.166621918458741e-06
12400,4.166621918458741e-06
12401,4.206383282045696e-06
12402,4.2859060092196035e-06
12403,4.2859060092196035e-06
12404,4.2859060092196035e-06
12405,4.2859060092196035e-06
12406,4.2859060092196035e-06
12407,4.2859060092196035e-06
12408,4.2859060092196035e-06
12409,4.2859060092196035e-06
12410,4.2859060092196035e-06
12411,4.2859060092196035e-06
12412,4.2859060092196035e-06
12413,4.2859060092196035e-06
12414,4.2859060092196035e-06
12415,4.2859060092196035e-06
12416,4.2859060092196035e-06
12417,4.2859060092196035e-06
12418,4.2859060092196035e-06
12419,4.2859060092196035e-06
12420,4.2859060092196035e-06
12421,4.2859060092196035e-06
12422,4.2859060092196035e-06
12423,4.2859060092196035e-06
12424,4.2859060092196035e-06
12425,4.2859060092196035e-06
12426,4.2859060092196035e-06
12427,4.2859060092196035e-06
12428,4.2859060092196035e-06
12429,4.2859060092196035e-06
12430,4.2859060092196035e-06
12431,4.2859060092196035e-06
12432,4.2859060092196035e-06
12433,4.2859060092196035e-06
12434,4.2859060092196035e-06
12435,4.2859060092196035e-06
12436,4.2859060092196035e-06
12437,4.2859060092196035e-06
12438,4.2859060092196035e-06
12439,4.2859060092196035e-06
12440,4.2859060092196035e-06
12441,4.2859060092196035e-06
12442,4.2859060092196035e-06
12443,4.2859060092196035e-06
12444,4.2859060092196035e-06
12445,4.2859060092196035e-06
12446,4.2859060092196035e-06
12447,4.2859060092196035e-06
12448,4.2859060092196035e-06
12449,4.2859060092196035e-06
12450,4.2859060092196035e-06
12451,4.2859060092196035e-06
12452,4.2859060092196035e-06
12453,4.2859060092196035e-06
12454,4.2859060092196035e-06
12455,4.2859060092196035e-06
12456,4.2859060092196035e-06
12457,4.2859060092196035e-06
12458,4.2859060092196035e-06
12459,4.2859060092196035e-06
12460,4.2859060092196035e-06
12461,4.36542873639351e-06
12462,4.4449514635674236e-06
12463,4.4449514635674236e-06
12464,4.4449514635674236e-06
12465,4.4449514635674236e-06
12466,4.4449514635674236e-06
12467,4.4449514635674236e-06
12468,4.4449514635674236e-06
12469,4.4449514635674236e-06
12470,4.4449514635674236e-06
12471,4.4449514635674236e-06
12472,4.4449514635674236e-06
12473,4.4449514635674236e-06
12474,4.4449514635674236e-06
12475,4.4449514635674236e-06
12476,4.4449514635674236e-06
12477,4.4449514635674236e-06
12478,4.4449514635674236e-06
12479,4.4449514635674236e-06
12480,4.4449514635674236e-06
12481,4.4449514635674236e-06
12482,4.4449514635674236e-06
12483,4.4449514635674236e-06
12484,4.4449514635674236e-06
12485,4.4449514635674236e-06
12486,4.4449514635674236e-06
12487,4.4449514635674236e-06
12488,4.4449514635674236e-06
12489,4.4449514635674236e-06
12490,4.4449514635674236e-06
12491,4.524474190741336e-06
12492,4.6039969179152445e-06
12493,4.6039969179152445e-06
12494,4.6039969179152445e-06
12495,4.6039969179152445e-06
12496,4.6039969179152445e-06
12497,4.6039969179152445e-06
12498,4.6039969179152445e-06
12499,4.6039969179152445e-06
12500,4.6039969179152445e-06
12501,4.6039969179152445e-06
12502,4.6039969179152445e-06
12503,4.6039969179152445e-06
12504,4.6039969179152445e-06
12505,4.6039969179152445e-06
12506,4.6039969179152445e-06
12507,4.6039969179152445e-06
12508,4.6039969179152445e-06
12509,4.6039969179152445e-06
12510,4.6039969179152445e-06
12511,4.6039969179152445e-06
12512,4.6039969179152445e-06
12513,4.6039969179152445e-06
12514,4.6039969179152445e-06
12515,4.6039969179152445e-06
12516,4.6039969179152445e-06
12517,4.6039969179152445e-06
12518,4.6039969179152445e-06
12519,4.6039969179152445e-06
12520,4.6039969179152445e-06
12521,4.6039969179152445e-06
12522,4.6039969179152445e-06
12523,4.6039969179152445e-06
12524,4.6039969179152445e-06
12525,4.6039969179152445e-06
12526,4.6039969179152445e-06
12527,4.6039969179152445e-06
12528,4.6039969179152445e-06
12529,4.6039969179152445e-06
12530,4.6039969179152445e-06
12531,4.6039969179152445e-06
12532,4.6039969179152445e-06
12533,4.6039969179152445e-06
12534,4.6039969179152445e-06
12535,4.6039969179152445e-06
12536,4.6039969179152445e-06
12537,4.6039969179152445e-06
12538,4.6039969179152445e-06
12539,4.6039969179152445e-06
12540,4.6039969179152445e-06
12541,4.6039969179152445e-06
12542,4.6039969179152445e-06
12543,4.6039969179152445e-06
12544,4.6039969179152445e-06
12545,4.6039969179152445e-06
12546,4.6039969179152445e-06
12547,4.6039969179152445e-06
12548,4.6039969179152445e-06
12549,4.6039969179152445e-06
12550,4.683519645089153e-06
12551,4.723281008676105e-06
12552,4.723281008676105e-06
12553,4.723281008676105e-06
12554,4.723281008676105e-06
12555,4.723281008676105e-06
12556,4.723281008676105e-06
12557,4.723281008676105e-06
12558,4.723281008676105e-06
12559,4.723281008676105e-06
12560,4.723281008676105e-06
12561,4.723281008676105e-06
12562,4.723281008676105e-06
12563,4.723281008676105e-06
12564,4.723281008676105e-06
12565,4.723281008676105e-06
12566,4.723281008676105e-06
12567,4.723281008676105e-06
12568,4.723281008676105e-06
12569,4.723281008676105e-06
12570,4.723281008676105e-06
12571,4.723281008676105e-06
12572,4.723281008676105e-06
12573,4.723281008676105e-06
12574,4.723281008676105e-06
12575,4.723281008676105e-06
12576,4.723281008676105e-06
12577,4.723281008676105e-06
12578,4.723281008676105e-06
12579,4.723281008676105e-06
12580,4.723281008676105e-06
12581,4.723281008676105e-06
12582,4.723281008676105e-06
12583,4.723281008676105e-06
12584,4.723281008676105e-06
12585,4.723281008676105e-06
12586,4.723281008676105e-06
12587,4.723281008676105e-06
12588,4.723281008676105e-06
12589,4.723281008676105e-06
12590,4.723281008676105e-06
12591,4.723281008676105e-06
12592,4.723281008676105e-06
12593,4.723281008676105e-06
12594,4.723281008676105e-06
12595,4.723281008676105e-06
12596,4.723281008676105e-06
12597,4.723281008676105e-06
12598,4.723281008676105e-06
12599,4.723281008676105e-06
12600,4.723281008676105e-06
12601,4.723281008676105e-06
12602,4.723281008676105e-06
12603,4.723281008676105e-06
12604,4.723281008676105e-06
12605,4.723281008676105e-06
12606,4.723281008676105e-06
12607,4.723281008676105e-06
12608,4.723281008676105e-06
12609,4.723281008676105e-06
12610,4.763042372263056e-06
12611,4.842565099436965e-06
12612,4.842565099436965e-06
12613,4.842565099436965e-06
12614,4.842565099436965e-06
12615,4.842565099436965e-06
12616,4.842565099436965e-06
12617,4.842565099436965e-06
12618,4.842565099436965e-06
12619,4.842565099436965e-06
12620,4.842565099436965e-06
12621,4.842565099436965e-06
12622,4.842565099436965e-06
12623,4.842565099436965e-06
12624,4.842565099436965e-06
12625,4.842565099436965e-06
12626,4.842565099436965e-06
12627,4.842565099436965e-06
12628,4.842565099436965e-06
12629,4.842565099436965e-06
12630,4.842565099436965e-06
12631,4.842565099436965e-06
12632,4.842565099436965e-06
12633,4.842565099436965e-06
12634,4.842565099436965e-06
12635,4.842565099436965e-06
12636,4.842565099436965e-06
12637,4.842565099436965e-06
12638,4.842565099436965e-06
12639,4.842565099436965e-06
12640,4.842565099436965e-06
12641,4.842565099436965e-06
12642,4.842565099436965e-06
12643,4.842565099436965e-06
12644,4.842565099436965e-06
12645,4.842565099436965e-06
12646,4.842565099436965e-06
12647,4.842565099436965e-06
12648,4.842565099436965e-06
12649,4.842565099436965e-06
12650,4.842565099436965e-06
12651,4.842565099436965e-06
12652,4.842565099436965e-06
12653,4.842565099436965e-06
12654,4.842565099436965e-06
12655,4.842565099436965e-06
12656,4.842565099436965e-06
12657,4.842565099436965e-06
12658,4.842565099436965e-06
12659,4.842565099436965e-06
12660,4.842565099436965e-06
12661,4.842565099436965e-06
12662,4.842565099436965e-06
12663,4.842565099436965e-06
12664,4.842565099436965e-06
12665,4.842565099436965e-06
12666,4.842565099436965e-06
12667,4.842565099436965e-06
12668,4.842565099436965e-06
12669,4.922087826610874e-06
12670,5.041371917371739e-06
12671,5.041371917371739e-06
12672,5.041371917371739e-06
12673,5.041371917371739e-06
12674,5.041371917371739e-06
12675,5.041371917371739e-06
12676,5.041371917371739e-06
12677,5.041371917371739e-06
12678,5.041371917371739e-06
12679,5.041371917371739e-06
12680,5.041371917371739e-06
12681,5.041371917371739e-06
12682,5.041371917371739e-06
12683,5.041371917371739e-06
12684,5.041371917371739e-06
12685,5.041371917371739e-06
12686,5.041371917371739e-06
12687,5.041371917371739e-06
12688,5.041371917371739e-06
12689,5.041371917371739e-06
12690,5.041371917371739e-06
12691,5.041371917371739e-06
12692,5.041371917371739e-06
12693,5.041371917371739e-06
12694,5.041371917371739e-06
12695,5.041371917371739e-06
12696,5.041371917371739e-06
12697,5.041371917371739e-06
12698,5.041371917371739e-06
12699,5.041371917371739e-06
12700,5.041371917371739e-06
12701,5.041371917371739e-06
12702,5.041371917371739e-06
12703,5.041371917371739e-06
12704,5.041371917371739e-06
12705,5.041371917371739e-06
12706,5.041371917371739e-06
12707,5.041371917371739e-06
12708,5.041371917371739e-06
12709,5.041371917371739e-06
12710,5.041371917371739e-06
12711,5.041371917371739e-06
12712,5.041371917371739e-06
12713,5.041371917371739e-06
12714,5.041371917371739e-06
12715,5.041371917371739e-06
12716,5.041371917371739e-06
12717,5.041371917371739e-06
12718,5.041371917371739e-06
12719,5.041371917371739e-06
12720,5.041371917371739e-06
12721,5.041371917371739e-06
12722,5.041371917371739e-06
12723,5.041371917371739e-06
12724,5.041371917371739e-06
12725,5.041371917371739e-06
12726,5.041371917371739e-06
12727,5.041371917371739e-06
12728,5.041371917371739e-06
12729,5.041371917371739e-06
12730,5.041371917371739e-06
12731,5.041371917371739e-06
12732,5.041371917371739e-06
12733,5.041371917371739e-06
12734,5.041371917371739e-06
12735,5.041371917371739e-06
12736,5.041371917371739e-06
12737,5.041371917371739e-06
12738,5.041371917371739e-06
12739,5.041371917371739e-06
12740,5.041371917371739e-06
12741,5.041371917371739e-06
12742,5.041371917371739e-06
12743,5.041371917371739e-06
12744,5.041371917371739e-06
12745,5.041371917371739e-06
12746,5.041371917371739e-06
12747,5.041371917371739e-06
12748,5.041371917371739e-06
12749,5.041371917371739e-06
12750,5.041371917371739e-06
12751,5.041371917371739e-06
12752,5.041371917371739e-06
12753,5.041371917371739e-06
12754,5.041371917371739e-06
12755,5.041371917371739e-06
12756,5.041371917371739e-06
12757,5.041371917371739e-06
12758,5.160656008132606e-06
12759,5.200417371719559e-06
12760,5.200417371719559e-06
12761,5.200417371719559e-06
12762,5.200417371719559e-06
12763,5.200417371719559e-06
12764,5.200417371719559e-06
12765,5.200417371719559e-06
12766,5.200417371719559e-06
12767,5.200417371719559e-06
12768,5.200417371719559e-06
12769,5.200417371719559e-06
12770,5.200417371719559e-06
12771,5.200417371719559e-06
12772,5.200417371719559e-06
12773,5.200417371719559e-06
12774,5.200417371719559e-06
12775,5.200417371719559e-06
12776,5.200417371719559e-06
12777,5.200417371719559e-06
12778,5.200417371719559e-06
12779,5.200417371719559e-06
12780,5.200417371719559e-06
12781,5.200417371719559e-06
12782,5.200417371719559e-06
12783,5.200417371719559e-06
12784,5.200417371719559e-06
12785,5.200417371719559e-06
12786,5.200417371719559e-06
12787,5.200417371719559e-06
12788,5.200417371719559e-06
12789,5.200417371719559e-06
12790,5.200417371719559e-06
12791,5.200417371719559e-06
12792,5.200417371719559e-06
12793,5.200417371719559e-06
12794,5.200417371719559e-06
12795,5.200417371719559e-06
12796,5.200417371719559e-06
12797,5.200417371719559e-06
12798,5.200417371719559e-06
12799,5.200417371719559e-06
12800,5.200417371719559e-06
12801,5.200417371719559e-06
12802,5.200417371719559e-06
12803,5.200417371719559e-06
12804,5.200417371719559e-06
12805,5.200417371719559e-06
12806,5.200417371719559e-06
12807,5.200417371719559e-06
12808,5.200417371719559e-06
12809,5.200417371719559e-06
12810,5.200417371719559e-06
12811,5.200417371719559e-06
12812,5.200417371719559e-06
12813,5.200417371719559e-06
12814,5.200417371719559e-06
12815,5.200417371719559e-06
12816,5.200417371719559e-06
12817,5.200417371719559e-06
12818,5.240178735306512e-06
12819,5.3197014624804215e-06
12820,5.3197014624804215e-06
12821,5.3197014624804215e-06
12822,5.3197014624804215e-06
12823,5.3197014624804215e-06
12824,5.3197014624804215e-06
12825,5.3197014624804215e-06
12826,5.3197014624804215e-06
12827,5.3197014624804215e-06
12828,5.3197014624804215e-06
12829,5.3197014624804215e-06
12830,5.3197014624804215e-06
12831,5.3197014624804215e-06
12832,5.3197014624804215e-06
12833,5.3197014624804215e-06
12834,5.3197014624804215e-06
12835,5.3197014624804215e-06
12836,5.3197014624804215e-06
12837,5.3197014624804215e-06
12838,5.3197014624804215e-06
12839,5.3197014624804215e-06
12840,5.3197014624804215e-06
12841,5.3197014624804215e-06
12842,5.3197014624804215e-06
12843,5.3197014624804215e-06
12844,5.3197014624804215e-06
12845,5.3197014624804215e-06
12846,5.3197014624804215e-06
12847,5.3197014624804215e-06
12848,5.3197014624804215e-06
12849,5.3197014624804215e-06
12850,5.3197014624804215e-06
12851,5.3197014624804215e-06
12852,5.3197014624804215e-06
12853,5.3197014624804215e-06
12854,5.3197014624804215e-06
12855,5.3197014624804215e-06
12856,5.3197014624804215e-06
12857,5.3197014624804215e-06
12858,5.3197014624804215e-06
12859,5.3197014624804215e-06
12860,5.3197014624804215e-06
12861,5.3197014624804215e-06
12862,5.3197014624804215e-06
12863,5.3197014624804215e-06
12864,5.3197014624804215e-06
12865,5.3197014624804215e-06
12866,5.3197014624804215e-06
12867,5.3197014624804215e-06
12868,5.3197014624804215e-06
12869,5.3197014624804215e-06
12870,5.3197014624804215e-06
12871,5.3197014624804215e-06
12872,5.3197014624804215e-06
12873,5.3197014624804215e-06
12874,5.3197014624804215e-06
12875,5.3197014624804215e-06
12876,5.3197014624804215e-06
12877,5.3197014624804215e-06
12878,5.3197014624804215e-06
12879,5.3197014624804215e-06
12880,5.3197014624804215e-06
12881,5.3197014624804215e-06
12882,5.3197014624804215e-06
12883,5.3197014624804215e-06
12884,5.3197014624804215e-06
12885,5.3197014624804215e-06
12886,5.3197014624804215e-06
12887,5.3197014624804215e-06
12888,5.3197014624804215e-06
12889,5.3197014624804215e-06
12890,5.3197014624804215e-06
12891,5.3197014624804215e-06
12892,5.3197014624804215e-06
12893,5.3197014624804215e-06
12894,5.3197014624804215e-06
12895,5.3197014624804215e-06
12896,5.3197014624804215e-06
12897,5.3197014624804215e-06
12898,5.3197014624804215e-06
12899,5.3197014624804215e-06
12900,5.3197014624804215e-06
12901,5.3197014624804215e-06
12902,5.3197014624804215e-06
12903,5.3197014624804215e-06
12904,5.3197014624804215e-06
12905,5.3197014624804215e-06
12906,5.3197014624804215e-06
12907,5.39922418965433e-06
12908,5.359462826067377e-06
12909,5.359462826067377e-06
12910,5.359462826067377e-06
12911,5.359462826067377e-06
12912,5.359462826067377e-06
12913,5.359462826067377e-06
12914,5.359462826067377e-06
12915,5.359462826067377e-06
12916,5.359462826067377e-06
12917,5.359462826067377e-06
12918,5.359462826067377e-06
12919,5.359462826067377e-06
12920,5.359462826067377e-06
12921,5.359462826067377e-06
12922,5.359462826067377e-06
12923,5.359462826067377e-06
12924,5.359462826067377e-06
12925,5.359462826067377e-06
12926,5.359462826067377e-06
12927,5.359462826067377e-06
12928,5.359462826067377e-06
12929,5.359462826067377e-06
12930,5.359462826067377e-06
12931,5.359462826067377e-06
12932,5.359462826067377e-06
12933,5.359462826067377e-06
12934,5.359462826067377e-06
12935,5.359462826067377e-06
12936,5.319701462480423e-06
12937,5.319701462480423e-06
12938,5.319701462480423e-06
12939,5.319701462480423e-06
12940,5.319701462480423e-06
12941,5.319701462480423e-06
12942,5.319701462480423e-06
12943,5.319701462480423e-06
12944,5.319701462480423e-06
12945,5.319701462480423e-06
12946,5.319701462480423e-06
12947,5.319701462480423e-06
12948,5.319701462480423e-06
12949,5.319701462480423e-06
12950,5.319701462480423e-06
12951,5.319701462480423e-06
12952,5.319701462480423e-06
12953,5.319701462480423e-06
12954,5.319701462480423e-06
12955,5.319701462480423e-06
12956,5.319701462480423e-06
12957,5.319701462480423e-06
12958,5.319701462480423e-06
12959,5.319701462480423e-06
12960,5.319701462480423e-06
12961,5.319701462480423e-06
12962,5.319701462480423e-06
12963,5.319701462480423e-06
12964,5.319701462480423e-06
12965,5.319701462480423e-06
12966,5.319701462480423e-06
12967,5.319701462480423e-06
12968,5.319701462480423e-06
12969,5.319701462480423e-06
12970,5.319701462480423e-06
12971,5.319701462480423e-06
12972,5.319701462480423e-06
12973,5.319701462480423e-06
12974,5.319701462480423e-06
12975,5.319701462480423e-06
12976,5.319701462480423e-06
12977,5.319701462480423e-06
12978,5.319701462480423e-06
12979,5.319701462480423e-06
12980,5.319701462480423e-06
12981,5.319701462480423e-06
12982,5.319701462480423e-06
12983,5.319701462480423e-06
12984,5.319701462480423e-06
12985,5.319701462480423e-06
12986,5.319701462480423e-06
12987,5.319701462480423e-06
12988,5.319701462480423e-06
12989,5.319701462480423e-06
12990,5.319701462480423e-06
12991,5.319701462480423e-06
12992,5.319701462480423e-06
12993,5.319701462480423e-06
12994,5.319701462480423e-06
12995,5.319701462480423e-06
12996,5.319701462480423e-06
12997,5.319701462480423e-06
12998,5.319701462480423e-06
12999,5.319701462480423e-06
13000,5.319701462480423e-06
13001,5.319701462480423e-06
13002,5.319701462480423e-06
13003,5.319701462480423e-06
13004,5.319701462480423e-06
13005,5.319701462480423e-06
13006,5.319701462480423e-06
13007,5.319701462480423e-06
13008,5.319701462480423e-06
13009,5.319701462480423e-06
13010,5.319701462480423e-06
13011,5.319701462480423e-06
13012,5.319701462480423e-06
13013,5.319701462480423e-06
13014,5.319701462480423e-06
13015,5.319701462480423e-06
13016,5.319701462480423e-06
13017,5.319701462480423e-06
13018,5.319701462480423e-06
13019,5.319701462480423e-06
13020,5.319701462480423e-06
13021,5.319701462480423e-06
13022,5.319701462480423e-06
13023,5.319701462480423e-06
13024,5.319701462480423e-06
13025,5.319701462480423e-06
13026,5.319701462480423e-06
13027,5.319701462480423e-06
