node_id,length,speed
3190002280,951,4
3190002114,240,4
320000277,1988,4
3200006318,4424,4
321000456,565,3
32100010113,949,3
3220002008,353,4
3230004827,50,4
3230009085,47,4
32400010784,232,4
32400010753,211,4
3240001682,204,4
3250005821,228,4
326000653,4006,2
326000318,271,4
3260008175,169,4
327000328,1314,4
3270004981,261,4
328000327,1314,4
3280008685,5655,4
3280009703,3263,3
3290003908,12752,2
32900071,4599,2
330000315,604,4
3310003520,735,4
3320004657,3360,2
33300010452,235,6
334000333,2846,4
3340008126,2905,4
33500010328,14794,3
3350009690,1298,3
3370006986,170,4
3360008276,249,2
337000336,101,4
33800075,114,4
33800077,87,4
3380004157,77,4
3390002692,2765,3
3390004861,236,3
3400007485,15559,3
341000300,367,4
341000599,337,4
3430002114,353,4
342000319,238,4
343000342,253,4
3440007163,3590,2
3440004157,284,2
3450001862,81,4
3460009323,4000,4
346000479,9783,4
3470001889,82,4
348000349,231,4
3490003027,353,4
3490002630,649,4
350000297,324,3
3500007262,504,3
3510005186,271,4
3510003239,6390,4
3520002425,93,4
3530009756,10113,4
3530006684,10353,4
3540001952,663,2
3540002315,202,2
3550006597,6620,4
3550006910,287,4
3560009316,258,2
3570004171,1532,6
3580002401,849,2
3580003194,18,2
3590005367,299,3
3600006916,570,3
360000293,219,3
36100010282,7223,4
3610002190,383,4
3620008270,1063,2
3620002903,754,2
36300010346,680,4
364000363,1929,4
364000271,1160,6
3650007761,1470,4
3650006764,752,3
36600010442,1508,3
36600010026,627,3
3670009292,2129,2
3670002903,567,2
3680004992,221,2
3680008442,365,2
3680003308,752,2
369000383,145,2
369000357,2057,4
3690004693,1832,2
3096000330,285,4
370000639,209,4
3710004191,493,2
3720001482,903,4
3720007620,4760,4
373000758,4259,2
373000766,227,2
374000776,173,2
3740002678,1061,2
3750004257,2060,6
3760005226,81,4
3770008762,29573,3
377000379,1656,3
3770002758,5037,3
3780007622,662,3
3780005855,45,3
379000377,1656,3
379000380,1350,3
379000391,5420,3
380000379,1350,3
380000391,23884,3
3810002684,576,4
3820004989,1127,4
383000369,145,2
3830008270,6853,2
3840009376,266,2
3840006521,264,2
3850004427,830,6
3850002748,1703,4
386000388,100,3
3860009071,233,2
3870007841,699,3
3870001925,1349,3
388000389,96,3
3890002931,146,3
3890008095,344,2
3900004971,206,4
390000381,1168,4
3910001922,4347,3
391000379,5420,3
391000380,23884,3
3910002758,1646,3
392000779,645,4
393000787,94,4
3940004133,78,4
395000793,401,4
3970008528,1431,2
3970004313,2371,2
397000402,8322,2
398000773,234,4
3990006474,385,4
8600000403,483,4
400000398,283,4
4000006471,472,3
40100010569,12977,4
4010003196,35469,3
4010004925,12004,4
4020009265,4492,2
402000397,8322,2
4020004503,2019,2
403000400,729,4
404000357,1600,6
404000383,2374,4
4050007075,184,2
4050004503,8366,2
406000427,231,4
407000491,4887,2
407000757,142,3
409000412,575,3
4100008020,357,4
4100004111,2141,4
4110009370,639,6
412000561,1941,3
4120009614,4727,3
41300051,565,4
4130002116,361,4
4140009464,1293,2
4140005010,1799,2
4150005937,289,4
415000206,2626,4
4160001147,9172,4
4160007501,101,4
4170009812,3246,4
41700010228,1962,6
4180004872,214,2
4180004873,203,4
4180008405,4006,4
4190008047,108,4
420000296,154,4
4210004419,49,4
4220008820,1407,3
4230004910,338,6
4240002296,2757,6
424000425,1753,4
4250004241,1041,3
4250004247,198,3
4260005173,1087,4
427000448,59,4
428000276,272,4
4280008366,7840,4
4290007449,717,6
4300006361,2578,4
43000010155,24693,4
4310007352,144,4
4310005421,1107,4
4320009096,11871,2
4320006929,29726,2
43200010618,8484,2
4320008015,6723,2
4330005281,64,4
4330004754,233,4
4330004694,99,4
4340009496,5444,3
4340007621,4500,3
4350008169,3255,3
435000437,769,3
4360002993,94,3
4370009952,5652,3
437000435,769,3
4380006025,932,3
4380007901,232,3
439000624,1030,3
440000683,597,6
4410007352,164,4
4410008166,4913,4
4410009270,209,3
4420006370,887,4
4420009981,626,4
4430005700,1892,2
443000445,1441,4
4430009950,1320,4
44400010131,3668,3
4450003648,1551,2
445000176,1746,4
445000443,1441,4
44600010843,1571,4
4470004772,2128,3
44700010623,2490,4
448000554,305,4
448000507,230,4
449000451,879,4
4490004695,5459,4
4500002650,1241,3
451000449,879,4
45100034,765,4
4520003323,2113,4
4530001174,99,4
4540009496,4993,3
454000464,7891,3
4540008634,366,3
455000134,2122,4
507000406,402,4
456000457,186,3
4570009423,586,3
4580003834,85,4
4580003198,528,3
458000463,849,4
460000462,527,4
4600007222,833,4
461000957,249,3
461000950,2400,3
4620003351,9758,2
462000460,527,4
4620006687,3462,4
463000458,849,4
4630001221,1684,4
4630003198,330,4
464000465,336,3
464000454,7891,3
465000464,336,3
465000469,1000,3
4660007840,7754,4
466000637,320,4
4670003834,417,4
469000465,1000,3
47100010228,2613,4
4710009551,615,6
4720005466,19559,4
472000524,301,4
4730002829,1687,3
4730005286,378,3
4750005330,5932,4
47600010159,711,3
477000698,329,4
477000605,336,4
4780001925,1541,3
4780001295,597,3
479000346,9783,4
47900010509,5481,4
4810008609,1216,4
481000490,1326,2
4810005441,881,4
483000497,253,3
483000606,240,4
483000486,307,4
484000570,792,3
4850005605,13880,6
486000485,2422,4
487000633,15964,3
487000853,4007,3
488000492,481,2
48800010508,2751,2
4880007351,13831,2
4890009386,321,4
4890009375,118,4
490000481,1326,2
4900004833,745,2
4910003515,198,2
491000407,4887,2
492000488,481,2
4930006413,3112,2
4940008035,1151,4
4950004738,239,2
49500010803,615,2
495000903,225,2
497000662,804,3
4980001274,17781,2
4980001463,30554,2
4990004394,1108,6
5000008913,256,4
500000580,140,4
5010003978,1913,3
501000579,358,2
5010003965,1042,3
5010001269,755,2
5020003720,7342,2
5020003266,1486,2
5020001055,6394,2
5030001648,1846,4
5040005547,802,4
5050004535,2061,2
506000508,370,2
506000117,2926,2
507000455,229,4
5080002153,4804,2
508000506,370,2
5090009490,3010,3
5090008163,2309,2
5090009868,3301,3
510000345,487,4
5100003115,12334,4
511000472,350,4
511000524,176,4
512000513,63,2
5130009842,217,2
5130007358,1685,2
514000560,284,3
514000511,37,4
51500010,475,2
5150007531,146,2
5160009258,50,4
517000123,1135,4
5170008695,788,4
518000546,71,4
5180001815,284,4
5190003668,5172,6
5200002082,524,4
5200005068,534,4
522000520,4468,4
5230008952,1587,4
524000532,35,4
52500010250,90,2
5260002717,4407,2
5260004991,6089,2
527000523,892,4
52900010376,117,3
5300003872,307,4
5300002987,1918,4
531000621,255,3
531000590,5340,3
524000555,176,4
5320008124,235,4
534000536,5344,4
5340007657,240,4
535000518,2043,4
535000527,1857,4
5360006848,609,4
53600010229,11050,3
5370007381,396,4
539000417,4969,6
5400005809,160,4
5410003893,540,4
542000819,218,2
5420003188,469,2
5430008952,1719,2
54300044,71,4
5430001783,284,4
544000548,31,2
5450007780,1507,6
5460003361,284,4
5460008931,295,2
546000518,71,4
5470003869,353,6
548000549,19,2
549000834,160,2
549000845,275,2
550000545,383,6
5510002774,66,4
552000560,252,3
552000514,139,4
5530007070,127,3
5540009803,3434,4
554000507,323,4
555000552,35,4
5560003977,169,4
5560001252,10521,4
557000500,342,4
558000576,5123,4
5580001723,1622,4
559000516,1547,4
560000552,252,3
560000514,284,3
560000794,8428,3
5610004600,358,3
5610005970,185,3
5620006152,153,2
5620009328,862,2
563000576,1550,4
5640003976,949,4
5640002038,577,4
56500010337,1194,3
565000566,1537,4
5650004031,4590,3
5660005840,1248,3
566000567,1921,4
5670004808,1429,3
5670003993,2062,4
5690002311,6672,3
570000608,147,3
5710009739,5299,4
57100010772,339,4
5720001026,3986,3
5720005469,10758,3
5730007688,264,3
5730007699,1235,3
57400010257,1956,2
5740007268,3907,2
5740005741,829,2
5750006680,20456,4
575000577,5826,4
576000558,5123,4
576000559,1581,4
57700010423,1103,4
577000575,5826,4
5780003291,342,4
57800010231,1181,4
5790007459,3518,2
579000501,358,2
5790003965,972,2
5800003051,109,4
5810004227,145,4
5810005285,48,4
5830001502,2623,3
5830007830,3585,3
584000585,1669,3
5840005132,1305,3
585000584,1669,3
5850002733,9001,3
585000589,2301,3
5860009793,196,3
5860007887,1755,3
5870007720,2135,6
588000610,3661,4
588000591,1242,4
5890009793,1713,3
589000585,2301,3
5900008440,2975,4
590000531,5340,3
5910009318,5662,4
5920004649,25064,2
593000352,229,4
5940008066,176,4
5940007659,511,3
5950009406,94,4
596000593,545,4
5970003860,1978,4
5980002650,241,4
599000477,509,4
6000009755,289,2
6010009042,4030,4
602000376,151,4
60300034,425,4
6030002629,334,4
6040008588,4975,4
605000341,509,4
606000476,256,3
608000483,318,3
608000486,410,4
609000610,324,4
6090001635,2383,4
610000609,324,4
610000588,3661,4
6110008482,254,2
6110008492,2829,2
61200010630,84,3
6130007654,758,4
613000590,505,4
614000622,356,4
6150007936,140,2
6150003473,8582,2
617000618,679,3
6170008301,514,4
618000890,126,3
6180001267,244,3
6190008996,579,4
6190008997,4265,4
620000737,353,6
621000627,224,3
62200010435,9889,4
623000588,274,4
624000626,5470,3
6250001720,890,2
625000623,1136,4
626000624,5470,3
62600010033,1855,3
6270006253,124,3
6270004055,180,3
6280007790,6460,2
6280007647,391,2
629000130,1247,3
6290001259,2565,3
6290003059,1721,2
630000272,13957,4
6300006431,51159,4
6310006667,519,3
6310005740,74,3
6310004055,182,3
632000753,427,4
6330007862,554,3
633000487,15964,3
6340006535,744,6
635000694,1507,4
6360004051,82,3
6360006253,518,3
6370003353,219,4
638000986,219,3
6380007261,418,2
639000330,241,4
6390007022,2913,4
6400001245,8155,3
6400004662,730,3
641000643,1747,4
641000100,1142,3
6420005640,2370,3
643000641,1747,4
6430002926,1852,4
6430009878,2701,4
6440005818,342,4
6440005619,807,4
64500010497,589,4
6460006456,434,3
6460003111,1434,3
6470004674,279,4
6470004676,823,4
648000696,346,4
649000647,2526,4
6510007339,7318,2
6510007335,553,2
6510009951,10801,2
652000483,160,4
652000606,325,3
6530001403,7631,2
653000326,4006,2
654000658,108,6
6550004253,736,6
656000655,110,6
6570004252,90,6
6580006410,85,6
6590006411,140,6
6600006176,2723,3
6600006980,2735,3
6610005598,114,2
6610001750,144,2
6620007561,4672,2
662000652,916,3
6630007709,3519,4
6650007682,143,3
665000669,144,3
6660007770,3915,2
6660004615,3621,2
6670004338,497,3
6680002179,1019,6
6690003672,291,3
669000665,144,3
670000736,2322,4
6700008218,2288,6
671000661,117,2
6710005598,73,2
672000385,1052,6
673000672,681,6
6740009165,239,4
674000869,42,4
6750006579,2717,4
6760004830,508,4
677000678,176,3
6780004185,1188,3
6790007347,2655,4
6800009319,59,4
681000699,565,4
6820005597,96,2
6820001766,264,2
6830006372,797,6
684000685,173,3
685000688,152,3
687000684,148,3
6880003553,1029,3
688000687,179,3
6890009385,3755,4
690000980,164,2
6900006991,1781,2
6910001749,244,2
6910004813,129,2
6920004816,242,2
692000751,2640,2
693000759,705,3
694000750,2564,6
6960006045,1893,4
6970002809,329,3
6970004242,478,3
698000605,338,4
6980002039,3396,4
699000614,1091,4
701000768,388,3
702000721,1953,4
7020007079,6267,4
703000728,4563,2
7030003339,7831,2
704000712,1282,4
7040005927,22343,4
7050008482,2577,2
7050004695,8293,2
706000708,163,3
7070003756,3221,4
707000797,3432,3
7080009413,5026,2
708000710,265,3
709000989,11740,4
7090005438,546,4
7100003587,471,3
7110005850,791,4
712000704,1282,4
7120004042,1651,4
86110008608,342,4
7130008603,338,3
7140007192,227,4
7150003792,2413,4
715000734,3774,4
716000701,233,3
7160008806,271,3
7170009428,9610,2
7170007790,620,2
718000789,816,2
718000831,894,2
719000156,794,4
7200001761,136,2
7200002532,97,3
721000726,977,4
721000702,1953,4
722000877,1860,4
7230002436,6430,4
7230005757,139,4
7240002146,465,4
7250004338,361,3
7250006334,3733,2
7250009687,1578,3
726000721,315,4
7260004801,424,4
727000734,3196,4
7270004302,3617,4
72800084,201,2
728000703,4563,2
7290004801,183,4
7290004817,1296,4
7300002665,2925,4
7320003789,3765,4
7320004734,3384,4
7330003161,13,2
73300010190,86,2
7340006891,207,4
7350002468,143,3
7350006182,1375,3
7360004528,460,4
7370006888,428,6
7380004827,2670,3
73800010869,3254,3
73800010814,1652,3
7400004817,328,4
7400004386,1017,4
7410009720,1215,2
7410002872,296,2
7420005593,32612,4
7420005251,200,2
7420002436,194,4
7440004818,116,2
7440007270,181,2
7450003409,176,4
7450004349,139,4
749000752,5681,2
7490004615,482,2
75000010212,3606,6
750000959,3949,4
7510003161,355,2
751000692,2640,2
75100010190,257,2
7520003378,24955,4
752000749,5681,2
7520001126,2681,4
7530006045,1848,4
7540003096,245,4
7540004386,1610,2
75500010489,96,4
756000716,233,3
75700010584,309,3
757000910,164,3
7580006384,300,2
758000373,4259,2
75900010849,844,3
7590004795,2956,3
7600009266,1149,2
760000764,230,2
7610004976,1071,4
7610008212,163,4
7620007835,6030,3
7620004245,205,3
76300010604,12057,2
764000767,49,2
7650004976,654,4
7650006822,1669,4
766000889,66,2
767000776,141,2
767000374,184,2
768000853,179,3
768000783,78,3
7690003682,1005,3
7690001418,433,3
7700004624,1246,4
7700007740,344,2
7700009165,4087,4
771000373,209,2
771000766,147,2
7720006822,2291,4
7720008271,251,4
3980008600,488,4
773000792,1364,4
7740005593,3332,4
7740005612,6760,2
77400010785,13987,4
775000755,377,4
7750004548,1374,4
776000771,96,2
7770004688,167,2
777000837,670,2
778000395,520,4
7790004132,116,4
7800002064,5327,4
7800001311,5538,4
782000392,120,4
783000805,78,3
7840005023,133,4
785000390,888,4
7860006258,3623,2
7860004714,3997,4
78600010845,1324,4
787000785,111,4
78800010292,501,2
789000718,816,2
7890007335,3537,2
79000010432,297,2
7900002678,292,2
79100010916,952,4
792000784,1015,4
7930008600,1435,4
794000560,8428,3
794000868,8960,3
7940003751,6031,3
7950009434,4830,4
79500029,1454,4
7960001137,3675,4
7960006660,3000,6
797000799,165,3
7980005956,23230,2
799000800,657,3
799000812,334,3
800000812,720,3
80000010574,4662,3
801000802,758,2
8010003179,6486,2
802000801,758,2
8020006395,11770,2
8030009951,9922,2
8030002422,704,2
8030007359,17151,2
8040001976,115,3
8040007290,18235,3
805000814,78,3
8060005774,115,3
8070007680,177,4
8070009785,1269,4
8070004325,19941,4
8080001985,601,4
8080001988,5607,4
809000665,1168,4
8100002876,178,3
811000816,1413,2
8110005566,3212,2
8110005558,2194,2
8120007974,4053,3
812000815,565,3
813000810,83,3
813000122,513,3
814000756,156,3
814000887,226,3
815000813,85,3
816000811,1413,2
8160001047,4215,2
8170004147,269,3
8170003188,38419,2
8180009122,1548,4
8180009764,983,4
819000824,73,2
8200005213,1012,4
820000983,2551,4
821000868,7317,3
821000916,2316,3
8210001495,4645,3
8220008674,1864,4
822000843,9,4
824000544,126,2
8240004039,294,2
825000979,1983,4
8250007006,1445,4
8270004607,1436,4
828000829,331,4
829000833,2052,4
83000010035,936,4
8310009794,255,2
831000718,894,2
83200010295,174,2
8330001053,2821,4
833000839,2664,4
834000542,22,2
8350006490,318,2
8350006491,344,2
8350006694,18444,2
836000856,5271,2
83600010739,163,2
837000777,670,2
8370009467,4702,2
8380002898,9066,2
8380001654,5331,2
839000840,1330,4
840000879,3587,6
8410004704,217,4
8410004694,44,4
8420009579,4072,6
8430003314,3455,4
8440006507,1521,4
8440005414,2630,4
845000834,323,2
8450009156,14473,2
8460003552,378,4
8460009422,938,4
84700010548,491,4
8480009394,64,2
8480008454,3617,3
84900010816,200,3
8490001980,1544,3
8500001580,20725,2
851000844,1415,4
8520001302,7055,6
853000805,154,3
853000487,4007,3
85400010197,2444,3
8540008710,3978,3
8540002055,3671,2
8550007172,1611,6
855000974,4087,4
8560006258,220,2
8560007131,1307,3
856000836,5271,2
857000847,5967,4
8580005880,173,3
8580005107,2869,3
85900010593,228,4
8600005781,684,3
8600004414,1323,4
861000857,1921,4
8620009509,716,6
863000921,1732,4
8630009994,350,4
8630007338,1764,3
8640002358,11555,2
8640007327,23721,2
8650009906,526,2
8650005163,121,2
866000861,4029,4
8670004913,1705,4
867000869,198,4
868000794,8960,3
8680002007,16056,2
868000821,7317,3
8680002965,9526,2
869000674,42,4
869000867,198,4
8690008789,941,4
8700005673,95,2
8700009650,305,2
871000872,6021,2
872000871,6021,2
8720008924,9705,4
8720008887,4511,4
8730009882,4835,4
8730009996,6128,4
8730001917,6766,2
87400010576,2768,4
8740008109,2311,4
8750006349,1429,4
8750002838,179,4
8760003573,2825,4
8770006158,947,4
878000840,5333,6
8780001041,1915,4
8790006619,2724,6
880000882,1057,6
8820004658,478,6
8830005958,2323,6
8840009268,124,2
885000962,203,3
88500010390,427,3
8860009816,196,3
8860005426,472,3
8870005018,8503,3
887000756,209,3
8880003809,511,4
8880005530,521,6
889000760,220,2
889000764,116,2
890000891,740,3
8900009543,590,4
891000617,131,3
8910004077,219,3
892000936,733,4
8920009664,819,4
8920005698,674,2
8930008560,31445,2
8930007778,4415,2
894000904,475,3
8940008659,118,3
8950001196,201,3
8950006044,762,2
8950005557,153,3
8960008659,61,3
89600010300,177,3
8960008493,899,2
89700010818,3309,3
897000174,427,3
8980006321,1101,4
899000912,395,3
89900010530,191,3
2238000905,492,4
900000966,1904,4
9010001688,2563,3
9010001460,216,3
9010001575,206,3
9020008898,1164,4
9030004738,133,2
9030001163,369,2
903000495,225,2
9040008714,356,3
904000894,475,3
9040002135,1067,2
9050005551,64,4
9060003572,7640,6
907000914,4385,4
907000908,3848,4
908000907,3848,4
908000919,203,4
9090007279,1279,4
91000010174,26,3
9110001763,751,2
912000899,395,3
91200010526,199,3
91300010105,4799,2
9130007756,284,3
9130007751,128,3
91400010441,14414,4
914000907,4385,4
9150007756,4860,2
916000932,314,3
916000821,2316,3
917000935,8765,2
917000407,287,3
9180004261,116,4
919000908,203,4
9190002834,978,4
9190002556,221,2
9200005125,442,6
9210005846,7675,4
921000863,1732,4
9220004653,639,6
9230008016,37,4
9240006615,2501,6
9250007047,2275,6
926000977,742,4
9270007024,3455,6
92800010682,82,2
928000975,113,2
9290004202,58,3
9300004162,35,4
931000929,58,3
9310002628,1757,2
932000916,314,3
9320006053,2272,3
9340003504,4098,4
935000947,892,2
935000917,8765,2
936000892,733,4
93600010149,1517,4
9370005792,352,3
9370005825,457,4
938000905,2025,4
938000911,444,2
9400003955,4393,6
941000945,834,4
942000943,2617,6
9430004048,842,6
9440004064,2367,4
