node_id,length,speed
23830002386,67,3
23840004589,71,3
23850005592,6458,4
23850006396,1542,4
23860002389,36,3
23870005705,1403,6
23880001986,7903,6
23880002221,3668,4
23890001322,330,3
23890002404,138,3
23900009288,104,3
23900002292,4562,2
23900005527,83,3
23910002392,141,4
23910004147,5561,4
23910007141,221,2
23920002395,3060,4
23920002391,141,4
23930002235,216,4
23940003090,57,4
23940002554,2297,2
23950002392,3060,4
2395000306,332,4
239600010758,2247,4
23970002384,173,3
23970003491,246,3
23990002017,326,4
23990001652,433,3
240000095,5648,4
240000087,2369,6
24010007204,932,2
2401000358,849,2
24030004270,14430,2
24030005902,62273,2
24030007743,15033,2
24040002397,417,3
24050002414,147,2
24060003095,66,4
24070007628,238,3
24080007756,75,3
24080007748,150,3
240800020,4923,3
24090002369,609,4
24090002802,3067,4
24100007124,4034,3
24100002570,344,3
24100002412,456,3
24110009627,851,6
24120007587,210,3
24130002409,522,4
24130002369,277,4
24140002465,168,2
24140004140,315,2
24150005117,347,4
24160002652,308,6
24170001481,12895,2
24170002467,271,2
24180002424,321,2
24180002422,336,2
24180006063,4393,2
24190002420,1797,6
24200009988,17241,6
2421000421,363,4
24220002424,260,2
24220002418,336,2
2422000803,704,2
24230002198,90,4
24240002418,321,2
24240002426,11646,2
24240002422,260,2
2425000348,346,4
24250002599,390,2
24260002424,11646,2
24260006292,163,2
24260001494,167,2
24270002441,98,3
24280006747,1063,3
24280004278,4044,3
24290004282,26341,2
24290002430,2534,2
24300002434,9215,2
24300002429,2534,2
2432000842,1844,6
24330002438,5233,6
24340009826,10546,2
24340006204,4053,2
24340002430,9215,2
24350008773,1226,6
2436000723,6430,4
2436000742,194,4
24370005010,1244,2
24370009108,1049,2
24380007088,187,6
24390006536,4004,2
24390006061,88,2
24390001655,3205,2
24400001012,1172,4
24410002417,253,2
24410002467,147,3
24420009480,17755,3
24420003879,123,3
24430006061,1170,2
24440002445,1766,6
24450003607,749,6
244600010774,91,4
24470001760,3071,4
24470002449,4511,6
24480006392,415,2
24480003113,449,2
24480006068,819,2
24490008401,23846,6
24500001832,1782,4
24500002452,2445,4
24520003190,540,4
24530009441,1992,4
24530002220,5498,4
24540002218,2986,4
24540004285,2695,4
24550008064,2977,3
24550007741,2753,3
24560002040,2398,3
24560002427,149,3
24570003922,312,2
24570005933,44827,2
24580003760,3003,4
24580003902,3232,6
245900010333,102859,6
24600005014,2055,6
24610007949,215,6
24620002456,48,3
24630007560,986,4
24630004820,5866,4
24640004014,15580,6
24650003778,169,2
24650004140,231,2
24650009010,135,2
24660006088,3352,6
24670002504,147,3
24670002572,269,3
24680002761,9980,3
24680005671,13006,2
2468000735,143,3
24690009488,3955,4
24690001772,1775,6
24700006257,5542,4
247000010354,6187,6
24710002473,943,6
24720006245,7878,2
24730003974,864,6
24740009265,298,2
24740002690,129,2
247500045,2008,6
2476000295,2584,6
24770002548,281,2
24780002440,4449,4
24780002244,4115,6
24790002477,163,2
24790004991,611,2
24800001827,4227,4
24800004012,2431,6
24810005587,2113,4
24810003437,1969,4
24820005628,1356,3
24820002535,5430,3
24830002485,3151,6
24830001831,3177,4
24840002458,18689,6
24850002492,12266,6
24860002524,23866,6
24870009033,137,2
24870001027,1502,2
24880002484,1604,6
24890002490,3020,6
24900004980,433,6
24910003393,6546,4
24910003300,2238,6
24920006718,1410,6
24930004113,487,3
24930002346,2128,3
24940002462,98,3
24950002498,1353,2
24950009090,3433,2
24960009602,298,2
24960008916,11989,2
24970002496,295,2
24970009602,33,2
249800010059,5823,2
24980002495,1353,2
24990002300,6298,3
25000005499,1462,6
25010009095,696,6
25020009338,6152,2
25020006238,1038,2
25030002547,266,3
25030002494,49,3
25040002503,50,3
25050002479,79,2
25060003384,195,3
25060002522,337,3
25070002508,5687,6
250800010492,3669,6
25080004452,6096,4
2509000339,662,3
25100005898,3672,2
25100005901,3273,2
25110007337,15764,4
25110001140,2156,4
25110002153,15215,2
25120002522,271,3
25120004196,182,3
25130002514,32,3
25140005906,168,3
25140009301,362,3
25150002516,96,2
251600010659,391,2
25160006254,262,2
25170006997,77,4
25180006305,430,2
25180004355,272,2
251900010296,1892,2
2519000149,213,2
25200001026,499,3
25210002536,16,3
25220002529,269,3
25230001923,190,3
25230002525,86,3
25240003731,3713,4
2525000720,57,3
25260002488,24765,6
25270005224,191,3
25270008897,121,3
25270008892,384,3
25280004308,1947,6
25280002950,2237,4
25280002534,3389,4
25290004196,623,3
25290002974,7106,3
25300005569,107,4
253000010106,14587,4
25310002834,78,4
25310002573,3303,4
25320002691,36,3
25330009506,4663,3
25330002535,1791,3
25340002884,3785,6
25350002482,5430,3
25350002533,1791,3
25360002537,82,3
25360002542,127,3
25370004198,40,3
254200073,82,3
25430009826,3793,2
25450007484,4132,2
25450007759,1621,2
25460002603,3317,3
25460002287,4309,3
25470003459,13810,3
25470002462,253,3
25480002505,120,2
25480002735,824,2
25490001104,71,4
25490007309,9238,3
25490006639,405,4
25500002192,14639,2
25500002268,6791,2
25500004317,6510,2
25510001867,3028,4
25510008581,3266,6
25520003345,3281,4
25520004284,333,4
25530002288,3835,4
25530004317,3463,2
2553000317,5090,4
25540002394,2297,2
25540002555,1101,2
25550004331,178,2
25560002577,2052,2
2556000908,223,2
25570002459,19102,6
25580006561,575,6
25590001910,3023,6
25590002551,3307,6
25600002308,829,6
25620002009,327,3
25620002022,383,3
25630003779,498,3
25630002022,482,4
25640006467,96,3
25640009557,2419,2
25640006447,232,3
25650003506,6930,6
2565000331,3352,4
25660001114,353,2
25660001131,106,2
25660009652,1395,2
25670006794,2172,6
25680003110,1446,4
25680001358,110,3
25690002446,998,4
25690003159,4043,4
25700002571,282,3
25700002605,349,3
25710002412,217,3
25720002504,230,3
25720004015,8965,3
25730005569,2424,4
25730002531,3303,4
25730001017,7733,4
257400010145,9472,2
25740002579,173,2
25750002576,112,4
25750002579,224,4
25760002574,180,2
25770002556,2052,2
25770008917,2645,2
25790002581,111,4
25800004411,111,4
25790002113,290,4
25810002582,56,4
25820002584,56,4
25830002586,187,2
25840002580,224,4
25840002583,112,4
25850001747,37494,4
25850006836,7320,4
25860002580,187,2
258600010084,17056,3
25870003826,226,3
25870007123,251,3
25870002647,177,3
25880002113,2077,4
25880004439,219,4
25890002590,218,4
25900009466,5846,4
25900002588,510,4
2591000264,1663,4
25910003359,314,4
25920002601,168,2
25930006032,492,2
25930004859,4912,2
25940009675,501,2
25940004502,307,2
25950002592,42,2
25950003658,4666,2
25980004970,491,3
25980002269,197,3
2599000348,402,2
25990009213,497,2
26000002602,184,2
26000002604,201,4
26010007120,252,2
26010009665,1475,2
26020002594,169,2
26030002546,3317,3
26030002222,605,3
26040007112,118,2
26040007341,181,4
26050002571,444,3
26050002124,5587,3
26070005118,96,4
26080003897,1366,4
26080005317,95,4
26090009650,4156,2
26090001324,335,2
30990001808,277,4
26140001740,297,4
26150003716,47,2
18080003106,346,4
26160001894,346,4
26170008090,1659,4
26180009361,165,2
26180004732,213,2
26180008199,4017,2
26190003268,123,2
261900010406,188,2
26200006124,195,4
26210005475,75,4
262100029,244,4
26210005438,356,4
31060003099,267,4
26230003109,226,2
26240005930,4306,3
26240006332,4201,2
26240008618,1707,3
26250002666,396,3
26250009086,1582,3
26260009434,790,4
26260005829,2201,4
26270002649,656,4
26270005829,97,4
26280005081,157,2
26280006973,153,2
26290008284,703,4
26300003027,601,4
26300002727,379,4
26310007776,3738,6
26310003915,4737,4
26330005515,2625,3
26340008290,2792,3
26340004204,249,4
26360002639,499,3
263700010640,2910,3
26370002709,4248,3
26390009056,1106,2
26390009621,1168,3
26420004398,172,2
26420002870,100,2
26430004747,171,4
26440007160,1585,4
26440008657,1480,4
26450008657,546,4
26450004587,7204,4
26470005810,151,3
26470002587,177,3
26470007123,271,3
26480002649,399,4
26480002627,773,4
26490004769,583,4
2650000603,215,4
26510004587,140,4
26510009187,5619,4
26520002969,2483,6
26530008633,8267,6
26530002509,237,3
26540002655,241,6
265500010024,4623,6
26560004797,762,4
26580002663,556,4
26590001564,9991,4
26590004804,1106,4
2660000999,2131,4
26610002625,451,3
26620003603,9643,3
26620004771,370,3
26630008393,862,4
26650002660,2435,4
26660002730,593,3
26670002669,1897,4
26680002173,9249,4
26680004837,126,4
26690002670,340,4
26700003484,502,3
26700002671,519,4
26710002672,1047,4
26720002675,3262,4
26730003086,3467,2
2674000136,275,3
26740008849,274,3
26750004875,369,4
26760004888,216,3
2676000241,1505,3
26770002272,33,4
26770002290,169,4
2678000790,292,2
2678000374,1061,2
26790002673,2914,2
26800005082,396,3
26800009447,5399,3
26810002842,1624,3
26820002681,1666,2
26820008452,986,3
26830008412,490,4
26830009245,1603,4
2684000375,3122,4
26850004456,1106,4
2685000304,373,4
26860002104,1962,3
268600010552,4247,4
26870002724,14417,4
26870002686,1012,4
26880003140,2001,2
26880001238,184,2
26890007201,152,4
26900006384,1862,2
26900002474,129,2
26910002521,86,3
26910009266,286,2
26920005990,3486,3
26930007356,365,2
26930004383,3899,2
26940009009,208,4
26940003135,6842,4
26950007356,161,2
26950002693,386,2
26950006197,94,2
26960006197,136,2
26960002695,116,2
26970001755,108,2
26970002699,73,2
26980006299,6087,4
26980009453,18824,3
26980002254,22674,4
26990002542,110,2
27000009540,1444,4
27000002996,3049,4
27010008899,123,4
27010003583,14009,4
27020007465,2042,3
2702000995,2075,3
27030002707,3405,3
27030005990,190,3
27040002661,594,3
27050008426,1073,4
27060001001,851,2
270600010815,1696,4
27070004861,2777,3
27090002733,953,3
27100004999,2756,6
27110002712,979,3
27120002702,841,3
27130002714,645,6
271400088,920,6
27150009244,320,3
27150004854,8386,2
27160006230,4194,4
2717000526,4407,2
27180003646,224,4
27180002742,1004,4
27190007585,535,4
2720000128,679,3
27200002721,1368,3
27210002720,1368,3
27210005370,4548,3
27220004448,1420,4
27220004454,277,4
27240003199,378,4
27240002687,14417,4
27250008995,309,4
27250007588,461,2
27260002892,313,4
27270004453,734,4
27270002630,379,4
27280004291,7937,3
27280007333,5721,2
27280006046,5475,2
27300009452,118,3
27310005050,222,4
27310004547,985,4
27310002739,111,4
27320003230,1677,4
2733000585,9001,3
27330002709,953,3
27340003494,11952,2
27350002505,855,2
27350002763,171,2
27360002935,1677,4
27360002743,1701,3
27370002732,438,4
27380001389,58,3
27390002731,111,4
27390005205,6713,3
27390007967,112,4
27400006705,1474,4
27400006116,4623,4
27410001515,271,2
27410004662,2980,2
27410007046,650,2
27420002718,1004,4
27420008815,638,4
27430002915,282,3
27430009867,213,3
27440004377,1369,4
61160001444,457,4
2745000807,1311,4
274600010618,7273,3
27460006173,14599,4
27460006671,2054,4
27470001101,1988,6
2748000782,540,4
27490003107,2921,4
27490006531,833,3
27500009438,2223,4
27510006364,6602,4
27510002341,204,4
27520004769,857,4
27520002643,876,4
27520002803,603,4
275300010840,3828,2
275300010837,197,2
27540001458,243,3
27540001485,394,3
27550008344,291,3
27550007554,960,3
27560001433,76,3
2756000950,196,3
27570009484,190,3
2758000377,5037,3
27580006669,7437,3
27580008406,5632,3
2758000391,1646,3
27590004312,137,3
27590008265,277,2
276000010130,687,3
27600004611,291,3
27610009946,4075,3
27610002468,9980,3
27620008364,1785,6
27630002789,398,2
27630002735,171,2
27640003532,449,3
276500010640,120,3
27650007421,2868,3
27650001799,208,3
27660007491,4258,3
27660006731,2127,3
27670002891,10748,4
27680007594,2075,2
27680005035,851,2
27680007581,2251,2
276900010289,942,2
27690009178,1656,4
276900010053,1741,4
27700003489,415,6
27710007326,3835,2
27720009276,561,4
27730003954,1033,4
27740007497,1458,4
27770003953,1060,4
277800010870,3615,2
27790006961,142,4
27790006956,240,4
27800002802,389,4
27800002078,3251,2
27810007402,837,4
27810005991,753,3
27820009154,1982,2
2782000284,907,2
27830005229,148,4
27830006653,82,4
27830006661,206,4
27840009449,127,3
27850002248,9211,4
27850007796,1341,6
27860009786,183,3
2786000203,323,3
27860002787,249,3
27870002786,249,3
27870002788,173,3
27880003209,54,3
27880005427,214,3
27880002787,173,3
27890002794,53,2
27890002763,398,2
27920001128,3584,3
27920005230,311,3
27930002937,151,3
27930008526,5209,3
27940002817,264,2
27940002789,53,2
27940002839,298,2
27950002796,252,4
27950002813,12198,4
27950002798,215,4
27960002801,389,4
27960002795,252,4
27960003518,2337,3
27970002070,476,6
27980002800,83,4
27980002795,215,4
27990009416,569,2
27990002840,164,2
27990005725,180,2
28000002801,311,4
28000004043,5546,3
28000002798,83,4
28010002800,311,4
28010002796,389,4
28010004045,2613,4
28020002873,389,4
28020002409,3067,4
28030002752,603,4
2803000954,1395,3
28030009157,444,4
28040003219,1649,6
28050009231,1864,3
2806000263,3826,4
28060002919,533,4
28070002882,262,3
28070002181,146,3
28080004304,654,2
28080001130,2152,2
2809000697,329,3
28090001146,669,3
2809000902,1529,4
28100008050,17260,4
28100002188,1770,4
28110009553,318,3
28110009565,826,3
28120003963,2625,2
28120001669,373,2
28130002795,12198,4
28130002780,294,4
28140002816,2017,3
28140002833,3059,3
28150001666,254,2
28150003956,426,2
28160007549,2864,3
28160002814,2017,3
28170002794,264,2
28170002839,123,2
28180002938,55,3
28200009837,1473,3
28200005270,3912,3
28210001368,1647,4
28210008420,1347,4
28220001835,189,3
28220006117,174,3
28220002861,277,3
28230009086,8005,2
28230009431,15917,2
28240007210,670,3
28240007868,679,3
28250002817,164,2
28260007357,621,3
28260005422,1268,2
28270006418,177,3
28270008100,261,3
28280008548,279,4
2829000473,1687,3
28290005435,5855,3
28290007425,5750,3
28300002832,1459,2
28300008707,160,3
28310004330,875,2
28310009084,656,3
28320009379,1795,2
28320002830,1459,2
28330002809,1349,2
2833000697,1004,3
28340002531,78,4
2834000919,978,4
28350004,2857,4
28360009040,8815,6
28360007795,1053,6
2837000875,198,2
28370002838,139,2
28380007609,152,2
28380006106,191,4
2838000875,179,4
28390002867,164,2
28400003670,106,2
28400002799,164,2
28410007305,101,3
28420009814,161,3
28430001482,1294,4
28430006787,212,4
28440003042,422,4
2844000110,6760,4
28450008036,654,3
28460002847,1127,3
28470006367,4315,3
28480008566,279,4
28490006550,712,4
28500009560,4670,2
28500009842,3173,2
28500006138,2493,2
28510005815,3056,4
28520003134,1817,2
28530008292,768,4
28540002853,3541,4
2855000707,7993,4
28560002854,149,4
28570008088,102,4
28580002825,164,2
28590002937,8461,3
28590002159,770,3
28600006004,1124,3
28600003357,5029,3
28610001835,289,3
28610006004,8978,3
28610002822,277,3
28620002864,641,2
28620004116,2818,2
28630005744,1318,4
28630006074,1239,3
286300010122,945,4
286400010837,2438,2
28640002862,641,2
28650002896,189,3
28650002893,244,3
28660003711,2167,4
28660005071,167,4
28670002858,41,2
28670006438,860,2
28680002963,276,2
28680007140,297,2
28690002866,166,4
28700002642,100,2
28700003387,5168,2
28700009796,210,2
28710002813,290,4
2872000992,255,2
2872000741,296,2
28730003145,1669,4
28730002871,195,4
28740002793,190,2
28740006117,9475,2
28750006168,177,2
28750002317,2042,2
2876000797,556,3
2876000711,4327,3
28770005452,490,6
28780003290,207,2
287800010862,3817,2
28790009834,174,4
28790003260,9778,4
28800005695,2620,6
28810002929,7346,4
28810002869,840,4
28820002158,105,3
28820002807,262,3
28830006020,2898,3
28830002886,1176,3
28840005848,3939,6
288500010697,11924,2
28850005962,442,2
2886000209,193,3
28860002883,1176,3
28890007987,7532,4
28900007009,575,4
28910005382,374,4
28920005096,9124,4
28930003330,1591,4
28940002901,543,2
28960001359,863,4
28970006529,7265,4
28970006341,58753,4
28970004774,2645,2
28980001594,1241,2
28980002901,118,2
2898000838,9066,2
28990006098,552,3
28990001413,3287,3
29000001752,1897,2
29000006964,1210,4
29010002898,118,2
29010002894,543,2
290100010039,3972,2
290200010248,289,2
29020001560,72,2
2903000362,754,2
2903000367,567,2
29050007392,3618,2
29050007456,10883,2
29060003187,190,3
29060008148,14621,3
29070001022,119,3
29070002910,343,3
29070006111,295,3
29080008780,5155,2
29080002167,5347,3
29090004081,1156,2
29090001067,1415,2
29100002139,1022,3
29110007842,3297,3
291100010262,4483,3
29120002324,266,3
29120004446,231,3
291300010472,1061,2
2913000314,3927,2
291300010547,323,2
29130004406,817,2
29140001070,1457,2
29150009867,252,3
29150002285,6616,3
29160008865,1810,3
29160009021,2361,3
29160002917,1324,3
29170002916,1324,3
29170007917,4327,3
29180002806,425,4
13460002919,489,4
29190002920,119,4
29200002922,308,4
29200001779,2359,4
29210005615,7121,6
29220002924,562,4
29230007818,1210,2
29230007012,2290,3
29240001346,280,4
29240008420,408,4
29250005198,3730,2
29250008702,15617,2
2926000643,1852,4
29260004219,4093,3
29270004977,5703,3
29270003963,2734,2
29270003620,2220,3
29280001880,4101,2
29280001885,388,2
29290008408,1483,4
29290002881,7346,4
29300006089,9466,2
293000010876,20700,3
29300008889,2522,3
29310002818,207,3
29310002932,183,2
29320007673,191,2
29330004342,79,3
29340001993,191,2
29340006962,244,2
29340001998,190,2
2935000569,304,3
29360002940,221,2
29360001118,228,3
29370002793,151,3
29370002874,231,2
29370002859,8461,3
2938000386,215,3
2939000888,3411,6
29400002941,348,3
29410005242,271,3
29410002942,320,3
29420003992,2936,3
29420005242,226,3
29430002033,145,2
29440009841,198,4
29440003055,5787,4
29450004964,610,3
29460004842,905,2
29470001472,6237,3
29470006866,15465,2
29470003436,10676,3
29480004056,1357,3
29480009728,161,3
29490004372,11551,2
29500008574,626,4
29510006388,828,4
29520009132,9936,2
29520008101,895,2
29520006175,2663,2
29530007842,2693,3
29530006212,5905,3
29540009562,249,3
29540009718,485,3
29550002956,616,4
29560001910,1467,4
29570003042,1895,4
29570008050,2545,4
29580003290,220,2
29580003158,241,2
29580003703,224,2
29590002744,1949,3
29590009231,447,3
29600008785,3128,4
296100010114,805,6
29620007138,335,2
29620006423,276,2
29630004410,273,2
29640009416,205,2
29640003542,114,2
29650008523,227,3
2965000868,9526,2
29650003751,4124,3
29660002962,277,2
29670002966,92,2
29690003619,21997,6
29700003290,205,2
29700003158,319,2
29700002878,233,2
29710009714,3163,6
29720009712,563,6
29730009712,559,4
29740002984,405,3
29740002529,7106,3
297500010356,1367,4
29760004234,263,4
29760007175,519,4
29770007696,1200,4
29780004405,4249,4
29780008359,2171,4
29790005933,62,3
29790005063,1238,3
29820002351,298,4
29820004295,224,3
29840009808,252,3
29840002974,405,3
298500010360,84,4
29850004713,357,4
29860004347,45492,3
29860008519,9837,3
2987000530,1918,4
29870003605,901,4
29880003003,357,3
29900004762,278,4
29900006588,10267,4
29910003000,4064,4
29910006230,4462,6
29930007352,157,3
2993000431,164,3
29940009808,84,3
29960006586,414,6
29980003038,6180,6
30000006537,817,4
30010006857,802,2
30010006133,1310,2
30010002365,2897,2
30020009481,177,3
30020008542,556,3
300300010693,2563,3
30040008098,1631,4
300400010629,680,4
30050003017,297,3
30050004906,259,3
30050003015,272,3
30060008532,602,2
30060004943,1076,2
300700010072,2971,4
30070004562,21746,4
30080003658,11667,2
30080008931,1946,2
300800010844,4903,2
30090004800,1516,2
30090003010,1871,2
30100003009,1871,2
30100007474,125,3
30100005573,431,3
30100007858,1628,3
30110001165,302,2
301200010491,1938,6
30120003142,3029,4
30130005969,469,2
30130003014,8499,2
30140001896,1066,2
30140003013,8499,2
301500010066,2424,3
301600010528,686,6
30170004908,309,3
30170003005,297,3
30180007832,236,4
30180003083,3388,4
30190003021,53,4
30200005232,726,2
30200003025,331,2
30210004766,3296,3
30210002751,205,4
30220002279,211,4
30220005111,133,4
30230004001,891,4
30230001995,1279,4
30240006101,637,3
30240009766,214,3
30250003031,222,4
30250003020,331,2
30250005111,79,2
30260001786,447,2
30270002634,216,4
30280003717,6500,3
30280004103,444,3
30290006746,766,4
30290008935,944,2
30300005321,554,4
30310003032,116,4
30310003030,161,4
30320003035,147,4
30320003037,127,4
30320003030,149,4
30330005338,3522,3
30330008898,2871,3
30340005335,1121,4
3035000791,4341,4
30360003032,172,4
30360003035,278,4
30370003022,112,4
30380005348,26964,6
30390001713,3414,4
30390003077,1271,2
30390003673,2386,4
30400003049,8296,4
304000010042,248,4
304100010866,5126,2
30410003046,170,4
30420002994,4255,3
30420002844,422,4
30420002957,1895,4
30430006529,49934,4
304300010049,241,4
30440003017,317,3
30440003005,250,3
30450003829,220,3
30450001295,3250,4
30460007634,114,4
3047000437,1931,3
30470008135,6495,3
30480002988,240,3
30490003040,8296,4
30490003041,171,4
3050000437,102,3
30500009702,624,3
30500009725,599,3
580000281,405,4
3051000420,222,4
30520009593,268,4
30530002805,1456,4
30540003053,2390,4
30550002944,5787,4
30550003057,124,4
30550007634,2262,4
30560005883,9644,2
30570003058,684,4
30570003055,124,4
30580003057,684,4
3058000219,978,4
30590003062,650,2
30600003647,1426,2
30600009987,1503,2
30600003071,6973,2
30610006252,276,2
30610003308,314,2
30610001965,2584,2
30620008121,586,2
30630003512,163,2
30630005901,3745,2
306400010504,1664,4
30640003065,999,4
30650003064,999,4
30650003066,688,4
30660003065,688,4
30660009470,104,4
30670009472,280,4
30670003081,20416,4
30680005138,6904,4
30680007451,3372,4
30690005529,11885,4
30690006588,12482,4
30700003072,781,3
30710003060,6973,2
30710003077,3166,2
30710009983,2720,2
30720005609,5639,3
30730008411,84,4
30740003072,667,3
30750003345,340,4
30750008427,252,4
30760006533,2541,2
30770003728,1990,2
30770003039,1271,2
30770003071,3166,2
30780005581,1004,3
30780005039,250,3
30800007899,2117,3
30810003067,20416,4
30810007831,220,4
30820006836,1739,4
30820003124,2273,4
308200010791,6733,4
30830003018,3388,4
30830007804,473,4
30840003133,336,6
30850002568,492,4
30850001358,464,3
30860002673,3467,2
30860009819,1629,3
30860006489,348,3
30870006864,6000,4
3087000847,163,4
30880003091,118,4
30890009261,1423,4
30900003088,108,4
30900003591,283,4
30910003592,331,4
30880002406,184,4
30920003331,12043,4
30920002020,2453,4
30930004721,1528,2
30930003094,289,2
30940003093,289,2
30940007791,2181,2
30950002394,61,4
3096000370,143,4
30970004576,336,4
30970004586,188,4
30980003121,205,4
30990002614,83,4
31000001984,152,4
31000003101,310,3
31010004356,356,3
31020001576,24451,2
31020003688,18176,2
31030003104,812,4
31030008327,2104,4
31040003105,774,4
31040003103,812,4
31050003104,774,4
31050008559,1002,4
31060002623,88,4
31070009824,6815,4
31080008795,911,6
31090003099,243,2
31090003140,11306,2
31100003100,1221,4
31100003966,37633,4
31110009642,1158,4
31120002396,1716,4
31130002448,449,2
31130008547,10776,4
31130006071,738,4
31150001467,2081,4
31150004397,911,2
3115000510,12334,4
31160004954,513,4
31170003098,124,4
31170004719,240,4
31180006308,396,3
31180008372,199,4
31190002353,785,4
31190002170,664,4
31190002157,18537,4
31200003569,282,4
31200002003,98,2
31200001652,185,2
31210007896,16411,4
31210003129,123,4
31220003659,3024,2
31240003082,2273,4
31240003516,2404,4
31250005720,2679,6
31250003932,1872,4
31260005466,18443,2
31260003140,25851,2
31260001167,23810,2
31270008830,8719,4
31280003117,122,4
31290003128,82,4
31290003700,4297,3
31300009050,361,3
313000070,408,3
31310002119,12477,2
31320005704,2060,3
31320005697,225,3
31330003477,3142,6
31340005725,2855,2
31350007026,792,4
31350002694,6842,4
31350007422,48,4
31360007792,242,4
31360003150,18608,4
31370009616,178,3
31380007090,159,3
31380008627,675,3
31390008330,136,3
31390007271,364,3
31390006903,70,3
31400002688,2001,2
31400003109,11306,2
31400003126,25851,2
31410009041,504,3
31410004123,874,3
31420003146,4809,6
31430003185,1932,3
31430003213,2827,4
31440007401,179,4
31450002873,1669,4
31450004044,10616,2
314500010401,3647,4
31460007431,15447,6
31470007412,54,3
31480008110,4772,4
31480004799,236,4
31490003160,109,4
31500003136,18608,4
31500008617,375,4
31510006123,2026,4
31520008628,5598,4
31520008603,1619,3
31520005732,13772,3
31520006078,6212,4
31530007435,4641,4
315300010715,1513,4
31540001322,10084,3
31540004267,460,3
31550002688,368,2
31550001170,53139,2
31560003886,6844,4
31560004127,5588,6
31570003144,789,3
31580002970,319,2
31580002958,241,2
31590002569,4043,4
31590003578,2294,4
31490006358,267,4
31600006382,249,4
3161000751,355,2
3161000733,13,2
31610004727,1957,2
31620008656,346,2
316200010734,2022,2
31620006903,323,2
31630004368,1528,3
31630006980,1343,3
31640007747,10400,3
31640007460,4221,3
31640004535,3603,2
31650003762,7787,6
3166000371,244,2
88220003784,163,4
31670009269,258,3
31680003548,490,4
31690003750,54096,6
31700003168,1765,4
31700006601,2798,3
31710007922,4771,6
31710007918,3686,4
317200010504,178,4
31730003174,373,6
3174000292,2928,6
31740003725,2628,4
31750003186,11072,6
31760005307,2147,4
31760005485,877,4
3178000930,149,4
3179000801,6486,2
31790003180,285,2
31800003715,144,2
31810003185,181,3
31820003181,266,3
31830009852,291,3
318300010549,218,3
318400010040,27278,6
31850007991,1089,3
31860001832,5516,4
31860007539,3838,6
31870001033,146,4
3188000817,38419,2
3188000819,452,2
31890005355,25835,4
318900010422,34999,4
31890005015,9955,3
31900003191,84,6
31910003195,4120,6
31910001759,3527,4
31920009333,11702,3
31920005887,487,3
31930005889,485,3
31930003196,2695,3
31940007545,550,2
31950003197,3457,6
3196000401,35469,3
31960003193,2695,3
3197000287,429,6
3198000467,183,4
31990002736,5327,4
31990002724,378,4
32000003202,380,6
32010007177,4091,3
32010005482,5560,3
32020003026,4254,4
32020003205,3995,6
32030003199,279,4
32040003157,1749,3
32050003206,419,6
32060003207,1116,6
32070001803,404,6
32080007589,370,6
3209000212,129,3
32090002788,54,3
321000010084,21293,3
32100003246,220,3
32100003247,207,3
32110006888,474,4
32120004169,4248,2
32120005012,242,2
32130003269,4664,4
32140003144,2850,4
32140003182,1107,3
32150002273,2136,3
32150003203,1512,4
32160007641,8188,3
32160002837,212,2
32170007612,203,4
32180003866,5403,3
32180001135,3765,3
32190004005,5477,4
32190003221,5233,6
32200003224,256,4
32200005592,3196,4
32210007636,196,6
32240003232,385,4
32220003227,104,4
32230003979,187,6
32240003222,159,4
32250003244,21718,6
32260007266,6084,3
32260004899,6339,3
32260006078,10752,3
32260007651,731,3
32270003217,112,4
32280007332,65,4
32290007641,9023,3
32290003245,14613,3
32300003231,431,4
32310003616,2088,4
32310006754,3364,4
32320003227,190,4
32320004037,1496,4
323300010748,2075,3
32340003235,597,3
32340006743,465,3
32350003230,1445,3
32360003634,476,3
323700010729,308,3
32370003236,559,2
323700010717,388,3
32380007692,541,2
323800010717,393,3
32390005626,228,4
3239000351,6390,4
32400003241,178,4
32400005674,449,4
32400005693,457,4
32410003240,178,4
32410003242,143,4
32420003241,143,4
32420002111,24221,4
32440003249,13562,6
324400010669,2394,4
32450003229,14613,3
32450009071,2675,3
32460005993,4108,3
32460003210,220,3
32460003247,182,3
32470003210,207,3
32470003246,182,3
32470002111,21241,3
32480002421,269,4
32490003604,408,6
32500007347,1660,6
32510003252,482,6
32520006758,8171,6
32540004040,2877,2
32540006086,3982,2
32550003215,5183,4
32560003610,1457,3
32560005219,83,3
3257000569,285,3
32580003266,1436,2
3258000966,620,2
32590003255,310,4
32600003292,16923,4
32600002879,9778,4
32610008625,6564,2
32610008334,386,2
32620003352,5773,2
32630003265,6723,6
326400010820,462,4
32650003278,17439,6
32660003258,1436,2
3266000502,1486,2
32670001914,176,4
32670003986,41,4
32670003310,105,4
32680006976,40,2
32690009192,1293,4
3269000101,2103,4
32700002052,84,2
32710007204,189,2
32710003270,101,2
32720003271,120,2
32730007433,44,3
32740009362,115,3
32740009341,228,3
32740005286,285,3
32750009587,4444,2
32750004061,98,2
32750009623,369,2
327600010128,199,4
32760003264,6392,4
32760003907,300,4
32770003444,600,3
32780003283,1765,6
32800006137,987,2
32800006145,1199,2
32800006135,1252,2
32810004562,386,4
328100010004,317,2
32810002109,40131,4
32820003393,4800,4
32820006393,4112,6
32830006038,13842,6
