source,target
2248,22480000002478
22480000002478,2478
2249,22490000002248
22490000002248,2248
2250,22500000002286
22500000002286,2286
2250,22500000005278
22500000005278,5278
2251,22510000002249
22510000002249,2249
2252,22520000006287
22520000006287,6287
2252,22520000004207
22520000004207,4207
2253,22530000001733
22530000001733,1733
2253,22530000001751
22530000001751,1751
2254,22540000002698
22540000002698,2698
2254,22540000005267
22540000005267,5267
2256,22560000006282
22560000006282,6282
2257,22570000002134
22570000002134,2134
2258,22580000002256
22580000002256,2256
2259,22590000006274
22590000006274,6274
2260,22600000002266
22600000002266,2266
2260,22600000005263
22600000005263,5263
2261,22610000002289
22610000002289,2289
2261,22610000002267
22610000002267,2267
2262,22620000006865
22620000006865,6865
2263,22630000008901
22630000008901,8901
2264,22640000002147
22640000002147,2147
2264,22640000001454
22640000001454,1454
2265,22650000002259
22650000002259,2259
2266,22660000009740
22660000009740,9740
2267,22670000001775
22670000001775,1775
2268,22680000006985
22680000006985,6985
2268,22680000002550
22680000002550,2550
2269,22690000002275
22690000002275,2275
2269,22690000002276
22690000002276,2276
2270,22700000004749
22700000004749,4749
2270,2270000000567
2270000000567,567
2272,22720000002291
22720000002291,2291
2272,22720000002677
22720000002677,2677
2272,22720000007399
22720000007399,7399
2273,22730000002598
22730000002598,2598
2274,22740000008577
22740000008577,8577
2274,22740000001867
22740000001867,1867
2275,22750000002283
22750000002283,2283
2276,22760000002283
22760000002283,2283
2276,22760000002285
22760000002285,2285
2277,2277000000740
2277000000740,740
2279,22790000006725
22790000006725,6725
2279,22790000005111
22790000005111,5111
2280,22800000005621
22800000005621,5621
2280,2280000000319
2280000000319,319
2281,22810000002273
22810000002273,2273
2281,22810000003203
22810000003203,3203
2282,2282000000952
2282000000952,952
2282,22820000005163
22820000005163,5163
2283,22830000002281
22830000002281,2281
2284,22840000001510
22840000001510,1510
2285,22850000002915
22850000002915,2915
2285,22850000002276
22850000002276,2276
2286,22860000002250
22860000002250,2250
2286,22860000005196
22860000005196,5196
2287,22870000002546
22870000002546,2546
2287,22870000002294
22870000002294,2294
2288,22880000008257
22880000008257,8257
2288,22880000005857
22880000005857,5857
2288,22880000002553
22880000002553,2553
2289,22890000002528
22890000002528,2528
2290,22900000002305
22900000002305,2305
2290,22900000002677
22900000002677,2677
2290,22900000007309
22900000007309,7309
2291,22910000002272
22910000002272,2272
2291,22910000002313
22910000002313,2313
2292,22920000006900
22920000006900,6900
2292,22920000002293
22920000002293,2293
2293,22930000001040
22930000001040,1040
2293,22930000002292
22930000002292,2292
2293,22930000005527
22930000005527,5527
2294,22940000002295
22940000002295,2295
2294,22940000002287
22940000002287,2287
2295,22950000002300
22950000002300,2300
2295,22950000002294
22950000002294,2294
2296,22960000003889
22960000003889,3889
2297,22970000005721
22970000005721,5721
2298,22980000002299
22980000002299,2299
2298,22980000002300
22980000002300,2300
2299,22990000002298
22990000002298,2298
2299,22990000008245
22990000008245,8245
2299,22990000003767
22990000003767,3767
2300,23000000002298
23000000002298,2298
2300,23000000002499
23000000002499,2499
2300,23000000002295
23000000002295,2295
2301,23010000001189
23010000001189,1189
2301,23010000008877
23010000008877,8877
2302,230200000010898
230200000010898,10898
2302,23020000004675
23020000004675,4675
2302,230200000010893
230200000010893,10893
2303,23030000007897
23030000007897,7897
2303,230300000010243
230300000010243,10243
2305,23050000007288
23050000007288,7288
2305,23050000002290
23050000002290,2290
2307,23070000004382
23070000004382,4382
2308,23080000002321
23080000002321,2321
2309,23090000002314
23090000002314,2314
2309,23090000007237
23090000007237,7237
2310,23100000002312
23100000002312,2312
2311,23110000002219
23110000002219,2219
2311,23110000002319
23110000002319,2319
2312,23120000005267
23120000005267,5267
2312,23120000004295
23120000004295,4295
2313,23130000007288
23130000007288,7288
2313,23130000002291
23130000002291,2291
2313,23130000002340
23130000002340,2340
2314,23140000002345
23140000002345,2345
2314,23140000002309
23140000002309,2309
2314,23140000007702
23140000007702,7702
2315,23150000001872
23150000001872,1872
2315,2315000000354
2315000000354,354
2317,23170000002875
23170000002875,2875
2317,23170000002964
23170000002964,2964
2318,23180000002961
23180000002961,2961
2319,23190000003259
23190000003259,3259
2319,23190000003302
23190000003302,3302
2319,23190000002311
23190000002311,2311
2320,23200000003681
23200000003681,3681
2320,23200000006597
23200000006597,6597
2321,23210000006789
23210000006789,6789
2322,23220000006221
23220000006221,6221
2322,23220000003695
23220000003695,3695
2323,23230000002326
23230000002326,2326
2323,23230000009605
23230000009605,9605
2323,23230000008702
23230000008702,8702
2324,23240000003713
23240000003713,3713
2324,23240000004446
23240000004446,4446
2326,23260000002323
23260000002323,2323
2326,23260000004069
23260000004069,4069
2327,23270000006593
23270000006593,6593
2327,23270000003403
23270000003403,3403
2328,23280000009320
23280000009320,9320
2328,23280000009361
23280000009361,9361
2328,23280000007494
23280000007494,7494
2330,2330000000248
2330000000248,248
2331,23310000006262
23310000006262,6262
2332,23320000002560
23320000002560,2560
2333,23330000007188
23330000007188,7188
2334,2334000000210
2334000000210,210
2334,23340000007933
23340000007933,7933
2335,23350000007704
23350000007704,7704
2335,23350000002345
23350000002345,2345
2336,23360000005388
23360000005388,5388
2336,2336000000174
2336000000174,174
2336,23360000005447
23360000005447,5447
2337,23370000007739
23370000007739,7739
2337,23370000007743
23370000007743,7743
2338,23380000003697
23380000003697,3697
2339,23390000007075
23390000007075,7075
2339,23390000005109
23390000005109,5109
2340,23400000002305
23400000002305,2305
2340,23400000007398
23400000007398,7398
2341,23410000003019
23410000003019,3019
2341,234100000010740
234100000010740,10740
2342,23420000001425
23420000001425,1425
2342,23420000003364
23420000003364,3364
2343,23430000001538
23430000001538,1538
2344,23440000002349
23440000002349,2349
2345,23450000002314
23450000002314,2314
2345,23450000007237
23450000007237,7237
2346,23460000002344
23460000002344,2344
2347,23470000003765
23470000003765,3765
2348,23480000002334
23480000002334,2334
2349,23490000004186
23490000004186,4186
2349,23490000002364
23490000002364,2364
2350,23500000005217
23500000005217,5217
2350,23500000005255
23500000005255,5255
2351,23510000009896
23510000009896,9896
2351,23510000002353
23510000002353,2353
2352,23520000003097
23520000003097,3097
2352,23520000007749
23520000007749,7749
2353,23530000009896
23530000009896,9896
2353,23530000003119
23530000003119,3119
2354,23540000005217
23540000005217,5217
2355,23550000003763
23550000003763,3763
2356,23560000003764
23560000003764,3764
2357,23570000005168
23570000005168,5168
2357,23570000004401
23570000004401,4401
2358,2358000000864
2358000000864,864
2359,23590000003169
23590000003169,3169
2360,23600000004241
23600000004241,4241
2360,23600000004249
23600000004249,4249
2369,23690000007873
23690000007873,7873
2361,23610000003822
23610000003822,3822
2362,23620000003165
23620000003165,3165
2363,23630000004802
23630000004802,4802
2364,23640000004186
23640000004186,4186
2364,23640000003491
23640000003491,3491
2365,23650000003001
23650000003001,3001
2365,23650000003906
23650000003906,3906
2365,23650000004995
23650000004995,4995
2366,23660000004199
23660000004199,4199
2367,23670000007595
23670000007595,7595
2367,23670000004781
23670000004781,4781
2368,23680000007193
23680000007193,7193
2369,23690000002361
23690000002361,2361
2370,23700000004094
23700000004094,4094
2370,23700000003991
23700000003991,3991
2371,23710000002569
23710000002569,2569
2371,23710000002446
23710000002446,2446
2372,23720000002374
23720000002374,2374
2373,23730000002346
23730000002346,2346
2373,23730000002506
23730000002506,2506
2372,23720000002376
23720000002376,2376
2374,23740000002380
23740000002380,2380
2375,23750000007944
23750000007944,7944
2376,23760000002380
23760000002380,2380
2376,23760000009751
23760000009751,9751
2377,23770000008441
23770000008441,8441
2377,23770000007393
23770000007393,7393
2378,23780000003490
23780000003490,3490
2378,237800000010356
237800000010356,10356
2379,23790000002168
23790000002168,2168
2379,23790000005914
23790000005914,5914
2380,23800000001297
23800000001297,1297
2381,23810000002382
23810000002382,2382
2382,23820000002388
23820000002388,2388
2383,23830000002386
23830000002386,2386
2384,23840000004589
23840000004589,4589
2385,23850000005592
23850000005592,5592
2385,23850000006396
23850000006396,6396
2386,23860000002389
23860000002389,2389
2387,23870000005705
23870000005705,5705
2388,23880000001986
23880000001986,1986
2388,23880000002221
23880000002221,2221
2389,23890000001322
23890000001322,1322
2389,23890000002404
23890000002404,2404
2390,23900000009288
23900000009288,9288
2390,23900000002292
23900000002292,2292
2390,23900000005527
23900000005527,5527
2391,23910000002392
23910000002392,2392
2391,23910000004147
23910000004147,4147
2391,23910000007141
23910000007141,7141
2392,23920000002395
23920000002395,2395
2392,23920000002391
23920000002391,2391
2393,23930000002235
23930000002235,2235
2394,23940000003090
23940000003090,3090
2394,23940000002554
23940000002554,2554
2395,23950000002392
23950000002392,2392
2395,2395000000306
2395000000306,306
2396,239600000010758
239600000010758,10758
2397,23970000002384
23970000002384,2384
2397,23970000003491
23970000003491,3491
2399,23990000002017
23990000002017,2017
2399,23990000001652
23990000001652,1652
2400,240000000095
240000000095,95
2400,240000000087
240000000087,87
2401,24010000007204
24010000007204,7204
2401,2401000000358
2401000000358,358
2403,24030000004270
24030000004270,4270
2403,24030000005902
24030000005902,5902
2403,24030000007743
24030000007743,7743
2404,24040000002397
24040000002397,2397
2405,24050000002414
24050000002414,2414
2406,24060000003095
24060000003095,3095
2407,24070000007628
24070000007628,7628
2408,24080000007756
24080000007756,7756
2408,24080000007748
24080000007748,7748
2408,240800000020
240800000020,20
2409,24090000002369
24090000002369,2369
2409,24090000002802
24090000002802,2802
2410,24100000007124
24100000007124,7124
2410,24100000002570
24100000002570,2570
2410,24100000002412
24100000002412,2412
2411,24110000009627
24110000009627,9627
2412,24120000007587
24120000007587,7587
2413,24130000002409
24130000002409,2409
2413,24130000002369
24130000002369,2369
2414,24140000002465
24140000002465,2465
2414,24140000004140
24140000004140,4140
2415,24150000005117
24150000005117,5117
2416,24160000002652
24160000002652,2652
2417,24170000001481
24170000001481,1481
2417,24170000002467
24170000002467,2467
2418,24180000002424
24180000002424,2424
2418,24180000002422
24180000002422,2422
2418,24180000006063
24180000006063,6063
2419,24190000002420
24190000002420,2420
2420,24200000009988
24200000009988,9988
2421,2421000000421
2421000000421,421
2422,24220000002424
24220000002424,2424
2422,24220000002418
24220000002418,2418
2422,2422000000803
2422000000803,803
2423,24230000002198
24230000002198,2198
2424,24240000002418
24240000002418,2418
2424,24240000002426
24240000002426,2426
2424,24240000002422
24240000002422,2422
2425,2425000000348
2425000000348,348
2425,24250000002599
24250000002599,2599
2426,24260000002424
24260000002424,2424
2426,24260000006292
24260000006292,6292
2426,24260000001494
24260000001494,1494
2427,24270000002441
24270000002441,2441
2428,24280000006747
24280000006747,6747
2428,24280000004278
24280000004278,4278
2429,24290000004282
24290000004282,4282
2429,24290000002430
24290000002430,2430
2430,24300000002434
24300000002434,2434
2430,24300000002429
24300000002429,2429
2432,2432000000842
2432000000842,842
2433,24330000002438
24330000002438,2438
2434,24340000009826
24340000009826,9826
2434,24340000006204
24340000006204,6204
2434,24340000002430
24340000002430,2430
2435,24350000008773
24350000008773,8773
2436,2436000000723
2436000000723,723
2436,2436000000742
2436000000742,742
2437,24370000005010
24370000005010,5010
2437,24370000009108
24370000009108,9108
2438,24380000007088
24380000007088,7088
2439,24390000006536
24390000006536,6536
2439,24390000006061
24390000006061,6061
2439,24390000001655
24390000001655,1655
2440,24400000001012
24400000001012,1012
2441,24410000002417
24410000002417,2417
2441,24410000002467
24410000002467,2467
2442,24420000009480
24420000009480,9480
2442,24420000003879
24420000003879,3879
2443,24430000006061
24430000006061,6061
2444,24440000002445
24440000002445,2445
2445,24450000003607
24450000003607,3607
2446,244600000010774
244600000010774,10774
2447,24470000001760
24470000001760,1760
2447,24470000002449
24470000002449,2449
2448,24480000006392
24480000006392,6392
2448,24480000003113
24480000003113,3113
2448,24480000006068
24480000006068,6068
2449,24490000008401
24490000008401,8401
2450,24500000001832
24500000001832,1832
2450,24500000002452
24500000002452,2452
2452,24520000003190
24520000003190,3190
2453,24530000009441
24530000009441,9441
2453,24530000002220
24530000002220,2220
2454,24540000002218
24540000002218,2218
2454,24540000004285
24540000004285,4285
2455,24550000008064
24550000008064,8064
2455,24550000007741
24550000007741,7741
2456,24560000002040
24560000002040,2040
2456,24560000002427
24560000002427,2427
2457,24570000003922
24570000003922,3922
2457,24570000005933
24570000005933,5933
2458,24580000003760
24580000003760,3760
2458,24580000003902
24580000003902,3902
2459,245900000010333
245900000010333,10333
2460,24600000005014
24600000005014,5014
2461,24610000007949
24610000007949,7949
2462,24620000002456
24620000002456,2456
2463,24630000007560
24630000007560,7560
2463,24630000004820
24630000004820,4820
2464,24640000004014
24640000004014,4014
2465,24650000003778
24650000003778,3778
2465,24650000004140
24650000004140,4140
2465,24650000009010
24650000009010,9010
2466,24660000006088
24660000006088,6088
2467,24670000002504
24670000002504,2504
2467,24670000002572
24670000002572,2572
2468,24680000002761
24680000002761,2761
2468,24680000005671
24680000005671,5671
2468,2468000000735
2468000000735,735
2469,24690000009488
24690000009488,9488
2469,24690000001772
24690000001772,1772
2470,24700000006257
24700000006257,6257
2470,247000000010354
247000000010354,10354
2471,24710000002473
24710000002473,2473
2472,24720000006245
24720000006245,6245
2473,24730000003974
24730000003974,3974
2474,24740000009265
24740000009265,9265
2474,24740000002690
24740000002690,2690
2475,247500000045
247500000045,45
2476,2476000000295
2476000000295,295
2477,24770000002548
24770000002548,2548
2478,24780000002440
24780000002440,2440
2478,24780000002244
24780000002244,2244
2479,24790000002477
24790000002477,2477
2479,24790000004991
24790000004991,4991
2480,24800000001827
24800000001827,1827
2480,24800000004012
24800000004012,4012
2481,24810000005587
24810000005587,5587
2481,24810000003437
24810000003437,3437
2482,24820000005628
24820000005628,5628
2482,24820000002535
24820000002535,2535
2483,24830000002485
24830000002485,2485
2483,24830000001831
24830000001831,1831
2484,24840000002458
24840000002458,2458
2485,24850000002492
24850000002492,2492
2486,24860000002524
24860000002524,2524
2487,24870000009033
24870000009033,9033
2487,24870000001027
24870000001027,1027
2488,24880000002484
24880000002484,2484
2489,24890000002490
24890000002490,2490
2490,24900000004980
24900000004980,4980
2491,24910000003393
24910000003393,3393
2491,24910000003300
24910000003300,3300
2492,24920000006718
24920000006718,6718
2493,24930000004113
24930000004113,4113
2493,24930000002346
24930000002346,2346
2494,24940000002462
24940000002462,2462
2495,24950000002498
24950000002498,2498
2495,24950000009090
24950000009090,9090
2496,24960000009602
24960000009602,9602
2496,24960000008916
24960000008916,8916
2497,24970000002496
24970000002496,2496
2497,24970000009602
24970000009602,9602
2498,249800000010059
249800000010059,10059
2498,24980000002495
24980000002495,2495
2499,24990000002300
24990000002300,2300
2500,25000000005499
25000000005499,5499
2501,25010000009095
25010000009095,9095
2502,25020000009338
25020000009338,9338
2502,25020000006238
25020000006238,6238
2503,25030000002547
25030000002547,2547
2503,25030000002494
25030000002494,2494
2504,25040000002503
25040000002503,2503
2505,25050000002479
25050000002479,2479
2506,25060000003384
25060000003384,3384
2506,25060000002522
25060000002522,2522
2507,25070000002508
25070000002508,2508
2508,250800000010492
250800000010492,10492
2508,25080000004452
25080000004452,4452
2509,2509000000339
2509000000339,339
2510,25100000005898
25100000005898,5898
2510,25100000005901
25100000005901,5901
2511,25110000007337
25110000007337,7337
2511,25110000001140
25110000001140,1140
2511,25110000002153
25110000002153,2153
2512,25120000002522
25120000002522,2522
2512,25120000004196
25120000004196,4196
2513,25130000002514
25130000002514,2514
2514,25140000005906
25140000005906,5906
2514,25140000009301
25140000009301,9301
2515,25150000002516
25150000002516,2516
2516,251600000010659
251600000010659,10659
2516,25160000006254
25160000006254,6254
2517,25170000006997
25170000006997,6997
2518,25180000006305
25180000006305,6305
2518,25180000004355
25180000004355,4355
2519,251900000010296
251900000010296,10296
2519,2519000000149
2519000000149,149
2520,25200000001026
25200000001026,1026
2521,25210000002536
25210000002536,2536
2522,25220000002529
25220000002529,2529
2523,25230000001923
25230000001923,1923
2523,25230000002525
25230000002525,2525
2524,25240000003731
25240000003731,3731
2525,2525000000720
2525000000720,720
2526,25260000002488
25260000002488,2488
2527,25270000005224
25270000005224,5224
2527,25270000008897
25270000008897,8897
2527,25270000008892
25270000008892,8892
2528,25280000004308
25280000004308,4308
2528,25280000002950
25280000002950,2950
2528,25280000002534
25280000002534,2534
2529,25290000004196
25290000004196,4196
2529,25290000002974
25290000002974,2974
2530,25300000005569
25300000005569,5569
2530,253000000010106
253000000010106,10106
2531,25310000002834
25310000002834,2834
2531,25310000002573
25310000002573,2573
2532,25320000002691
25320000002691,2691
2533,25330000009506
25330000009506,9506
2533,25330000002535
25330000002535,2535
2534,25340000002884
25340000002884,2884
2535,25350000002482
25350000002482,2482
2535,25350000002533
25350000002533,2533
2536,25360000002537
25360000002537,2537
2536,25360000002542
25360000002542,2542
2537,25370000004198
25370000004198,4198
2542,254200000073
254200000073,73
2543,25430000009826
25430000009826,9826
2545,25450000007484
25450000007484,7484
2545,25450000007759
25450000007759,7759
2546,25460000002603
25460000002603,2603
2546,25460000002287
25460000002287,2287
2547,25470000003459
25470000003459,3459
2547,25470000002462
25470000002462,2462
2548,25480000002505
25480000002505,2505
2548,25480000002735
25480000002735,2735
2549,25490000001104
25490000001104,1104
2549,25490000007309
25490000007309,7309
2549,25490000006639
25490000006639,6639
2550,25500000002192
25500000002192,2192
2550,25500000002268
25500000002268,2268
2550,25500000004317
25500000004317,4317
2551,25510000001867
25510000001867,1867
2551,25510000008581
25510000008581,8581
2552,25520000003345
25520000003345,3345
2552,25520000004284
25520000004284,4284
2553,25530000002288
25530000002288,2288
2553,25530000004317
25530000004317,4317
2553,2553000000317
2553000000317,317
2554,25540000002394
25540000002394,2394
2554,25540000002555
25540000002555,2555
2555,25550000004331
25550000004331,4331
2556,25560000002577
25560000002577,2577
2556,2556000000908
2556000000908,908
2557,25570000002459
25570000002459,2459
2558,25580000006561
25580000006561,6561
2559,25590000001910
25590000001910,1910
2559,25590000002551
25590000002551,2551
2560,25600000002308
25600000002308,2308
2562,25620000002009
25620000002009,2009
2562,25620000002022
25620000002022,2022
2563,25630000003779
25630000003779,3779
2563,25630000002022
25630000002022,2022
2564,25640000006467
25640000006467,6467
2564,25640000009557
25640000009557,9557
2564,25640000006447
25640000006447,6447
2565,25650000003506
25650000003506,3506
2565,2565000000331
2565000000331,331
2566,25660000001114
25660000001114,1114
2566,25660000001131
25660000001131,1131
2566,25660000009652
25660000009652,9652
2567,25670000006794
25670000006794,6794
2568,25680000003110
25680000003110,3110
2568,25680000001358
25680000001358,1358
2569,25690000002446
25690000002446,2446
2569,25690000003159
25690000003159,3159
2570,25700000002571
25700000002571,2571
2570,25700000002605
25700000002605,2605
2571,25710000002412
25710000002412,2412
2572,25720000002504
25720000002504,2504
2572,25720000004015
25720000004015,4015
2573,25730000005569
25730000005569,5569
2573,25730000002531
25730000002531,2531
2573,25730000001017
25730000001017,1017
2574,257400000010145
257400000010145,10145
2574,25740000002579
25740000002579,2579
2575,25750000002576
25750000002576,2576
2575,25750000002579
25750000002579,2579
2576,25760000002574
25760000002574,2574
2577,25770000002556
25770000002556,2556
2577,25770000008917
25770000008917,8917
2579,25790000002581
25790000002581,2581
2580,25800000004411
25800000004411,4411
2579,25790000002113
25790000002113,2113
2581,25810000002582
25810000002582,2582
2582,25820000002584
25820000002584,2584
2583,25830000002586
25830000002586,2586
2584,25840000002580
25840000002580,2580
2584,25840000002583
25840000002583,2583
2585,25850000001747
25850000001747,1747
2585,25850000006836
25850000006836,6836
2586,25860000002580
25860000002580,2580
2586,258600000010084
258600000010084,10084
2587,25870000003826
25870000003826,3826
2587,25870000007123
25870000007123,7123
2587,25870000002647
25870000002647,2647
2588,25880000002113
25880000002113,2113
2588,25880000004439
25880000004439,4439
2589,25890000002590
25890000002590,2590
2590,25900000009466
25900000009466,9466
2590,25900000002588
25900000002588,2588
2591,2591000000264
2591000000264,264
2591,25910000003359
25910000003359,3359
2592,25920000002601
25920000002601,2601
2593,25930000006032
25930000006032,6032
2593,25930000004859
25930000004859,4859
2594,25940000009675
25940000009675,9675
2594,25940000004502
25940000004502,4502
2595,25950000002592
25950000002592,2592
2595,25950000003658
25950000003658,3658
2598,25980000004970
25980000004970,4970
2598,25980000002269
25980000002269,2269
2599,2599000000348
2599000000348,348
2599,25990000009213
25990000009213,9213
2600,26000000002602
26000000002602,2602
2600,26000000002604
26000000002604,2604
2601,26010000007120
26010000007120,7120
2601,26010000009665
26010000009665,9665
2602,26020000002594
26020000002594,2594
2603,26030000002546
26030000002546,2546
2603,26030000002222
26030000002222,2222
2604,26040000007112
26040000007112,7112
2604,26040000007341
26040000007341,7341
2605,26050000002571
26050000002571,2571
2605,26050000002124
26050000002124,2124
2607,26070000005118
26070000005118,5118
2608,26080000003897
26080000003897,3897
2608,26080000005317
26080000005317,5317
2609,26090000009650
26090000009650,9650
2609,26090000001324
26090000001324,1324
3099,30990000001808
30990000001808,1808
2614,26140000001740
26140000001740,1740
2615,26150000003716
26150000003716,3716
1808,18080000003106
18080000003106,3106
2616,26160000001894
26160000001894,1894
2617,26170000008090
26170000008090,8090
2618,26180000009361
26180000009361,9361
2618,26180000004732
26180000004732,4732
2618,26180000008199
26180000008199,8199
2619,26190000003268
26190000003268,3268
2619,261900000010406
261900000010406,10406
2620,26200000006124
26200000006124,6124
2621,26210000005475
26210000005475,5475
2621,262100000029
262100000029,29
2621,26210000005438
26210000005438,5438
3106,31060000003099
31060000003099,3099
2623,26230000003109
26230000003109,3109
2624,26240000005930
26240000005930,5930
2624,26240000006332
26240000006332,6332
2624,26240000008618
26240000008618,8618
2625,26250000002666
26250000002666,2666
2625,26250000009086
26250000009086,9086
2626,26260000009434
26260000009434,9434
2626,26260000005829
26260000005829,5829
2627,26270000002649
26270000002649,2649
2627,26270000005829
26270000005829,5829
2628,26280000005081
26280000005081,5081
2628,26280000006973
26280000006973,6973
2629,26290000008284
26290000008284,8284
2630,26300000003027
26300000003027,3027
2630,26300000002727
26300000002727,2727
2631,26310000007776
26310000007776,7776
2631,26310000003915
26310000003915,3915
2633,26330000005515
26330000005515,5515
2634,26340000008290
26340000008290,8290
2634,26340000004204
26340000004204,4204
2636,26360000002639
26360000002639,2639
2637,263700000010640
263700000010640,10640
2637,26370000002709
26370000002709,2709
2639,26390000009056
26390000009056,9056
2639,26390000009621
26390000009621,9621
2642,26420000004398
26420000004398,4398
2642,26420000002870
26420000002870,2870
2643,26430000004747
26430000004747,4747
2644,26440000007160
26440000007160,7160
2644,26440000008657
26440000008657,8657
2645,26450000008657
26450000008657,8657
2645,26450000004587
26450000004587,4587
2647,26470000005810
26470000005810,5810
2647,26470000002587
26470000002587,2587
2647,26470000007123
26470000007123,7123
2648,26480000002649
26480000002649,2649
2648,26480000002627
26480000002627,2627
2649,26490000004769
26490000004769,4769
2650,2650000000603
2650000000603,603
2651,26510000004587
26510000004587,4587
2651,26510000009187
26510000009187,9187
2652,26520000002969
26520000002969,2969
2653,26530000008633
26530000008633,8633
2653,26530000002509
26530000002509,2509
2654,26540000002655
26540000002655,2655
2655,265500000010024
265500000010024,10024
2656,26560000004797
26560000004797,4797
2658,26580000002663
26580000002663,2663
2659,26590000001564
26590000001564,1564
2659,26590000004804
26590000004804,4804
2660,2660000000999
2660000000999,999
2661,26610000002625
26610000002625,2625
2662,26620000003603
26620000003603,3603
2662,26620000004771
26620000004771,4771
2663,26630000008393
26630000008393,8393
2665,26650000002660
26650000002660,2660
2666,26660000002730
26660000002730,2730
2667,26670000002669
26670000002669,2669
2668,26680000002173
26680000002173,2173
2668,26680000004837
26680000004837,4837
2669,26690000002670
26690000002670,2670
2670,26700000003484
26700000003484,3484
2670,26700000002671
26700000002671,2671
2671,26710000002672
26710000002672,2672
2672,26720000002675
26720000002675,2675
2673,26730000003086
26730000003086,3086
2674,2674000000136
2674000000136,136
2674,26740000008849
26740000008849,8849
2675,26750000004875
26750000004875,4875
2676,26760000004888
26760000004888,4888
2676,2676000000241
2676000000241,241
2677,26770000002272
26770000002272,2272
2677,26770000002290
26770000002290,2290
2678,2678000000790
2678000000790,790
2678,2678000000374
2678000000374,374
2679,26790000002673
26790000002673,2673
2680,26800000005082
26800000005082,5082
2680,26800000009447
26800000009447,9447
2681,26810000002842
26810000002842,2842
2682,26820000002681
26820000002681,2681
2682,26820000008452
26820000008452,8452
2683,26830000008412
26830000008412,8412
2683,26830000009245
26830000009245,9245
2684,2684000000375
2684000000375,375
2685,26850000004456
26850000004456,4456
2685,2685000000304
2685000000304,304
2686,26860000002104
26860000002104,2104
2686,268600000010552
268600000010552,10552
2687,26870000002724
26870000002724,2724
2687,26870000002686
26870000002686,2686
2688,26880000003140
26880000003140,3140
2688,26880000001238
26880000001238,1238
2689,26890000007201
26890000007201,7201
2690,26900000006384
26900000006384,6384
2690,26900000002474
26900000002474,2474
2691,26910000002521
26910000002521,2521
2691,26910000009266
26910000009266,9266
2692,26920000005990
26920000005990,5990
2693,26930000007356
26930000007356,7356
2693,26930000004383
26930000004383,4383
2694,26940000009009
26940000009009,9009
2694,26940000003135
26940000003135,3135
2695,26950000007356
26950000007356,7356
2695,26950000002693
26950000002693,2693
2695,26950000006197
26950000006197,6197
2696,26960000006197
26960000006197,6197
2696,26960000002695
26960000002695,2695
2697,26970000001755
26970000001755,1755
2697,26970000002699
26970000002699,2699
2698,26980000006299
26980000006299,6299
2698,26980000009453
26980000009453,9453
2698,26980000002254
26980000002254,2254
2699,26990000002542
26990000002542,2542
2700,27000000009540
27000000009540,9540
2700,27000000002996
27000000002996,2996
2701,27010000008899
27010000008899,8899
2701,27010000003583
27010000003583,3583
2702,27020000007465
27020000007465,7465
2702,2702000000995
2702000000995,995
2703,27030000002707
27030000002707,2707
2703,27030000005990
27030000005990,5990
2704,27040000002661
27040000002661,2661
2705,27050000008426
27050000008426,8426
2706,27060000001001
27060000001001,1001
2706,270600000010815
270600000010815,10815
2707,27070000004861
27070000004861,4861
2709,27090000002733
27090000002733,2733
2710,27100000004999
27100000004999,4999
2711,27110000002712
27110000002712,2712
2712,27120000002702
27120000002702,2702
2713,27130000002714
27130000002714,2714
2714,271400000088
271400000088,88
2715,27150000009244
27150000009244,9244
2715,27150000004854
27150000004854,4854
2716,27160000006230
27160000006230,6230
2717,2717000000526
2717000000526,526
2718,27180000003646
27180000003646,3646
2718,27180000002742
27180000002742,2742
2719,27190000007585
27190000007585,7585
2720,2720000000128
2720000000128,128
2720,27200000002721
27200000002721,2721
2721,27210000002720
27210000002720,2720
2721,27210000005370
27210000005370,5370
2722,27220000004448
27220000004448,4448
2722,27220000004454
27220000004454,4454
2724,27240000003199
27240000003199,3199
2724,27240000002687
27240000002687,2687
2725,27250000008995
27250000008995,8995
2725,27250000007588
27250000007588,7588
2726,27260000002892
27260000002892,2892
2727,27270000004453
27270000004453,4453
2727,27270000002630
27270000002630,2630
2728,27280000004291
27280000004291,4291
2728,27280000007333
27280000007333,7333
2728,27280000006046
27280000006046,6046
2730,27300000009452
27300000009452,9452
2731,27310000005050
27310000005050,5050
2731,27310000004547
27310000004547,4547
2731,27310000002739
27310000002739,2739
2732,27320000003230
27320000003230,3230
2733,2733000000585
2733000000585,585
2733,27330000002709
27330000002709,2709
2734,27340000003494
27340000003494,3494
2735,27350000002505
27350000002505,2505
2735,27350000002763
27350000002763,2763
2736,27360000002935
27360000002935,2935
2736,27360000002743
27360000002743,2743
2737,27370000002732
27370000002732,2732
2738,27380000001389
27380000001389,1389
2739,27390000002731
27390000002731,2731
2739,27390000005205
27390000005205,5205
2739,27390000007967
27390000007967,7967
2740,27400000006705
27400000006705,6705
2740,27400000006116
27400000006116,6116
2741,27410000001515
27410000001515,1515
2741,27410000004662
27410000004662,4662
2741,27410000007046
27410000007046,7046
2742,27420000002718
27420000002718,2718
2742,27420000008815
27420000008815,8815
2743,27430000002915
27430000002915,2915
2743,27430000009867
27430000009867,9867
2744,27440000004377
27440000004377,4377
6116,61160000001444
