source,target
5488,548800000010515
548800000010515,10515
5488,54880000008957
54880000008957,8957
5489,54890000005538
54890000005538,5538
5489,548900000094
548900000094,94
5490,54900000005756
54900000005756,5756
5490,54900000005491
54900000005491,5491
5490,54900000005844
54900000005844,5844
5491,549100000010257
549100000010257,10257
5491,54910000005490
54910000005490,5490
5491,54910000005812
54910000005812,5812
5492,54920000009884
54920000009884,9884
5493,549300000010257
549300000010257,10257
5493,54930000004570
54930000004570,4570
5493,54930000005549
54930000005549,5549
5494,54940000005526
54940000005526,5526
5494,54940000005495
54940000005495,5495
5495,54950000005496
54950000005496,5496
5495,54950000005494
54950000005494,5494
5495,54950000005526
54950000005526,5526
5496,54960000005497
54960000005497,5497
5496,54960000005590
54960000005590,5590
5496,54960000005495
54960000005495,5495
5497,54970000005496
54970000005496,5496
5497,54970000005577
54970000005577,5577
5497,54970000005590
54970000005590,5590
5498,5498000000600
5498000000600,600
5499,54990000002507
54990000002507,2507
5500,55000000005582
55000000005582,5582
5501,55010000005577
55010000005577,5577
5501,55010000005394
55010000005394,5394
5502,55020000005867
55020000005867,5867
5503,55030000005408
55030000005408,5408
5503,55030000005390
55030000005390,5390
5504,55040000003528
55040000003528,3528
5504,55040000005602
55040000005602,5602
5505,55050000005214
55050000005214,5214
5506,55060000001589
55060000001589,1589
5506,55060000009254
55060000009254,9254
5506,55060000001519
55060000001519,1519
5507,550700000010355
550700000010355,10355
5508,550800000010314
550800000010314,10314
5508,55080000009243
55080000009243,9243
5508,55080000007108
55080000007108,7108
5509,55090000001690
55090000001690,1690
5509,550900000010510
550900000010510,10510
5510,55100000003479
55100000003479,3479
5511,55110000005553
55110000005553,5553
5512,55120000004680
55120000004680,4680
5512,55120000008167
55120000008167,8167
5513,55130000005931
55130000005931,5931
5514,55140000005601
55140000005601,5601
5514,55140000005537
55140000005537,5537
5515,55150000006040
55150000006040,6040
5516,55160000004093
55160000004093,4093
5516,55160000005631
55160000005631,5631
5517,55170000004744
55170000004744,4744
5517,55170000004750
55170000004750,4750
5517,55170000001175
55170000001175,1175
5518,55180000004117
55180000004117,4117
5518,55180000004374
55180000004374,4374
5519,55190000008166
55190000008166,8166
5519,55190000008279
55190000008279,8279
5520,55200000005522
55200000005522,5522
5521,55210000004913
55210000004913,4913
5521,55210000004926
55210000004926,4926
5522,55220000004698
55220000004698,4698
5523,55230000006039
55230000006039,6039
5524,55240000001240
55240000001240,1240
5524,55240000005746
55240000005746,5746
5525,55250000008546
55250000008546,8546
5525,55250000008035
55250000008035,8035
5525,55250000006175
55250000006175,6175
5526,55260000001697
55260000001697,1697
5526,55260000005495
55260000005495,5495
5527,55270000005795
55270000005795,5795
5527,55270000002390
55270000002390,2390
5528,55280000002419
55280000002419,2419
5529,55290000005665
55290000005665,5665
5529,55290000003069
55290000003069,3069
5530,5530000000504
5530000000504,504
5531,55310000005538
55310000005538,5538
5531,553100000010339
553100000010339,10339
5531,553100000094
553100000094,94
5532,55320000005529
55320000005529,5529
5532,55320000007302
55320000007302,7302
5532,55320000005535
55320000005535,5535
5533,55330000001225
55330000001225,1225
5533,55330000005535
55330000005535,5535
5533,55330000005665
55330000005665,5665
5534,55340000009129
55340000009129,9129
5534,55340000009018
55340000009018,9018
5534,55340000006357
55340000006357,6357
5535,55350000005665
55350000005665,5665
5535,55350000005532
55350000005532,5532
5536,55360000009856
55360000009856,9856
5536,55360000005180
55360000005180,5180
5537,55370000007097
55370000007097,7097
5537,55370000005514
55370000005514,5514
5537,55370000007100
55370000007100,7100
5538,55380000005489
55380000005489,5489
5538,55380000005531
55380000005531,5531
5538,55380000009957
55380000009957,9957
5539,55390000005543
55390000005543,5543
5540,55400000005635
55400000005635,5635
5541,554100000010858
554100000010858,10858
5541,55410000005708
55410000005708,5708
5542,55420000005549
55420000005549,5549
5542,55420000005494
55420000005494,5494
5543,55430000003602
55430000003602,3602
5544,55440000005553
55440000005553,5553
5544,554400000010434
554400000010434,10434
5545,55450000001798
55450000001798,1798
5546,55460000001441
55460000001441,1441
5546,55460000008398
55460000008398,8398
5547,55470000007776
55470000007776,7776
5548,55480000005584
55480000005584,5584
5548,554800000010124
554800000010124,10124
5548,55480000005588
55480000005588,5588
5549,55490000001697
55490000001697,1697
5549,55490000005493
55490000005493,5493
5549,55490000005542
55490000005542,5542
5550,55500000009965
55500000009965,9965
905,9050000005554
9050000005554,5554
5551,55510000004154
55510000004154,4154
5552,55520000008781
55520000008781,8781
5552,55520000007861
55520000007861,7861
5553,55530000005544
55530000005544,5544
5553,55530000005511
55530000005511,5511
5554,55540000002234
55540000002234,2234
5555,55550000004101
55550000004101,4101
5555,55550000004111
55550000004111,4111
5556,555600000010655
555600000010655,10655
5557,55570000001076
55570000001076,1076
5557,5557000000895
5557000000895,895
5558,55580000005457
55580000005457,5457
5558,5558000000811
5558000000811,811
5559,5559000000152
5559000000152,152
5559,55590000001187
55590000001187,1187
5559,55590000003755
55590000003755,3755
5560,55600000003600
55600000003600,3600
5560,55600000008971
55600000008971,8971
5561,55610000006469
55610000006469,6469
5562,55620000005313
55620000005313,5313
5562,55620000005564
55620000005564,5564
5563,556300000010725
556300000010725,10725
5564,55640000005562
55640000005562,5562
5564,55640000005693
55640000005693,5693
5565,55650000005568
55650000005568,5568
5566,5566000000811
5566000000811,811
5566,556600000079
556600000079,79
5567,556700000010741
556700000010741,10741
5567,55670000006102
55670000006102,6102
5568,55680000006553
55680000006553,6553
5568,55680000005570
55680000005570,5570
5569,55690000002530
55690000002530,2530
5569,55690000002573
55690000002573,2573
5570,55700000005571
55700000005571,5571
5571,55710000006192
55710000006192,6192
5571,55710000005563
55710000005563,5563
5572,557200000010769
557200000010769,10769
5572,557200000010742
557200000010742,10742
5573,55730000008993
55730000008993,8993
5573,55730000003010
55730000003010,3010
5574,55740000005831
55740000005831,5831
5574,55740000008844
55740000008844,8844
5574,55740000005575
55740000005575,5575
5575,55750000007706
55750000007706,7706
5575,55750000005819
55750000005819,5819
5575,55750000005574
55750000005574,5574
5576,55760000005481
55760000005481,5481
5577,55770000005497
55770000005497,5497
5577,55770000005501
55770000005501,5501
5578,5578000000365
5578000000365,365
5579,55790000008184
55790000008184,8184
5579,55790000005039
55790000005039,5039
5580,55800000001251
55800000001251,1251
5581,55810000002169
55810000002169,2169
5581,55810000003078
55810000003078,3078
5582,55820000005523
55820000005523,5523
5582,55820000005515
55820000005515,5515
5583,55830000009007
55830000009007,9007
5584,558400000010124
558400000010124,10124
5584,55840000005548
55840000005548,5548
5584,55840000009273
55840000009273,9273
5586,55860000002178
55860000002178,2178
5586,55860000008206
55860000008206,8206
5587,55870000001696
55870000001696,1696
5587,55870000002481
55870000002481,2481
5588,55880000005548
55880000005548,5548
5589,55890000003641
55890000003641,3641
5589,55890000006462
55890000006462,6462
5590,55900000005610
55900000005610,5610
5591,55910000008253
55910000008253,8253
5591,559100000010311
559100000010311,10311
5592,55920000002385
55920000002385,2385
5592,55920000003220
55920000003220,3220
5593,5593000000774
5593000000774,774
5593,5593000000742
5593000000742,742
5594,55940000005362
55940000005362,5362
5594,55940000008197
55940000008197,8197
5595,55950000008256
55950000008256,8256
5596,55960000005497
55960000005497,5497
5596,55960000005577
55960000005577,5577
5597,5597000000691
5597000000691,691
5598,55980000005599
55980000005599,5599
5599,5599000000682
5599000000682,682
5601,56010000005514
56010000005514,5514
5601,56010000005604
56010000005604,5604
5601,56010000005602
56010000005602,5602
5602,56020000005504
56020000005504,5504
5602,56020000005514
56020000005514,5514
5603,56030000009064
56030000009064,9064
5603,56030000008704
56030000008704,8704
5603,56030000008221
56030000008221,8221
5604,56040000007161
56040000007161,7161
5604,56040000005601
56040000005601,5601
5605,56050000008007
56050000008007,8007
5606,56060000005642
56060000005642,5642
5607,56070000005608
56070000005608,5608
5607,56070000006491
56070000006491,6491
5608,56080000005607
56080000005607,5607
5608,56080000008127
56080000008127,8127
5609,56090000001418
56090000001418,1418
5610,56100000007267
56100000007267,7267
5610,56100000005596
56100000005596,5596
5611,56110000004776
56110000004776,4776
5611,56110000006214
56110000006214,6214
5612,56120000001513
56120000001513,1513
5612,5612000000774
5612000000774,774
5613,56130000001943
56130000001943,1943
5614,56140000008283
56140000008283,8283
5615,56150000003551
56150000003551,3551
5616,56160000005266
56160000005266,5266
5616,56160000008331
56160000008331,8331
5616,56160000005303
56160000005303,5303
5617,56170000008717
56170000008717,8717
5617,56170000008974
56170000008974,8974
5618,56180000004255
56180000004255,4255
5619,56190000006787
56190000006787,6787
5619,5619000000644
5619000000644,644
5620,56200000006480
56200000006480,6480
5620,56200000006470
56200000006470,6470
5620,56200000005126
56200000005126,5126
5621,56210000009960
56210000009960,9960
5621,56210000002280
56210000002280,2280
5621,56210000004072
56210000004072,4072
5622,56220000005651
56220000005651,5651
5622,56220000005652
56220000005652,5652
5622,56220000005613
56220000005613,5613
5623,56230000005712
56230000005712,5712
5623,56230000003286
56230000003286,3286
5624,56240000005626
56240000005626,5626
5624,56240000003239
56240000003239,3239
5625,56250000005641
56250000005641,5641
5625,56250000008763
56250000008763,8763
5626,56260000005643
56260000005643,5643
5627,56270000005129
56270000005129,5129
5628,56280000002482
56280000002482,2482
5628,5628000000150
5628000000150,150
5629,56290000009962
56290000009962,9962
5629,5629000000318
5629000000318,318
5630,56300000005613
56300000005613,5613
5630,56300000005622
56300000005622,5622
5631,56310000006799
56310000006799,6799
5632,56320000005810
56320000005810,5810
5632,563200000010164
563200000010164,10164
5632,56320000001965
56320000001965,1965
5633,56330000005637
56330000005637,5637
5634,56340000006040
56340000006040,6040
5634,56340000005964
56340000005964,5964
5635,56350000003316
56350000003316,3316
5636,5636000000175
5636000000175,175
5636,563600000010711
563600000010711,10711
5637,56370000002880
56370000002880,2880
5638,56380000005624
56380000005624,5624
5638,56380000005750
56380000005750,5750
5639,56390000005644
56390000005644,5644
5640,5640000000191
5640000000191,191
5641,56410000005625
56410000005625,5625
5641,5641000000223
5641000000223,223
5642,56420000005716
56420000005716,5716
5643,56430000005674
56430000005674,5674
5626,56260000005659
56260000005659,5659
5644,56440000005640
56440000005640,5640
5644,56440000001384
56440000001384,1384
5645,5645000000230
5645000000230,230
5646,56460000005624
56460000005624,5624
5646,56460000005638
56460000005638,5638
5647,564700000010800
564700000010800,10800
5648,56480000009587
56480000009587,9587
5648,5648000000909
5648000000909,909
5649,56490000009824
56490000009824,9824
5650,56500000005652
56500000005652,5652
5650,56500000005622
56500000005622,5622
5651,56510000007525
56510000007525,7525
5652,56520000005678
56520000005678,5678
5653,56530000003487
56530000003487,3487
5654,5654000000260
5654000000260,260
5654,56540000005479
56540000005479,5479
5655,56550000005338
56550000005338,5338
5655,56550000003034
56550000003034,3034
5655,56550000004002
56550000004002,4002
5656,56560000005692
56560000005692,5692
5656,56560000001996
56560000001996,1996
5657,56570000005646
56570000005646,5646
5658,56580000002726
56580000002726,2726
5659,56590000005657
56590000005657,5657
5660,566000000010197
566000000010197,10197
5660,56600000002055
56600000002055,2055
5661,566100000010184
566100000010184,10184
5661,56610000005664
56610000005664,5664
5662,56620000005651
56620000005651,5651
5662,56620000005622
56620000005622,5622
5686,56860000008355
56860000008355,8355
5663,566300000010278
566300000010278,10278
5664,566400000010296
566400000010296,10296
5664,56640000005661
56640000005661,5661
5665,56650000005529
56650000005529,5529
5665,56650000005533
56650000005533,5533
5665,56650000005535
56650000005535,5535
5666,566600000010099
566600000010099,10099
5667,56670000008125
56670000008125,8125
5668,5668000000177
5668000000177,177
5668,56680000007397
56680000007397,7397
5668,56680000007631
56680000007631,7631
5669,56690000001656
56690000001656,1656
5669,5669000000223
5669000000223,223
5670,56700000001943
56700000001943,1943
5670,56700000005703
56700000005703,5703
5671,56710000001915
56710000001915,1915
5671,56710000002468
56710000002468,2468
5672,56720000005781
56720000005781,5781
5673,56730000009401
56730000009401,9401
5673,5673000000870
5673000000870,870
5674,56740000003240
56740000003240,3240
5674,56740000005659
56740000005659,5659
5675,5675000000275
5675000000275,275
5675,56750000005686
56750000005686,5686
5677,56770000005681
56770000005681,5681
5677,56770000005684
56770000005684,5684
5678,567800000010780
567800000010780,10780
5678,56780000005662
56780000005662,5662
5679,56790000005923
56790000005923,5923
5679,56790000007469
56790000007469,7469
5680,56800000005923
56800000005923,5923
8355,83550000001212
83550000001212,1212
5681,56810000005684
56810000005684,5684
5681,56810000009068
56810000009068,9068
5681,56810000005677
56810000005677,5677
5682,56820000003786
56820000003786,3786
5682,56820000009564
56820000009564,9564
5682,56820000005894
56820000005894,5894
5683,56830000008860
56830000008860,8860
5684,56840000005681
56840000005681,5681
5684,568400000010402
568400000010402,10402
5684,56840000005677
56840000005677,5677
5685,56850000005353
56850000005353,5353
5686,56860000005663
56860000005663,5663
5687,56870000005754
56870000005754,5754
5688,56880000005692
56880000005692,5692
5689,56890000005688
56890000005688,5688
5690,56900000005618
56900000005618,5618
5691,56910000009913
56910000009913,9913
5691,56910000006847
56910000006847,6847
5692,56920000003510
56920000003510,3510
5693,56930000005564
56930000005564,5564
5693,56930000005709
56930000005709,5709
5694,56940000003978
56940000003978,3978
5694,56940000009868
56940000009868,9868
5695,5695000000920
5695000000920,920
5696,56960000003812
56960000003812,3812
5696,569600000010902
569600000010902,10902
5697,56970000005120
56970000005120,5120
5697,56970000003132
56970000003132,3132
5698,5698000000936
5698000000936,936
5698,5698000000915
5698000000915,915
5698,569800000010148
569800000010148,10148
5699,56990000005656
56990000005656,5656
5700,57000000003647
57000000003647,3647
5700,5700000000443
5700000000443,443
5700,57000000005711
57000000005711,5711
5701,5701000000922
5701000000922,922
5702,57020000005838
57020000005838,5838
5703,57030000001195
57030000001195,1195
5703,57030000005670
57030000005670,5670
5704,57040000003147
57040000003147,3147
5704,57040000003132
57040000003132,3132
5705,57050000007785
57050000007785,7785
5706,57060000005911
57060000005911,5911
5706,57060000006567
57060000006567,6567
5707,57070000005704
57070000005704,5704
5707,57070000006833
57070000006833,6833
5708,57080000005541
57080000005541,5541
5708,57080000005333
57080000005333,5333
5709,57090000003241
57090000003241,3241
5709,57090000003242
57090000003242,3242
5710,57100000009472
57100000009472,9472
5710,57100000004135
57100000004135,4135
5711,57110000005700
57110000005700,5700
5712,57120000005524
57120000005524,5524
5713,57130000005463
57130000005463,5463
5714,57140000005715
57140000005715,5715
5715,57150000004885
57150000004885,4885
5715,57150000005717
57150000005717,5717
5716,57160000005981
57160000005981,5981
5717,57170000005720
57170000005720,5720
5718,57180000005723
57180000005723,5723
5718,5718000000540
5718000000540,540
5719,57190000008282
57190000008282,8282
5719,57190000008373
57190000008373,8373
5720,57200000002088
57200000002088,2088
5721,5721000000317
5721000000317,317
5721,5721000000343
5721000000343,343
5722,57220000002500
57220000002500,2500
5722,5722000000974
5722000000974,974
5723,5723000000128
5723000000128,128
5724,57240000008243
57240000008243,8243
5724,572400000010750
572400000010750,10750
5724,57240000008855
57240000008855,8855
5725,57250000002840
57250000002840,2840
5725,57250000003134
57250000003134,3134
5726,57260000008946
57260000008946,8946
5727,57270000005099
57270000005099,5099
5727,5727000000246
5727000000246,246
5727,572700000071
572700000071,71
5728,57280000008779
57280000008779,8779
5728,57280000002767
57280000002767,2767
5729,57290000008059
57290000008059,8059
5730,57300000007986
57300000007986,7986
5731,57310000003486
57310000003486,3486
5731,57310000005734
57310000005734,5734
5732,57320000003152
57320000003152,3152
5732,57320000005381
57320000005381,5381
5733,57330000005736
57330000005736,5736
5734,57340000005747
57340000005747,5747
5734,57340000005749
57340000005749,5749
5735,5735000000163
5735000000163,163
5735,57350000003070
57350000003070,3070
5736,57360000005740
57360000005740,5740
5737,57370000001693
57370000001693,1693
5738,57380000001509
57380000001509,1509
5739,57390000002558
57390000002558,2558
5740,57400000004051
57400000004051,4051
5740,5740000000631
5740000000631,631
5741,57410000005812
57410000005812,5812
5741,5741000000574
5741000000574,574
5742,57420000005731
57420000005731,5731
5742,57420000005749
57420000005749,5749
5743,57430000008890
57430000008890,8890
5743,57430000005060
57430000005060,5060
5744,57440000002863
57440000002863,2863
5745,57450000005748
57450000005748,5748
5746,57460000005576
57460000005576,5576
5746,57460000002633
57460000002633,2633
5747,57470000001168
57470000001168,1168
5747,57470000005734
57470000005734,5734
5748,5748000000675
5748000000675,675
5749,57490000005437
57490000005437,5437
5749,57490000005734
57490000005734,5734
5749,57490000005742
57490000005742,5742
5750,57500000005753
57500000005753,5753
5750,57500000005638
57500000005638,5638
5751,57510000005745
57510000005745,5745
5752,57520000005751
57520000005751,5751
5753,57530000006080
57530000006080,6080
5753,57530000005750
57530000005750,5750
5754,57540000005773
57540000005773,5773
5754,57540000005687
57540000005687,5687
5756,57560000005490
57560000005490,5490
5756,57560000006342
57560000006342,6342
5757,5757000000723
5757000000723,723
5757,57570000007158
57570000007158,7158
5758,575800000010320
575800000010320,10320
5758,57580000008781
57580000008781,8781
5759,57590000005513
57590000005513,5513
5759,57590000005883
57590000005883,5883
5760,5760000000961
5760000000961,961
5761,57610000005762
57610000005762,5762
5761,57610000004316
57610000004316,4316
5762,57620000001945
57620000001945,1945
5762,57620000004316
57620000004316,4316
5763,57630000005778
57630000005778,5778
5763,57630000007786
57630000007786,7786
5764,57640000001893
57640000001893,1893
5764,57640000005766
57640000005766,5766
5765,57650000008781
57650000008781,8781
5765,57650000005758
57650000005758,5758
5766,5766000000806
5766000000806,806
5767,57670000005768
57670000005768,5768
5768,57680000004826
57680000004826,4826
5768,57680000009062
57680000009062,9062
5769,57690000005770
57690000005770,5770
5769,57690000004845
57690000004845,4845
5770,57700000004848
57700000004848,4848
5770,57700000004856
57700000004856,4856
5771,57710000005764
57710000005764,5764
5772,57720000007134
57720000007134,7134
5772,57720000009103
57720000009103,9103
5773,57730000005789
57730000005789,5789
5774,57740000004280
57740000004280,4280
5774,57740000005771
57740000005771,5771
5775,57750000007155
57750000007155,7155
5775,577500000010671
577500000010671,10671
5776,57760000009048
57760000009048,9048
5776,57760000005777
57760000005777,5777
5777,57770000005784
57770000005784,5784
5778,57780000005779
57780000005779,5779
5779,5779000000862
5779000000862,862
5780,57800000005782
57800000005782,5782
5780,57800000007887
57800000007887,7887
5781,578100000010016
578100000010016,10016
5781,57810000005679
57810000005679,5679
5782,57820000005788
57820000005788,5788
5783,57830000006202
57830000006202,6202
5784,57840000005785
57840000005785,5785
5784,57840000006319
57840000006319,6319
5785,578500000010498
578500000010498,10498
5785,57850000006319
57850000006319,6319
5786,57860000009703
57860000009703,9703
5787,57870000005754
57870000005754,5754
5787,57870000005773
57870000005773,5773
5788,5788000000937
5788000000937,937
5773,57730000005802
57730000005802,5802
5789,57890000005820
57890000005820,5820
5790,57900000002065
57900000002065,2065
5791,57910000009697
57910000009697,9697
5791,57910000005091
57910000005091,5091
5792,57920000007820
57920000007820,7820
5793,57930000003825
57930000003825,3825
5793,57930000007060
57930000007060,7060
5794,57940000001040
57940000001040,1040
5794,57940000005797
57940000005797,5797
5795,57950000005794
57950000005794,5794
5795,57950000005527
57950000005527,5527
5796,57960000008249
57960000008249,8249
5797,57970000001039
57970000001039,1039
5799,57990000005273
57990000005273,5273
5799,57990000009645
57990000009645,9645
5799,579900000010734
579900000010734,10734
5800,58000000005827
58000000005827,5827
5800,58000000009510
58000000009510,9510
5801,58010000006765
58010000006765,6765
5802,58020000005803
58020000005803,5803
5803,58030000005787
58030000005787,5787
5804,5804000000259
5804000000259,259
5804,58040000004831
58040000004831,4831
5805,58050000008348
58050000008348,8348
5806,58060000005841
58060000005841,5841
5806,58060000001266
58060000001266,1266
5807,58070000005224
58070000005224,5224
5807,580700000010179
580700000010179,10179
5807,58070000005469
58070000005469,5469
5808,58080000005800
58080000005800,5800
5808,58080000006938
58080000006938,6938
5809,58090000009054
58090000009054,9054
5810,58100000005632
58100000005632,5632
5810,58100000001965
58100000001965,1965
5810,58100000002647
58100000002647,2647
5811,58110000007181
58110000007181,7181
5811,58110000007142
58110000007142,7142
5812,58120000005491
58120000005491,5491
5812,58120000005844
58120000005844,5844
5814,58140000006808
58140000006808,6808
5814,581400000010700
581400000010700,10700
5814,581400000010517
581400000010517,10517
5815,58150000002855
58150000002855,2855
5816,581600000010676
581600000010676,10676
5816,58160000005085
58160000005085,5085
5817,58170000009144
58170000009144,9144
5817,58170000007860
58170000007860,7860
5818,58180000006322
58180000006322,6322
5818,5818000000644
5818000000644,644
5819,58190000005575
58190000005575,5575
5819,58190000005831
58190000005831,5831
5820,58200000005802
58200000005802,5802
5820,58200000009410
58200000009410,9410
5821,5821000000772
5821000000772,772
5821,58210000008271
58210000008271,8271
5822,58220000008377
58220000008377,8377
5823,58230000005332
58230000005332,5332
5824,58240000007793
58240000007793,7793
5825,58250000007259
58250000007259,7259
5825,58250000005836
58250000005836,5836
5826,58260000004375
58260000004375,4375
5827,58270000009502
58270000009502,9502
5827,58270000005830
58270000005830,5830
5829,58290000002626
58290000002626,2626
5829,58290000002627
58290000002627,2627
5830,58300000007706
58300000007706,7706
5830,58300000005819
58300000005819,5819
5831,58310000008845
58310000008845,8845
5832,58320000007440
58320000007440,7440
5832,58320000005833
58320000005833,5833
5833,58330000005832
58330000005832,5832
5833,58330000007438
58330000007438,7438
5834,58340000005812
58340000005812,5812
5834,58340000005741
58340000005741,5741
5835,58350000005875
58350000005875,5875
5835,58350000005412
58350000005412,5412
5836,58360000007777
58360000007777,7777
5836,58360000003915
58360000003915,3915
5837,58370000005841
58370000005841,5841
5837,58370000006938
58370000006938,6938
5837,58370000001266
58370000001266,1266
5838,58380000005576
58380000005576,5576
5838,58380000002633
58380000002633,2633
5839,58390000006436
58390000006436,6436
5839,58390000005847
58390000005847,5847
5840,58400000002682
58400000002682,2682
5841,58410000006936
58410000006936,6936
5841,58410000005837
58410000005837,5837
5841,58410000005806
58410000005806,5806
5843,58430000007165
58430000007165,7165
5844,58440000005849
58440000005849,5849
5844,58440000005490
58440000005490,5490
5845,58450000005834
58450000005834,5834
5846,5846000000921
5846000000921,921
5846,58460000007839
58460000007839,7839
5847,58470000006283
58470000006283,6283
5848,58480000002509
58480000002509,2509
5849,58490000005845
58490000005845,5845
5849,58490000005877
58490000005877,5877
5850,58500000002856
58500000002856,2856
5851,58510000002016
58510000002016,2016
5851,58510000007623
58510000007623,7623
5852,58520000005864
58520000005864,5864
5852,585200000010377
585200000010377,10377
5853,58530000006576
58530000006576,6576
5854,58540000006856
58540000006856,6856
5854,58540000004963
58540000004963,4963
5855,585500000010392
585500000010392,10392
5855,58550000007686
58550000007686,7686
5856,58560000005690
58560000005690,5690
5856,58560000004124
58560000004124,4124
5857,58570000002288
58570000002288,2288
5857,58570000009969
58570000009969,9969
5858,58580000004290
58580000004290,4290
5859,58590000005861
58590000005861,5861
5861,58610000005858
58610000005858,5858
5861,58610000004399
58610000004399,4399
5862,58620000007865
58620000007865,7865
5862,58620000003926
58620000003926,3926
5863,58630000008328
58630000008328,8328
5863,58630000009970
58630000009970,9970
5864,5864000000378
5864000000378,378
5865,58650000006349
58650000006349,6349
5865,58650000003574
58650000003574,3574
5866,58660000008569
58660000008569,8569
5866,58660000006131
58660000006131,6131
5867,58670000005899
58670000005899,5899
5867,58670000005502
58670000005502,5502
5868,586800000096
586800000096,96
5869,58690000005870
58690000005870,5870
5870,58700000004870
58700000004870,4870
5871,58710000001154
58710000001154,1154
5872,58720000004866
58720000004866,4866
5873,58730000007929
58730000007929,7929
5875,58750000005876
58750000005876,5876
5876,58760000003192
58760000003192,3192
5875,58750000005887
58750000005887,5887
5877,587700000010857
587700000010857,10857
5877,58770000005845
58770000005845,5845
5878,58780000004392
58780000004392,4392
5879,58790000006824
58790000006824,6824
5880,5880000000858
5880000000858,858
5880,58800000007622
58800000007622,7622
5881,58810000005946
58810000005946,5946
5881,588100000010867
588100000010867,10867
5882,58820000007418
58820000007418,7418
5882,588200000010893
588200000010893,10893
5882,58820000001037
58820000001037,1037
5883,58830000003056
58830000003056,3056
5883,58830000005931
58830000005931,5931
5884,58840000005897
58840000005897,5897
5884,58840000001859
58840000001859,1859
5885,58850000005184
58850000005184,5184
5885,58850000004445
58850000004445,4445
5889,58890000005875
58890000005875,5875
5886,58860000005835
58860000005835,5835
5887,58870000005890
58870000005890,5890
5888,58880000005909
58880000005909,5909
5889,58890000005886
58890000005886,5886
5887,58870000005893
58870000005893,5893
5890,58900000005903
58900000005903,5903
5891,58910000001038
58910000001038,1038
5892,58920000005920
58920000005920,5920
5892,58920000005913
58920000005913,5913
5893,58930000005889
58930000005889,5889
5893,58930000003193
58930000003193,3193
5894,58940000001153
58940000001153,1153
5894,58940000005682
58940000005682,5682
5894,58940000008268
58940000008268,8268
5894,58940000003786
58940000003786,3786
5894,58940000006085
58940000006085,6085
5895,58950000008142
58950000008142,8142
5896,58960000005888
58960000005888,5888
5896,58960000004426
58960000004426,4426
5897,58970000004402
58970000004402,4402
5897,58970000005884
58970000005884,5884
5898,58980000005920
58980000005920,5920
5898,58980000002510
58980000002510,2510
5899,58990000005867
58990000005867,5867
5899,58990000005900
58990000005900,5900
5900,59000000005899
59000000005899,5899
5900,59000000006086
59000000006086,6086
5901,59010000001652
59010000001652,1652
5901,59010000002510
59010000002510,2510
5901,59010000003063
59010000003063,3063
5902,590200000010249
590200000010249,10249
5902,59020000001210
59020000001210,1210
5902,59020000002403
59020000002403,2403
5902,59020000005199
59020000005199,5199
5903,59030000006200
59030000006200,6200
5903,59030000005893
59030000005893,5893
5904,59040000005905
59040000005905,5905
5905,59050000004515
59050000004515,4515
5905,59050000001876
59050000001876,1876
5906,59060000005907
59060000005907,5907
5907,59070000005904
59070000005904,5904
5907,59070000009267
59070000009267,9267
5908,590800000010249
590800000010249,10249
5908,59080000006170
59080000006170,6170
5909,59090000004578
59090000004578,4578
5909,59090000005910
59090000005910,5910
5910,59100000005919
59100000005919,5919
5911,59110000004166
59110000004166,4166
5912,59120000004041
59120000004041,4041
5912,59120000008131
59120000008131,8131
5912,59120000006711
59120000006711,6711
5913,59130000002165
59130000002165,2165
5913,59130000001365
59130000001365,1365
5914,59140000007376
59140000007376,7376
5914,59140000002379
59140000002379,2379
5915,59150000007098
59150000007098,7098
5916,59160000003612
59160000003612,3612
5916,59160000004140
59160000004140,4140
5917,59170000001784
59170000001784,1784
5917,59170000009350
59170000009350,9350
5917,59170000005303
59170000005303,5303
5918,59180000004647
59180000004647,4647
5919,59190000005896
59190000005896,5896
5919,59190000004726
59190000004726,4726
5920,59200000005898
59200000005898,5898
5920,59200000005892
59200000005892,5892
5922,5922000000177
5922000000177,177
5922,59220000008331
59220000008331,8331
5922,59220000001764
59220000001764,1764
5922,59220000007631
59220000007631,7631
5923,5923000000860
5923000000860,860
5924,59240000008888
59240000008888,8888
5924,59240000003427
59240000003427,3427
5924,59240000009005
59240000009005,9005
5925,59250000007577
59250000007577,7577
5925,59250000001971
59250000001971,1971
5926,59260000009905
59260000009905,9905
5926,59260000002199
59260000002199,2199
5927,5927000000704
5927000000704,704
5927,592700000010896
592700000010896,10896
5927,59270000005950
59270000005950,5950
5928,59280000009930
59280000009930,9930
5929,592900000010896
592900000010896,10896
5929,592900000010900
592900000010900,10900
5929,592900000010901
592900000010901,10901
5930,59300000002624
59300000002624,2624
5930,59300000006332
59300000006332,6332
5930,59300000004326
59300000004326,4326
5931,59310000005623
59310000005623,5623
5932,59320000002018
59320000002018,2018
5932,59320000008964
59320000008964,8964
5933,59330000002457
59330000002457,2457
5933,59330000002979
59330000002979,2979
5934,59340000005938
59340000005938,5938
5935,59350000006455
59350000006455,6455
5936,59360000008647
59360000008647,8647
5936,59360000007687
59360000007687,7687
5937,59370000005952
59370000005952,5952
5937,59370000005943
59370000005943,5943
5938,59380000009169
59380000009169,9169
5939,59390000007329
59390000007329,7329
5940,5940000000232
5940000000232,232
5940,59400000005942
59400000005942,5942
5941,59410000005947
